flac,control_category,prompt_id,requested_vocal,seed,vocal_energy_ratio,near_silent,present,type_correct,panns_vocal,common,semantic,aesthetic_pq,lyric
keep/ctlB_piano_instr/seed0_2026700000.flac,B_trivial_instrumental,ctlB_piano_instr,0,2026700000,1e-05,False,0,1,0.02019,2.33927748272987,0.3317468762397766,7.660985469818115,1.0
keep/ctlB_piano_instr/seed1_2026700001.flac,B_trivial_instrumental,ctlB_piano_instr,0,2026700001,0.29851,False,1,0,0.18726,2.3353244376750655,0.11329928785562515,7.262262344360352,1.0
keep/ctlB_piano_instr/seed2_2026700002.flac,B_trivial_instrumental,ctlB_piano_instr,0,2026700002,0.0,False,0,1,0.0191,2.2585904464940714,0.3899267315864563,7.6475653648376465,1.0
keep/ctlB_piano_instr/seed3_2026700003.flac,B_trivial_instrumental,ctlB_piano_instr,0,2026700003,0.09662,False,0,1,0.21051,2.3872957507610537,0.4776374101638794,8.025726318359375,1.0
keep/ctlB_piano_instr/seed4_2026700004.flac,B_trivial_instrumental,ctlB_piano_instr,0,2026700004,0.08111,False,0,1,0.14794,2.5307455866075483,0.40171369910240173,8.038508415222168,1.0
keep/ctlB_piano_instr/seed5_2026700005.flac,B_trivial_instrumental,ctlB_piano_instr,0,2026700005,0.14799,False,0,1,0.15764,2.4855467616304607,0.2877886891365051,7.701809406280518,1.0
keep/ctlB_piano_instr/seed6_2026700006.flac,B_trivial_instrumental,ctlB_piano_instr,0,2026700006,0.0,False,0,1,0.0195,2.2435168351240042,0.24396580457687378,7.78479528427124,1.0
keep/ctlB_piano_instr/seed7_2026700007.flac,B_trivial_instrumental,ctlB_piano_instr,0,2026700007,0.0,False,0,1,0.0231,2.148566495308327,0.46793603897094727,7.348081111907959,1.0
keep/ctlC_contra1/seed0_2027200000.flac,C_contradictory,ctlC_contra1,1,2027200000,0.08084,False,0,0,0.11706,2.3513080784468077,0.37097200751304626,7.917839527130127,0.5
keep/ctlC_contra1/seed1_2027200001.flac,C_contradictory,ctlC_contra1,1,2027200001,0.04487,False,0,0,0.45986,2.0310214585955566,0.1949579417705536,6.903415203094482,0.625
keep/ctlC_contra1/seed2_2027200002.flac,C_contradictory,ctlC_contra1,1,2027200002,0.10272,False,0,0,0.6172,2.0496590099695253,0.40233758091926575,7.456631183624268,0.125
keep/ctlC_contra1/seed3_2027200003.flac,C_contradictory,ctlC_contra1,1,2027200003,0.06047,False,0,0,0.0747,2.156214984541705,0.3973831534385681,7.186898231506348,0.0
keep/ctlC_contra1/seed4_2027200004.flac,C_contradictory,ctlC_contra1,1,2027200004,0.16664,False,0,0,0.14587,2.304838996110943,0.3298589885234833,7.921403884887695,0.125
keep/ctlC_contra1/seed5_2027200005.flac,C_contradictory,ctlC_contra1,1,2027200005,0.1432,False,0,0,0.20179,2.2837817279103017,0.1874540150165558,7.951186180114746,0.875
keep/ctlC_contra1/seed6_2027200006.flac,C_contradictory,ctlC_contra1,1,2027200006,0.11083,False,0,0,0.30023,2.213036436943901,0.3131207525730133,7.372992038726807,0.0
keep/ctlC_contra1/seed7_2027200007.flac,C_contradictory,ctlC_contra1,1,2027200007,0.06923,False,0,0,0.67283,1.646017669038193,0.12263184785842896,6.4075927734375,0.125
keep/ctlC_contra2/seed0_2027300000.flac,C_contradictory,ctlC_contra2,1,2027300000,0.19815,False,1,1,0.49215,1.8012952174666679,0.3553802967071533,6.254604339599609,0.0
keep/ctlC_contra2/seed1_2027300001.flac,C_contradictory,ctlC_contra2,1,2027300001,0.06857,False,0,0,0.23279,1.7237546254909146,0.38070809841156006,5.040657043457031,0.0
keep/ctlC_contra2/seed2_2027300002.flac,C_contradictory,ctlC_contra2,1,2027300002,0.09515,False,0,0,0.0751,2.1971983719337227,0.3812433183193207,7.7983527183532715,0.19999999999999996
