label,group,rows,clean,clean_rate,ci95_lo,ci95_hi,expected_draws_to_first_clean,clean_yield_per_100_draws
Baseline vocal-hard,baseline,8704,767,0.08812,0.08234535355072849,0.0942588694751015,11.348161597821152,8.812000000000001
Baseline instrumental-hard,baseline,7680,2758,0.359115,0.3484579048798816,0.3699121354395336,2.7846233100817286,35.911500000000004
vocal_guidance,vocal,1088,850,0.78125,0.7557190723228835,0.8048017944402075,1.28,78.125
vocal_hints,vocal,1088,102,0.09375,0.07783075179105106,0.11252799621781764,10.666666666666666,9.375
vocal_both,vocal,1088,848,0.7794117647058824,0.753813794988185,0.803043536698023,1.2830188679245282,77.94117647058823
instr_text,instrumental,960,313,0.3260416666666667,0.29713271420904264,0.3563373165511985,3.0670926517571884,32.604166666666664
instr_sampler,instrumental,960,331,0.34479166666666666,0.3153969938494549,0.3754235725174668,2.900302114803625,34.479166666666664
instr_both,instrumental,960,362,0.3770833333333333,0.34697175642454364,0.40817473237610574,2.6519337016574585,37.708333333333336
N2 selected held-out mean,n2,16384,8740,0.533447265625,0.5258012159932489,0.5410776339951474,1.8745995423340962,53.3447265625
