audit_index,rating_id,set_bucket,expected_demucs_label,audio_path,scoring_seed,sample_rate,gate_ratio,canonical_ratio,absolute_ratio_delta,gate_near_silent,canonical_near_silent,gate_label,canonical_label,label_agree
159,aprime_0604_4689a2a5a637,agreement_spotcheck_30,1,paper_prep/validation_A_prime/primary_package_20260709/media/aprime_0604_4689a2a5a637.wav,2345912053,48000,0.607774308090,0.607774257660,0.000000050430,0,0,1,1,1
160,aprime_0421_dac3243f8e5f,detector_disagreement_112,0,paper_prep/validation_A_prime/primary_package_20260709/media/aprime_0421_dac3243f8e5f.wav,3486100591,48000,0.064904580735,0.064904578030,0.000000002705,0,0,0,0,1
161,aprime_0452_2a25e418359d,rare_basin_48,0,paper_prep/validation_A_prime/primary_package_20260709/media/aprime_0452_2a25e418359d.flac,906357679,48000,0.069717704788,0.069717705250,0.000000000462,0,0,0,0,1
162,aprime_0443_7768d3c81606,stratified_random_500,0,paper_prep/validation_A_prime/primary_package_20260709/media/aprime_0443_7768d3c81606.flac,2915140455,48000,0.022773700605,0.022773699835,0.000000000770,0,0,0,0,1
163,aprime_0466_aa81a4a49f1f,stratified_random_500,1,paper_prep/validation_A_prime/primary_package_20260709/media/aprime_0466_aa81a4a49f1f.flac,4153873834,48000,0.220426256658,0.220426261425,0.000000004767,0,0,1,1,1
164,aprime_0462_c4e504aa2898,detector_disagreement_112,0,paper_prep/validation_A_prime/primary_package_20260709/media/aprime_0462_c4e504aa2898.wav,4214468618,48000,0.173458080349,0.173458084464,0.000000004115,0,0,0,0,1
165,aprime_0471_c8d3ce354559,rare_basin_48,0,paper_prep/validation_A_prime/primary_package_20260709/media/aprime_0471_c8d3ce354559.flac,1127606206,48000,0.026443403989,0.026443405077,0.000000001088,0,0,0,0,1
166,aprime_0343_e51760b14238,stratified_random_500,0,paper_prep/validation_A_prime/primary_package_20260709/media/aprime_0343_e51760b14238.flac,6968180,48000,0.154756328542,0.154756322503,0.000000006039,0,0,0,0,1
167,aprime_0542_5c9105e2a1dd,stratified_random_500,1,paper_prep/validation_A_prime/primary_package_20260709/media/aprime_0542_5c9105e2a1dd.flac,43549391,48000,0.526485531839,0.526485502720,0.000000029119,0,0,1,1,1
168,aprime_0162_8bfe80d445ae,detector_disagreement_112,0,paper_prep/validation_A_prime/primary_package_20260709/media/aprime_0162_8bfe80d445ae.wav,1153904109,48000,0.128700372157,0.128700345755,0.000000026403,0,0,0,0,1
169,aprime_0652_9cbc424a39c7,rare_basin_48,0,paper_prep/validation_A_prime/primary_package_20260709/media/aprime_0652_9cbc424a39c7.flac,3755497765,48000,0.031079768072,0.031079770997,0.000000002926,0,0,0,0,1
170,aprime_0668_ddfd03424905,stratified_random_500,0,paper_prep/validation_A_prime/primary_package_20260709/media/aprime_0668_ddfd03424905.flac,2231728723,48000,0.047985536235,0.047985538840,0.000000002606,0,0,0,0,1
171,aprime_0360_6316b5c797ae,stratified_random_500,1,paper_prep/validation_A_prime/primary_package_20260709/media/aprime_0360_6316b5c797ae.flac,1728624028,48000,0.455110488629,0.455110520124,0.000000031495,0,0,1,1,1
172,aprime_0503_7bde6b74b0bd,detector_disagreement_112,0,paper_prep/validation_A_prime/primary_package_20260709/media/aprime_0503_7bde6b74b0bd.wav,4018207874,48000,0.176621819496,0.176621839404,0.000000019908,0,0,0,0,1
173,aprime_0256_ed28eaa9f22c,rare_basin_48,0,paper_prep/validation_A_prime/primary_package_20260709/media/aprime_0256_ed28eaa9f22c.flac,4185904393,48000,0.024343396153,0.024343395606,0.000000000548,0,0,0,0,1
174,aprime_0239_f7b8479d246f,stratified_random_500,0,paper_prep/validation_A_prime/primary_package_20260709/media/aprime_0239_f7b8479d246f.flac,2720585319,48000,0.106388714339,0.106388695538,0.000000018800,0,0,0,0,1
175,aprime_0316_2016f0766420,stratified_random_500,1,paper_prep/validation_A_prime/primary_package_20260709/media/aprime_0316_2016f0766420.flac,4081426792,48000,0.305530119730,0.305530130863,0.000000011134,0,0,1,1,1
176,aprime_0403_40521083e3a1,detector_disagreement_112,0,paper_prep/validation_A_prime/primary_package_20260709/media/aprime_0403_40521083e3a1.wav,2767250046,48000,0.113293427747,0.113293424249,0.000000003498,0,0,0,0,1
177,aprime_0237_5fce794f620c,rare_basin_48,0,paper_prep/validation_A_prime/primary_package_20260709/media/aprime_0237_5fce794f620c.flac,1582694929,48000,0.039480140188,0.039480142295,0.000000002107,0,0,0,0,1
178,aprime_0350_62fe49cd4ee3,stratified_random_500,0,paper_prep/validation_A_prime/primary_package_20260709/media/aprime_0350_62fe49cd4ee3.flac,2361338809,48000,0.027105694291,0.027105696499,0.000000002208,0,0,0,0,1
179,aprime_0662_11b27dd6eaca,stratified_random_500,1,paper_prep/validation_A_prime/primary_package_20260709/media/aprime_0662_11b27dd6eaca.flac,2731254995,48000,0.363383851533,0.363383829594,0.000000021940,0,0,1,1,1
180,aprime_0001_2856569ce627,detector_disagreement_112,0,paper_prep/validation_A_prime/primary_package_20260709/media/aprime_0001_2856569ce627.wav,3375136217,48000,0.176865933049,0.176865935326,0.000000002277,0,0,0,0,1
181,aprime_0026_8b6727c9c82b,stratified_random_500,0,paper_prep/validation_A_prime/primary_package_20260709/media/aprime_0026_8b6727c9c82b.flac,811568757,48000,0.164795483629,0.164795488119,0.000000004490,0,0,0,0,1
182,aprime_0597_9bdc2468ebc9,stratified_random_500,1,paper_prep/validation_A_prime/primary_package_20260709/media/aprime_0597_9bdc2468ebc9.flac,229623754,48000,0.429442340733,0.429442346096,0.000000005363,0,0,1,1,1
183,aprime_0210_a1d0917b9271,detector_disagreement_112,0,paper_prep/validation_A_prime/primary_package_20260709/media/aprime_0210_a1d0917b9271.wav,1833693625,48000,0.177060397316,0.177060395479,0.000000001837,0,0,0,0,1
184,aprime_0373_f8f132071432,stratified_random_500,0,paper_prep/validation_A_prime/primary_package_20260709/media/aprime_0373_f8f132071432.flac,697780214,48000,0.115659418598,0.115659415722,0.000000002876,0,0,0,0,1
185,aprime_0342_b2916757695b,stratified_random_500,1,paper_prep/validation_A_prime/primary_package_20260709/media/aprime_0342_b2916757695b.flac,64155696,48000,0.226612298128,0.226612284780,0.000000013349,0,0,1,1,1
186,aprime_0588_1e3858b0eca8,detector_disagreement_112,0,paper_prep/validation_A_prime/primary_package_20260709/media/aprime_0588_1e3858b0eca8.wav,2566539603,48000,0.169127544979,0.169127553701,0.000000008722,0,0,0,0,1
187,aprime_0571_146ce6f6e0ee,stratified_random_500,0,paper_prep/validation_A_prime/primary_package_20260709/media/aprime_0571_146ce6f6e0ee.flac,1048842354,48000,0.013669364684,0.013669364154,0.000000000530,0,0,0,0,1
188,aprime_0398_e53c574c4314,stratified_random_500,1,paper_prep/validation_A_prime/primary_package_20260709/media/aprime_0398_e53c574c4314.flac,3433756143,48000,0.228555160776,0.228555157781,0.000000002996,0,0,1,1,1
189,aprime_0228_821d00820017,detector_disagreement_112,0,paper_prep/validation_A_prime/primary_package_20260709/media/aprime_0228_821d00820017.wav,2196335095,48000,0.104685364020,0.104685366154,0.000000002134,0,0,0,0,1
190,aprime_0454_839e331902ac,stratified_random_500,0,paper_prep/validation_A_prime/primary_package_20260709/media/aprime_0454_839e331902ac.flac,446176953,48000,0.167808889755,0.167808860540,0.000000029215,0,0,0,0,1
191,aprime_0638_2fc5edec82da,stratified_random_500,1,paper_prep/validation_A_prime/primary_package_20260709/media/aprime_0638_2fc5edec82da.flac,3117361678,48000,0.437245132354,0.437245130539,0.000000001815,0,0,1,1,1
192,aprime_0557_4917ed5ea1b2,detector_disagreement_112,0,paper_prep/validation_A_prime/primary_package_20260709/media/aprime_0557_4917ed5ea1b2.wav,4168122601,48000,0.168000341743,0.168000355363,0.000000013620,0,0,0,0,1
193,aprime_0608_2f037679c7ef,stratified_random_500,0,paper_prep/validation_A_prime/primary_package_20260709/media/aprime_0608_2f037679c7ef.flac,3042407420,48000,0.022457461046,0.022457463667,0.000000002621,0,0,0,0,1
194,aprime_0294_5bb3b90ef8e3,stratified_random_500,1,paper_prep/validation_A_prime/primary_package_20260709/media/aprime_0294_5bb3b90ef8e3.flac,33177437,48000,0.695694046794,0.695694029331,0.000000017463,0,0,1,1,1
195,aprime_0377_f5a5087746aa,detector_disagreement_112,0,paper_prep/validation_A_prime/primary_package_20260709/media/aprime_0377_f5a5087746aa.wav,1643210802,48000,0.175855922589,0.175855919719,0.000000002870,0,0,0,0,1
196,aprime_0655_26abf16fc0bf,stratified_random_500,0,paper_prep/validation_A_prime/primary_package_20260709/media/aprime_0655_26abf16fc0bf.flac,1347181008,48000,0.143447411050,0.143447414041,0.000000002991,0,0,0,0,1
197,aprime_0484_7f89a0711ec8,stratified_random_500,1,paper_prep/validation_A_prime/primary_package_20260709/media/aprime_0484_7f89a0711ec8.flac,2229110090,48000,0.217968021311,0.217968031764,0.000000010453,0,0,1,1,1
198,aprime_0250_e8b755a84a0d,detector_disagreement_112,0,paper_prep/validation_A_prime/primary_package_20260709/media/aprime_0250_e8b755a84a0d.wav,1932171662,48000,0.112683077090,0.112683072686,0.000000004403,0,0,0,0,1
199,aprime_0172_f587b7170dc5,stratified_random_500,0,paper_prep/validation_A_prime/primary_package_20260709/media/aprime_0172_f587b7170dc5.flac,4112892138,48000,0.000001544824,0.000001544824,0.000000000000,0,0,0,0,1
200,aprime_0435_0ed7665344a8,stratified_random_500,1,paper_prep/validation_A_prime/primary_package_20260709/media/aprime_0435_0ed7665344a8.flac,2289456243,48000,0.216573896934,0.216573894024,0.000000002910,0,0,1,1,1
