media_sha256,transcript_nonempty,transcript_confidence,transcript_chars,transcript_sha256,segment_count,backend_id
261e97360b4aedd636f6a0e0c3246e24e474e4d36601df83828d2092755db43a,1,0.26530068416400887,99,f9927e4b5baa6dbd5a1392f8e178db7387573ae42f685cc1e0ca1804b846a333,3,openai-whisper-large-v3
264f00856d5f2fe0b81c39ff3366e98b0355f1397c2866069c33f14f0190c152,1,0.4396209240284499,145,75c2e415557794f27460a7c227d04be014f0a4836cc2845237c4dbac3b358c4b,6,openai-whisper-large-v3
2664ffc19acb67ea4fdac854a760257555e566b37c1bb419f214a2389723e51a,1,0.5048016143360258,58,617dcccb526b76e6b7beb69bb4ce041651ca3993f99f34dbc6b580a5b4efed35,3,openai-whisper-large-v3
26a25d7a0618f634ee4f0d56de0b3ff9b7aac419c3bc16907eb4f196e1f2e772,1,0.15673663077080718,41,0901d17796e10597381e0550b9b9b816b7685c046eff1ccc883321500123b2b3,2,openai-whisper-large-v3
2738b7ed247f0c12e7717ba53beb28438c0c9346cbd2345d37093715f0322efc,0,0.0,0,,0,openai-whisper-large-v3
27785627f70f2adf4154da880d0f07669055492c08c87051c81b6957164fddad,1,0.6400064108108118,184,4fb2fc23c3f8593e7f86fc30ed3d972b34235a62c1c21f57dfaac0bd7cb418b5,4,openai-whisper-large-v3
2905fdcc6cbb2f83fa1a67ffbd97f769c84e6aca035826b0e920cf09d5e0e931,1,0.12509041268281745,201,d8f6c762ebdcfe45b16cf6862dfd437575e847ce6f92cd1978e2f8b795027306,9,openai-whisper-large-v3
290a69baf08237077974a99250d69d2ed0dbe6b2d0f32377be26548f49edd7f9,1,0.25436874802515136,144,5e43c6b22d52d626b9e4a4580e3982e6f809c26bb3ea5aea24a601e40f166056,5,openai-whisper-large-v3
29f8113398455af4560fe11cf9ba11bc316de27e576816ea7e549f2c9bce2548,1,0.29187998970523055,184,b3486d002a6d865ebb746d017cc29836cde304db053d597681a5e8ce38f8f935,5,openai-whisper-large-v3
2ac616a63a7e04e71e30b1954f0ccbe90a92693c9bf69a51c20499bdfaea1a0a,1,0.22205015707908188,157,75cca4aade0401aeeb7e0a08db0b88e3d0050bbf6c094cb5edfc406832fefc49,7,openai-whisper-large-v3
2b1448b0d0bb198c30c5307e0d073b48f75853da0bcbe5c6ac8f11ef905b2c99,1,0.5765118942190935,100,4d660e0f57cb9cf5bfafe5b940b520760402a0ad6c4ece3cb30c7ed4406f8ca5,4,openai-whisper-large-v3
2b277caa164814cb13749e130b1a2b6faa0478575e8c364576ca27adfb665307,1,0.6845975933685511,98,565957305065e86046670873dd2c9a8d2fb372395d0466e3f68acea2bb05e4ec,3,openai-whisper-large-v3
2b280b69a9a06b27f7f3cf75147e3a06b70900c453ef68fde1721ffeeb563286,1,0.41408892360846433,117,56bb7c51431a6364f3879316bba5b2beb936d62ac726d231f39cae706c253da9,8,openai-whisper-large-v3
2b78e584f1b8e64222ac487795789064d9832320549d4e3dd5f405d44ee1e9a5,1,0.18425275566957985,20,52109063f19c9a4f5f83c648d95b2992055186e23a7bde147e2ece9dfea6c092,1,openai-whisper-large-v3
2c1fe38434587470cc8f1f1583b2cc78f438cbe409efc02ee82c88a73210a16f,0,0.0,0,,0,openai-whisper-large-v3
2c3496ec12e0061d73fc4a8d73f8d56be0b50fc3d787c0d8bdd5670e0cc28f0b,1,0.03445328402850091,115,879149e0e9ac60fece1741fb70fd1013b357349dfdcf2b4c6ac57c06f6ebb890,4,openai-whisper-large-v3
2d132ac1682d231f814a9ae019c1e1e8cfdfbc1a203d5c10d8bbb4c16d30e63d,1,0.7136760870080217,252,06e550d09d84cef3c2636fe79305a383bb25ec97ea8713a65cbd62410cd591e6,7,openai-whisper-large-v3
2d8db195b052d29856ca530677552be85cdf4acfbee26149255a37b88e77ac7e,1,0.061119763245916676,173,2ab27525a081cbb509fccd99c046728e2237e7db6dfcc988b6fa54df1cb01124,4,openai-whisper-large-v3
2dc684c27e98b6d2ebd5882ba4abcbdfaccb403c465c968f531b8a11fb86a58f,1,0.33500912818449524,21,2f0ae002ad5af267597a2279ef84257e84849249f289021016cf1ad27124a53f,2,openai-whisper-large-v3
2deaa740ddf34cb1db57da97818ef99ef54b1888425723a467982c55c66aad38,1,0.16455599254964948,76,1b38b45edd97de5f31728f9d522899832d0c98539e534856a0497f024d1ef479,3,openai-whisper-large-v3
2eabbe54f76ea3b133975d0ebc0042d92760528d5abffe84116a6d509701e9a1,1,0.3242497325864578,24,9fe8c268d6d405d7c4405417878e0791f973bc928bec2a0b4aa4fdf8d614cb3b,4,openai-whisper-large-v3
2eb0e6d7be4e0f33bed6f858619e811633b4a18d0b8f9fea49f176d509017e01,1,0.46106162161809,127,9a51080bdf7cdc7804a05ef4c8648f77f35067069fd0ad553c0656a88f76049e,6,openai-whisper-large-v3
2ebf42a0fab934bb2fe681c877c71b9635add6ffc8e214f08c3ff8855946c6c5,1,0.5620167791344781,99,e364cfbe6e22f0724a7bbfc279aca0de1774b77c2400e52e3923c2d8ee505a63,3,openai-whisper-large-v3
2f40bcee6b8c39a1039adace85a79434ea893b1466587140bc75e8aab75a9361,1,0.4986657494185293,129,6b77b00b419d779c57a8db5192a56e410a1621cb58bce5820d307b50775203c1,5,openai-whisper-large-v3
30170c79bf6481c4106cfddc2e7628054f4ca18aeab84eee700580733f515ef2,1,0.12188137970591628,15,3fb46a893baeb67925e9b3ecd8f3e05d8667dcc27680de588f629655b308658c,1,openai-whisper-large-v3
30f817d9eda915eb7e101dc48b3e50243b07dee4c460a0a5626de507ddd1d096,1,0.6236262623820864,152,c1125127960106024137675bfef993143a26bdf8f9129b0f418f46cafb7e6c7a,4,openai-whisper-large-v3
3128b0a691b761b9cc686babde02c5bfe85cbef22aa5da5cd0c6368f60968ef0,1,0.21594590941078876,45,6c2c57369b62b52fffc97d197912b18a7cb256525100f939857c5a0729289f43,2,openai-whisper-large-v3
3152314765e30778c7caf2a53063656f0c6a26f1b9f64ccc5f052c1f71b85a6a,1,0.07846841197188478,182,697ffa28fcb5656cb41fb1d8cf0c2640be6bde3154a8febe4a8309759a6228e2,4,openai-whisper-large-v3
31c2d224637dd41ffe4fc7cece9aaab8a4fab832346d6496766624970a55d757,1,0.20658470748231494,22,f3405ba882c826df367f89e2b17270fd88a4240bc8df5d183a5be72290ae2297,2,openai-whisper-large-v3
