clip_id,manifest_index,prompt_id,stratum,prompt_text,replicate,seed,output_path
exit1_uncond_178,178,neutral_03,neutral_text,a short music track,2,2036000178,analysis_exit1/unconditional_run_20260716/audio/neutral_03/exit1_uncond_178_seed2036000178.flac
exit1_uncond_179,179,neutral_03,neutral_text,a short music track,3,2036000179,analysis_exit1/unconditional_run_20260716/audio/neutral_03/exit1_uncond_179_seed2036000179.flac
exit1_uncond_180,180,neutral_03,neutral_text,a short music track,4,2036000180,analysis_exit1/unconditional_run_20260716/audio/neutral_03/exit1_uncond_180_seed2036000180.flac
exit1_uncond_181,181,neutral_03,neutral_text,a short music track,5,2036000181,analysis_exit1/unconditional_run_20260716/audio/neutral_03/exit1_uncond_181_seed2036000181.flac
exit1_uncond_182,182,neutral_03,neutral_text,a short music track,6,2036000182,analysis_exit1/unconditional_run_20260716/audio/neutral_03/exit1_uncond_182_seed2036000182.flac
exit1_uncond_183,183,neutral_03,neutral_text,a short music track,7,2036000183,analysis_exit1/unconditional_run_20260716/audio/neutral_03/exit1_uncond_183_seed2036000183.flac
exit1_uncond_184,184,neutral_03,neutral_text,a short music track,8,2036000184,analysis_exit1/unconditional_run_20260716/audio/neutral_03/exit1_uncond_184_seed2036000184.flac
exit1_uncond_185,185,neutral_03,neutral_text,a short music track,9,2036000185,analysis_exit1/unconditional_run_20260716/audio/neutral_03/exit1_uncond_185_seed2036000185.flac
exit1_uncond_186,186,neutral_03,neutral_text,a short music track,10,2036000186,analysis_exit1/unconditional_run_20260716/audio/neutral_03/exit1_uncond_186_seed2036000186.flac
exit1_uncond_187,187,neutral_03,neutral_text,a short music track,11,2036000187,analysis_exit1/unconditional_run_20260716/audio/neutral_03/exit1_uncond_187_seed2036000187.flac
exit1_uncond_188,188,neutral_03,neutral_text,a short music track,12,2036000188,analysis_exit1/unconditional_run_20260716/audio/neutral_03/exit1_uncond_188_seed2036000188.flac
exit1_uncond_189,189,neutral_03,neutral_text,a short music track,13,2036000189,analysis_exit1/unconditional_run_20260716/audio/neutral_03/exit1_uncond_189_seed2036000189.flac
exit1_uncond_190,190,neutral_03,neutral_text,a short music track,14,2036000190,analysis_exit1/unconditional_run_20260716/audio/neutral_03/exit1_uncond_190_seed2036000190.flac
exit1_uncond_191,191,neutral_03,neutral_text,a short music track,15,2036000191,analysis_exit1/unconditional_run_20260716/audio/neutral_03/exit1_uncond_191_seed2036000191.flac
exit1_uncond_192,192,neutral_04,neutral_text,an original recording,0,2036000192,analysis_exit1/unconditional_run_20260716/audio/neutral_04/exit1_uncond_192_seed2036000192.flac
exit1_uncond_193,193,neutral_04,neutral_text,an original recording,1,2036000193,analysis_exit1/unconditional_run_20260716/audio/neutral_04/exit1_uncond_193_seed2036000193.flac
exit1_uncond_194,194,neutral_04,neutral_text,an original recording,2,2036000194,analysis_exit1/unconditional_run_20260716/audio/neutral_04/exit1_uncond_194_seed2036000194.flac
exit1_uncond_195,195,neutral_04,neutral_text,an original recording,3,2036000195,analysis_exit1/unconditional_run_20260716/audio/neutral_04/exit1_uncond_195_seed2036000195.flac
exit1_uncond_196,196,neutral_04,neutral_text,an original recording,4,2036000196,analysis_exit1/unconditional_run_20260716/audio/neutral_04/exit1_uncond_196_seed2036000196.flac
exit1_uncond_197,197,neutral_04,neutral_text,an original recording,5,2036000197,analysis_exit1/unconditional_run_20260716/audio/neutral_04/exit1_uncond_197_seed2036000197.flac
exit1_uncond_198,198,neutral_04,neutral_text,an original recording,6,2036000198,analysis_exit1/unconditional_run_20260716/audio/neutral_04/exit1_uncond_198_seed2036000198.flac
exit1_uncond_199,199,neutral_04,neutral_text,an original recording,7,2036000199,analysis_exit1/unconditional_run_20260716/audio/neutral_04/exit1_uncond_199_seed2036000199.flac
exit1_uncond_200,200,neutral_04,neutral_text,an original recording,8,2036000200,analysis_exit1/unconditional_run_20260716/audio/neutral_04/exit1_uncond_200_seed2036000200.flac
exit1_uncond_201,201,neutral_04,neutral_text,an original recording,9,2036000201,analysis_exit1/unconditional_run_20260716/audio/neutral_04/exit1_uncond_201_seed2036000201.flac
exit1_uncond_202,202,neutral_04,neutral_text,an original recording,10,2036000202,analysis_exit1/unconditional_run_20260716/audio/neutral_04/exit1_uncond_202_seed2036000202.flac
exit1_uncond_203,203,neutral_04,neutral_text,an original recording,11,2036000203,analysis_exit1/unconditional_run_20260716/audio/neutral_04/exit1_uncond_203_seed2036000203.flac
exit1_uncond_204,204,neutral_04,neutral_text,an original recording,12,2036000204,analysis_exit1/unconditional_run_20260716/audio/neutral_04/exit1_uncond_204_seed2036000204.flac
exit1_uncond_205,205,neutral_04,neutral_text,an original recording,13,2036000205,analysis_exit1/unconditional_run_20260716/audio/neutral_04/exit1_uncond_205_seed2036000205.flac
exit1_uncond_206,206,neutral_04,neutral_text,an original recording,14,2036000206,analysis_exit1/unconditional_run_20260716/audio/neutral_04/exit1_uncond_206_seed2036000206.flac
exit1_uncond_207,207,neutral_04,neutral_text,an original recording,15,2036000207,analysis_exit1/unconditional_run_20260716/audio/neutral_04/exit1_uncond_207_seed2036000207.flac
exit1_uncond_208,208,neutral_05,neutral_text,a soundtrack,0,2036000208,analysis_exit1/unconditional_run_20260716/audio/neutral_05/exit1_uncond_208_seed2036000208.flac
exit1_uncond_209,209,neutral_05,neutral_text,a soundtrack,1,2036000209,analysis_exit1/unconditional_run_20260716/audio/neutral_05/exit1_uncond_209_seed2036000209.flac
exit1_uncond_210,210,neutral_05,neutral_text,a soundtrack,2,2036000210,analysis_exit1/unconditional_run_20260716/audio/neutral_05/exit1_uncond_210_seed2036000210.flac
exit1_uncond_211,211,neutral_05,neutral_text,a soundtrack,3,2036000211,analysis_exit1/unconditional_run_20260716/audio/neutral_05/exit1_uncond_211_seed2036000211.flac
exit1_uncond_212,212,neutral_05,neutral_text,a soundtrack,4,2036000212,analysis_exit1/unconditional_run_20260716/audio/neutral_05/exit1_uncond_212_seed2036000212.flac
exit1_uncond_213,213,neutral_05,neutral_text,a soundtrack,5,2036000213,analysis_exit1/unconditional_run_20260716/audio/neutral_05/exit1_uncond_213_seed2036000213.flac
exit1_uncond_214,214,neutral_05,neutral_text,a soundtrack,6,2036000214,analysis_exit1/unconditional_run_20260716/audio/neutral_05/exit1_uncond_214_seed2036000214.flac
exit1_uncond_215,215,neutral_05,neutral_text,a soundtrack,7,2036000215,analysis_exit1/unconditional_run_20260716/audio/neutral_05/exit1_uncond_215_seed2036000215.flac
exit1_uncond_216,216,neutral_05,neutral_text,a soundtrack,8,2036000216,analysis_exit1/unconditional_run_20260716/audio/neutral_05/exit1_uncond_216_seed2036000216.flac
exit1_uncond_217,217,neutral_05,neutral_text,a soundtrack,9,2036000217,analysis_exit1/unconditional_run_20260716/audio/neutral_05/exit1_uncond_217_seed2036000217.flac
exit1_uncond_218,218,neutral_05,neutral_text,a soundtrack,10,2036000218,analysis_exit1/unconditional_run_20260716/audio/neutral_05/exit1_uncond_218_seed2036000218.flac
exit1_uncond_219,219,neutral_05,neutral_text,a soundtrack,11,2036000219,analysis_exit1/unconditional_run_20260716/audio/neutral_05/exit1_uncond_219_seed2036000219.flac
exit1_uncond_220,220,neutral_05,neutral_text,a soundtrack,12,2036000220,analysis_exit1/unconditional_run_20260716/audio/neutral_05/exit1_uncond_220_seed2036000220.flac
exit1_uncond_221,221,neutral_05,neutral_text,a soundtrack,13,2036000221,analysis_exit1/unconditional_run_20260716/audio/neutral_05/exit1_uncond_221_seed2036000221.flac
exit1_uncond_222,222,neutral_05,neutral_text,a soundtrack,14,2036000222,analysis_exit1/unconditional_run_20260716/audio/neutral_05/exit1_uncond_222_seed2036000222.flac
exit1_uncond_223,223,neutral_05,neutral_text,a soundtrack,15,2036000223,analysis_exit1/unconditional_run_20260716/audio/neutral_05/exit1_uncond_223_seed2036000223.flac
exit1_uncond_224,224,neutral_06,neutral_text,a melodic piece,0,2036000224,analysis_exit1/unconditional_run_20260716/audio/neutral_06/exit1_uncond_224_seed2036000224.flac
exit1_uncond_225,225,neutral_06,neutral_text,a melodic piece,1,2036000225,analysis_exit1/unconditional_run_20260716/audio/neutral_06/exit1_uncond_225_seed2036000225.flac
exit1_uncond_226,226,neutral_06,neutral_text,a melodic piece,2,2036000226,analysis_exit1/unconditional_run_20260716/audio/neutral_06/exit1_uncond_226_seed2036000226.flac
exit1_uncond_227,227,neutral_06,neutral_text,a melodic piece,3,2036000227,analysis_exit1/unconditional_run_20260716/audio/neutral_06/exit1_uncond_227_seed2036000227.flac
exit1_uncond_228,228,neutral_06,neutral_text,a melodic piece,4,2036000228,analysis_exit1/unconditional_run_20260716/audio/neutral_06/exit1_uncond_228_seed2036000228.flac
exit1_uncond_229,229,neutral_06,neutral_text,a melodic piece,5,2036000229,analysis_exit1/unconditional_run_20260716/audio/neutral_06/exit1_uncond_229_seed2036000229.flac
exit1_uncond_230,230,neutral_06,neutral_text,a melodic piece,6,2036000230,analysis_exit1/unconditional_run_20260716/audio/neutral_06/exit1_uncond_230_seed2036000230.flac
exit1_uncond_231,231,neutral_06,neutral_text,a melodic piece,7,2036000231,analysis_exit1/unconditional_run_20260716/audio/neutral_06/exit1_uncond_231_seed2036000231.flac
exit1_uncond_232,232,neutral_06,neutral_text,a melodic piece,8,2036000232,analysis_exit1/unconditional_run_20260716/audio/neutral_06/exit1_uncond_232_seed2036000232.flac
exit1_uncond_233,233,neutral_06,neutral_text,a melodic piece,9,2036000233,analysis_exit1/unconditional_run_20260716/audio/neutral_06/exit1_uncond_233_seed2036000233.flac
exit1_uncond_234,234,neutral_06,neutral_text,a melodic piece,10,2036000234,analysis_exit1/unconditional_run_20260716/audio/neutral_06/exit1_uncond_234_seed2036000234.flac
exit1_uncond_235,235,neutral_06,neutral_text,a melodic piece,11,2036000235,analysis_exit1/unconditional_run_20260716/audio/neutral_06/exit1_uncond_235_seed2036000235.flac
exit1_uncond_236,236,neutral_06,neutral_text,a melodic piece,12,2036000236,analysis_exit1/unconditional_run_20260716/audio/neutral_06/exit1_uncond_236_seed2036000236.flac
exit1_uncond_237,237,neutral_06,neutral_text,a melodic piece,13,2036000237,analysis_exit1/unconditional_run_20260716/audio/neutral_06/exit1_uncond_237_seed2036000237.flac
exit1_uncond_238,238,neutral_06,neutral_text,a melodic piece,14,2036000238,analysis_exit1/unconditional_run_20260716/audio/neutral_06/exit1_uncond_238_seed2036000238.flac
exit1_uncond_239,239,neutral_06,neutral_text,a melodic piece,15,2036000239,analysis_exit1/unconditional_run_20260716/audio/neutral_06/exit1_uncond_239_seed2036000239.flac
exit1_uncond_240,240,neutral_07,neutral_text,a studio track,0,2036000240,analysis_exit1/unconditional_run_20260716/audio/neutral_07/exit1_uncond_240_seed2036000240.flac
exit1_uncond_241,241,neutral_07,neutral_text,a studio track,1,2036000241,analysis_exit1/unconditional_run_20260716/audio/neutral_07/exit1_uncond_241_seed2036000241.flac
exit1_uncond_242,242,neutral_07,neutral_text,a studio track,2,2036000242,analysis_exit1/unconditional_run_20260716/audio/neutral_07/exit1_uncond_242_seed2036000242.flac
exit1_uncond_243,243,neutral_07,neutral_text,a studio track,3,2036000243,analysis_exit1/unconditional_run_20260716/audio/neutral_07/exit1_uncond_243_seed2036000243.flac
exit1_uncond_244,244,neutral_07,neutral_text,a studio track,4,2036000244,analysis_exit1/unconditional_run_20260716/audio/neutral_07/exit1_uncond_244_seed2036000244.flac
exit1_uncond_245,245,neutral_07,neutral_text,a studio track,5,2036000245,analysis_exit1/unconditional_run_20260716/audio/neutral_07/exit1_uncond_245_seed2036000245.flac
exit1_uncond_246,246,neutral_07,neutral_text,a studio track,6,2036000246,analysis_exit1/unconditional_run_20260716/audio/neutral_07/exit1_uncond_246_seed2036000246.flac
exit1_uncond_247,247,neutral_07,neutral_text,a studio track,7,2036000247,analysis_exit1/unconditional_run_20260716/audio/neutral_07/exit1_uncond_247_seed2036000247.flac
exit1_uncond_248,248,neutral_07,neutral_text,a studio track,8,2036000248,analysis_exit1/unconditional_run_20260716/audio/neutral_07/exit1_uncond_248_seed2036000248.flac
exit1_uncond_249,249,neutral_07,neutral_text,a studio track,9,2036000249,analysis_exit1/unconditional_run_20260716/audio/neutral_07/exit1_uncond_249_seed2036000249.flac
exit1_uncond_250,250,neutral_07,neutral_text,a studio track,10,2036000250,analysis_exit1/unconditional_run_20260716/audio/neutral_07/exit1_uncond_250_seed2036000250.flac
exit1_uncond_251,251,neutral_07,neutral_text,a studio track,11,2036000251,analysis_exit1/unconditional_run_20260716/audio/neutral_07/exit1_uncond_251_seed2036000251.flac
exit1_uncond_252,252,neutral_07,neutral_text,a studio track,12,2036000252,analysis_exit1/unconditional_run_20260716/audio/neutral_07/exit1_uncond_252_seed2036000252.flac
exit1_uncond_253,253,neutral_07,neutral_text,a studio track,13,2036000253,analysis_exit1/unconditional_run_20260716/audio/neutral_07/exit1_uncond_253_seed2036000253.flac
exit1_uncond_254,254,neutral_07,neutral_text,a studio track,14,2036000254,analysis_exit1/unconditional_run_20260716/audio/neutral_07/exit1_uncond_254_seed2036000254.flac
exit1_uncond_255,255,neutral_07,neutral_text,a studio track,15,2036000255,analysis_exit1/unconditional_run_20260716/audio/neutral_07/exit1_uncond_255_seed2036000255.flac
