group,value,rows,clean,failures,clean_rate,clean_ci_low,clean_ci_high,present_rate,median_vocal_energy_ratio
overall,all,1024,440,584,0.4296875,0.39968519301221606,0.46021539867428507,0.19140625,3.046614689625463e-06
vocal_stratum,instrumental,248,246,2,0.9919354838709677,0.9710772957978578,0.9977856720358916,0.008064516129032258,1.5548554888607407e-06
vocal_stratum,vocal,776,194,582,0.25,0.22081499418312991,0.2816480701109524,0.25,2.8536203233207426e-05
stratum,A_type_risk,640,290,350,0.453125,0.41495161205529035,0.49185776466097036,0.071875,1.9211342948547954e-06
stratum,B_balanced_vocal,64,9,55,0.140625,0.07578487006414436,0.24616508394637426,0.140625,2.4810711855544676e-06
stratum,C_lyric_bearing_en_vocal,320,141,179,0.440625,0.3872523291612747,0.49540635335511596,0.440625,0.08320124270019962
