media_sha256,audioset_human_voice_score,audioset_top_human_voice_class,windows,score_source,old_audioset_vocal_score,old_audioset_top_vocal_class,was_rescored
1ec53ccc077fefa4814fecdeecf87db4c90a385974ad5f048c6665fdea146c22,0.18363416194915771,Speech,14,v1_superset_max_is_exact_whitelist_member,0.18363416194915771,Speech,0
1f34327ef525927c7318aa845a57f722a8d306c2434819bf491f9897116f1bb1,0.21733930706977844,Speech,8,v1_superset_max_is_exact_whitelist_member,0.21733930706977844,Speech,0
202ac5385d0703425d258b8f79342d226d561f830eeb6c2efd9397e521ae43b3,0.3866710960865021,Speech,8,v1_superset_max_is_exact_whitelist_member,0.3866710960865021,Speech,0
203b8ce69551028201f1b35167c93dec288852e25fd9abf36c06f2d214a0c649,0.2612501382827759,Singing,13,v1_superset_max_is_exact_whitelist_member,0.2612501382827759,Singing,0
2073aff220ad9f542c0a6f279bd101b198f0a0f42fccb83483da3fa8777d1045,0.19118338823318481,Singing,13,v1_superset_max_is_exact_whitelist_member,0.19118338823318481,Singing,0
21092c3bea8849435c9d5ddd554943d2de25c1a98b0d24fb77a29ee208c448de,0.4771485924720764,Speech,12,v1_superset_max_is_exact_whitelist_member,0.4771485924720764,Speech,0
2199da5ba499f55e37ab1850a01ad6db948997e915cd27f1ec46ac953321e6d1,0.08389200270175934,Singing,6,v1_superset_max_is_exact_whitelist_member,0.08389200270175934,Singing,0
2238625417ac3dbc22c31ebf97e5751624019e6e284b28a09e71445c5d7de19b,0.1158687174320221,Singing,12,v1_superset_max_is_exact_whitelist_member,0.1158687174320221,Singing,0
22c025e2c749fba285564867961cbb2bb0fde468bcd32a85efdb881bc7f5a5d9,0.09008938074111938,Singing,12,v1_superset_max_is_exact_whitelist_member,0.09008938074111938,Singing,0
240df20a593415c6f5126d62de756197117509eec624ed9fdb86e7c223abad57,0.31806281208992004,Speech,12,v1_superset_max_is_exact_whitelist_member,0.31806281208992004,Speech,0
24357be13b98c62f917ec5f52a49ddfa9bcee80d7965ab6f5803359b708bfb65,0.06949860602617264,Speech,8,v1_superset_max_is_exact_whitelist_member,0.06949860602617264,Speech,0
24ce07c436292aef2a2ebae7a2366736b92b49134e880e3cb4093780ff0eb9aa,0.44483059644699097,Speech,12,v1_superset_max_is_exact_whitelist_member,0.44483059644699097,Speech,0
24e13afd71e9f24f756fdec34e7cad3582202a39170a6dcb77c8f6d31bbdc34d,0.5315774083137512,Speech,6,v1_superset_max_is_exact_whitelist_member,0.5315774083137512,Speech,0
253fd29e427fd26eed8be3f99088c42b9b6944ddd79863737ffac3cf8f16ca7a,0.17083336412906647,Singing,6,v1_superset_max_is_exact_whitelist_member,0.17083336412906647,Singing,0
25811a2bccb530bbfb1b12335c2918e6463e1d148653f8f2c4a931198acd6f61,0.14407385885715485,Singing,7,v1_superset_max_is_exact_whitelist_member,0.14407385885715485,Singing,0
260396bd88303495e5f57f8db361f406f692c40891a3bc99a8d5df497464a092,0.10425786674022675,Speech,6,v1_superset_max_is_exact_whitelist_member,0.10425786674022675,Speech,0
261e97360b4aedd636f6a0e0c3246e24e474e4d36601df83828d2092755db43a,0.15133260190486908,Singing,8,v1_superset_max_is_exact_whitelist_member,0.15133260190486908,Singing,0
264f00856d5f2fe0b81c39ff3366e98b0355f1397c2866069c33f14f0190c152,0.05670595541596413,Speech,13,v1_superset_max_is_exact_whitelist_member,0.05670595541596413,Speech,0
2664ffc19acb67ea4fdac854a760257555e566b37c1bb419f214a2389723e51a,0.2539807856082916,Speech,6,v1_superset_max_is_exact_whitelist_member,0.2539807856082916,Speech,0
26a25d7a0618f634ee4f0d56de0b3ff9b7aac419c3bc16907eb4f196e1f2e772,0.01535588689148426,Speech,6,v1_superset_max_is_exact_whitelist_member,0.01535588689148426,Speech,0
2738b7ed247f0c12e7717ba53beb28438c0c9346cbd2345d37093715f0322efc,0.5011634230613708,Speech,5,v1_superset_max_is_exact_whitelist_member,0.5011634230613708,Speech,0
27785627f70f2adf4154da880d0f07669055492c08c87051c81b6957164fddad,0.11051365733146667,Speech,13,v1_superset_max_is_exact_whitelist_member,0.11051365733146667,Speech,0
2905fdcc6cbb2f83fa1a67ffbd97f769c84e6aca035826b0e920cf09d5e0e931,0.09984926879405975,Singing,7,v1_superset_max_is_exact_whitelist_member,0.09984926879405975,Singing,0
290a69baf08237077974a99250d69d2ed0dbe6b2d0f32377be26548f49edd7f9,0.11776703596115112,Speech,12,v1_superset_max_is_exact_whitelist_member,0.11776703596115112,Speech,0
29f8113398455af4560fe11cf9ba11bc316de27e576816ea7e549f2c9bce2548,0.11511175334453583,Speech,12,v1_superset_max_is_exact_whitelist_member,0.11511175334453583,Speech,0
2ac616a63a7e04e71e30b1954f0ccbe90a92693c9bf69a51c20499bdfaea1a0a,0.1275346428155899,Singing,12,v1_superset_max_is_exact_whitelist_member,0.1275346428155899,Singing,0
2b1448b0d0bb198c30c5307e0d073b48f75853da0bcbe5c6ac8f11ef905b2c99,0.15850107371807098,Singing,8,v1_superset_max_is_exact_whitelist_member,0.15850107371807098,Singing,0
2b277caa164814cb13749e130b1a2b6faa0478575e8c364576ca27adfb665307,0.03318161144852638,Singing,6,v1_superset_max_is_exact_whitelist_member,0.03318161144852638,Singing,0
2b280b69a9a06b27f7f3cf75147e3a06b70900c453ef68fde1721ffeeb563286,0.12383509427309036,Speech,12,v1_superset_max_is_exact_whitelist_member,0.12383509427309036,Speech,0
2b78e584f1b8e64222ac487795789064d9832320549d4e3dd5f405d44ee1e9a5,0.004472670610994101,Speech,6,rescored_exact_human_voice_whitelist,0.0141132278367877,Singing bowl,1
2c1fe38434587470cc8f1f1583b2cc78f438cbe409efc02ee82c88a73210a16f,0.08467397838830948,Speech,5,v1_superset_max_is_exact_whitelist_member,0.08467397838830948,Speech,0
2c3496ec12e0061d73fc4a8d73f8d56be0b50fc3d787c0d8bdd5670e0cc28f0b,0.2622218728065491,Speech,14,v1_superset_max_is_exact_whitelist_member,0.2622218728065491,Speech,0
2d132ac1682d231f814a9ae019c1e1e8cfdfbc1a203d5c10d8bbb4c16d30e63d,0.6449877619743347,Speech,12,v1_superset_max_is_exact_whitelist_member,0.6449877619743347,Speech,0
2d8db195b052d29856ca530677552be85cdf4acfbee26149255a37b88e77ac7e,0.10258884727954865,Speech,6,v1_superset_max_is_exact_whitelist_member,0.10258884727954865,Speech,0
2dc684c27e98b6d2ebd5882ba4abcbdfaccb403c465c968f531b8a11fb86a58f,0.0513685867190361,Speech,12,v1_superset_max_is_exact_whitelist_member,0.0513685867190361,Speech,0
2deaa740ddf34cb1db57da97818ef99ef54b1888425723a467982c55c66aad38,0.17311109602451324,Speech,13,v1_superset_max_is_exact_whitelist_member,0.17311109602451324,Speech,0
2eabbe54f76ea3b133975d0ebc0042d92760528d5abffe84116a6d509701e9a1,0.17087234556674957,Speech,8,v1_superset_max_is_exact_whitelist_member,0.17087234556674957,Speech,0
2eb0e6d7be4e0f33bed6f858619e811633b4a18d0b8f9fea49f176d509017e01,0.1902891844511032,Speech,13,v1_superset_max_is_exact_whitelist_member,0.1902891844511032,Speech,0
2ebf42a0fab934bb2fe681c877c71b9635add6ffc8e214f08c3ff8855946c6c5,0.5478436350822449,Speech,7,v1_superset_max_is_exact_whitelist_member,0.5478436350822449,Speech,0
2f40bcee6b8c39a1039adace85a79434ea893b1466587140bc75e8aab75a9361,0.21703006327152252,Speech,6,v1_superset_max_is_exact_whitelist_member,0.21703006327152252,Speech,0
30170c79bf6481c4106cfddc2e7628054f4ca18aeab84eee700580733f515ef2,0.0069002555683255196,Speech,8,v1_superset_max_is_exact_whitelist_member,0.0069002555683255196,Speech,0
30f817d9eda915eb7e101dc48b3e50243b07dee4c460a0a5626de507ddd1d096,0.29231077432632446,Singing,12,v1_superset_max_is_exact_whitelist_member,0.29231077432632446,Singing,0
3128b0a691b761b9cc686babde02c5bfe85cbef22aa5da5cd0c6368f60968ef0,0.07365074008703232,Singing,7,v1_superset_max_is_exact_whitelist_member,0.07365074008703232,Singing,0
3152314765e30778c7caf2a53063656f0c6a26f1b9f64ccc5f052c1f71b85a6a,0.1011076271533966,Speech,14,v1_superset_max_is_exact_whitelist_member,0.1011076271533966,Speech,0
31c2d224637dd41ffe4fc7cece9aaab8a4fab832346d6496766624970a55d757,0.12036402523517609,Speech,6,v1_superset_max_is_exact_whitelist_member,0.12036402523517609,Speech,0
31dd4f7de704bed7ba9da4d41c0a77816357f5395689ed659c5b27dba16bdf9d,0.16582806408405304,Speech,7,v1_superset_max_is_exact_whitelist_member,0.16582806408405304,Speech,0
31f8eaaffa82db6529f526fa89ecad30a86bbc2b020f1c25a4734d21a3eb5811,0.3135097622871399,Singing,12,v1_superset_max_is_exact_whitelist_member,0.3135097622871399,Singing,0
320db01acba84a530b9f7c366b7a5ac3b5c3f21104f30eb86ffd1ec326351758,0.12093047052621841,Speech,6,v1_superset_max_is_exact_whitelist_member,0.12093047052621841,Speech,0
3210211b5248325b63e7de2cd523749bf2f9b34d67fdafbfbf4e4c1f66ceaee9,0.2917259931564331,Speech,13,v1_superset_max_is_exact_whitelist_member,0.2917259931564331,Speech,0
32463557a0938c1e3aca352f6ec494b55063372bcf48bb85330cafe3aef3eb18,0.25258898735046387,Speech,13,v1_superset_max_is_exact_whitelist_member,0.25258898735046387,Speech,0
326066cc0d78ef2d3db5e90cc89e13961a29fe2138457922c37db11daadb32df,0.11895273625850677,Speech,7,v1_superset_max_is_exact_whitelist_member,0.11895273625850677,Speech,0
337d46ad54cfe76259fa1311897b60086f7bb0d5160e31fe2ccbb5186a347862,0.17721085250377655,Singing,14,v1_superset_max_is_exact_whitelist_member,0.17721085250377655,Singing,0
339e5ed78b7cd9f5f23ddf0bfa32a6d4084f83e70efbdb5948848a66a1edcca6,0.019374080002307892,Speech,13,v1_superset_max_is_exact_whitelist_member,0.019374080002307892,Speech,0
33bc9b9557a13eea1396263285a31b792c58e655d3f0284f41b6bc5021d4f42e,0.1275118589401245,Singing,12,v1_superset_max_is_exact_whitelist_member,0.1275118589401245,Singing,0
341f23918a376c247a5c8dedeeabbeed3f0046397f080371fcfe4c2b48959fd2,0.24561581015586853,Singing,6,v1_superset_max_is_exact_whitelist_member,0.24561581015586853,Singing,0
34672fb90711b954cfdd1a0fceb281c88d7870c25d3ca3c787edd92d80f259f9,0.3419751524925232,Speech,6,v1_superset_max_is_exact_whitelist_member,0.3419751524925232,Speech,0
34797dec26ea386e253c07928aa3e430854b71c405d74aae2148b0dc8fc1d0eb,0.2600831091403961,Speech,12,v1_superset_max_is_exact_whitelist_member,0.2600831091403961,Speech,0
34fcdfb4ec9135ac936272829ff0649ee6b4172635e0cc0b98cc1d1f20a494ee,0.16769914329051971,Speech,14,v1_superset_max_is_exact_whitelist_member,0.16769914329051971,Speech,0
369836091175496dc7046c9c758e208ec366055f02a9335eac68465ad10f2455,0.27210748195648193,Speech,6,v1_superset_max_is_exact_whitelist_member,0.27210748195648193,Speech,0
36d5d7ca1ba5302513335bf15d8e355936c5205f7ed9fab0919a38a839ad4e78,0.7438100576400757,Speech,12,v1_superset_max_is_exact_whitelist_member,0.7438100576400757,Speech,0
36eb67fc6cef98964d812e0c157580e0f62e0d7dd5bd0877b9c28331d74ab2fb,0.03885621204972267,Speech,6,v1_superset_max_is_exact_whitelist_member,0.03885621204972267,Speech,0
3717b6b24f7316f920f9756da7eaa33e88864f8d00b4c76efa76d3dde9d48e67,0.1335023194551468,Speech,12,v1_superset_max_is_exact_whitelist_member,0.1335023194551468,Speech,0
382bb6bc4870ed4fd4fbc9fc7a183fb0677e1a3df9716bb9cbf6e720dd1d2544,0.08285390585660934,Singing,14,v1_superset_max_is_exact_whitelist_member,0.08285390585660934,Singing,0
387af076db1f4fca1a42e77f689b01412f950e85774af09db4cb6bb232fe5340,0.03627071902155876,Speech,6,v1_superset_max_is_exact_whitelist_member,0.03627071902155876,Speech,0
3891786077e4c8603b90975f9c742c735467321bce8d982f0b92bd3d434867ce,0.23560503125190735,Singing,8,v1_superset_max_is_exact_whitelist_member,0.23560503125190735,Singing,0
3a002f3dc718868e25737cf994460ea0381da6d243c37b92675c28fcd675c2c8,0.12406478822231293,Speech,12,v1_superset_max_is_exact_whitelist_member,0.12406478822231293,Speech,0
3ab6e7e386b6ff4f6d6f1955806424028cea44e254dbf85bb9636ba07a4f32a8,0.26188480854034424,Speech,7,v1_superset_max_is_exact_whitelist_member,0.26188480854034424,Speech,0
3abded57eadd7aab88e1345b6d4c15de9fd3dc5ef23951d72d2b86ddc6cc61ef,0.08497655391693115,Speech,6,v1_superset_max_is_exact_whitelist_member,0.08497655391693115,Speech,0
3c0ce1991e813eae2adcd749d553de83f0b4c370a294cd7afaa2cc249dc7e963,0.10292733460664749,Speech,14,v1_superset_max_is_exact_whitelist_member,0.10292733460664749,Speech,0
3d1eae958f9849c03837d3ee62f038b034223f58099ebbfafbb8737d861e99b7,0.004673783201724291,Speech,7,v1_superset_max_is_exact_whitelist_member,0.004673783201724291,Speech,0
3d6db1b7859d19cd3aa93b3e07ecbcafea26b86cd1781982e9b90560ea89a015,0.24576404690742493,Speech,13,v1_superset_max_is_exact_whitelist_member,0.24576404690742493,Speech,0
3d767d94da461b0d0634b72076cad48812ea52381071c9cdb13e0ff484f64878,0.17660635709762573,Singing,8,v1_superset_max_is_exact_whitelist_member,0.17660635709762573,Singing,0
3d82b08ee135343ed90b7604f50635565d9df32f83d28677961b0c59e72ae6e7,0.2121090441942215,Speech,13,v1_superset_max_is_exact_whitelist_member,0.2121090441942215,Speech,0
3db21cc0632b7777b43b9d4a34791e0cde22279ad2d9feb92a8d702c89e200f6,0.1676764041185379,Speech,13,v1_superset_max_is_exact_whitelist_member,0.1676764041185379,Speech,0
3e0d73ce346c042477d9914d1fbfcf06d8fb830221d29ce829f25a56141c1507,0.02340170554816723,Speech,8,v1_superset_max_is_exact_whitelist_member,0.02340170554816723,Speech,0
3e3a062c1391dec9c1921383706a134d55fae44d1e13f92fafefc3d07b8cea68,0.6233574748039246,Speech,6,v1_superset_max_is_exact_whitelist_member,0.6233574748039246,Speech,0
3f9bc3800195d3422c671f17fff1170da0fd6ee79b53111f9db2f0779ebdbc9c,0.12456145137548447,Singing,7,v1_superset_max_is_exact_whitelist_member,0.12456145137548447,Singing,0
3fa01d64083ad5817cec808d1e3a212f0060775b6e361707d14adb57f25a1300,0.06874000281095505,Singing,7,v1_superset_max_is_exact_whitelist_member,0.06874000281095505,Singing,0
402367ecbfe226cf47a59f9fd60a9129aa33685996d5d883edd95283fa00bd54,0.11544842272996902,Speech,6,v1_superset_max_is_exact_whitelist_member,0.11544842272996902,Speech,0
405d969fa1203337edf917cc2e15e33363564f8610ac356ea96e40bae0531c04,0.026056546717882156,Speech,8,v1_superset_max_is_exact_whitelist_member,0.026056546717882156,Speech,0
40eec8090937e7d065e1402a4e0bf5a4dffcd29d63cee3faa3ed5d70bbd63a61,0.6019066572189331,Speech,12,v1_superset_max_is_exact_whitelist_member,0.6019066572189331,Speech,0
4116c5ccc45f79e622b7f884980af490d0e6a0a2867b533f7514986ac1042249,0.07636511325836182,Singing,12,v1_superset_max_is_exact_whitelist_member,0.07636511325836182,Singing,0
41321f51f8659cb2a8c694ef2318e0945856191c7a18fbb35b69e7e3baffc08f,0.28987717628479004,Speech,8,v1_superset_max_is_exact_whitelist_member,0.28987717628479004,Speech,0
425b7b6aa6cad2e2c86d54edd75a720c70fa45315c12eda40928f080344b1dba,0.10899772495031357,Singing,6,v1_superset_max_is_exact_whitelist_member,0.10899772495031357,Singing,0
42741f13b51e38794cc8ba2d294626614fb0111670182e66df41ebee64d1c33c,0.041986722499132156,Choir,8,v1_superset_max_is_exact_whitelist_member,0.041986722499132156,Choir,0
429dddf8d18f4ed0c8c5d8ec8613cc17fd2d5d8324989b803548b6f0b01bff4d,0.02859495021402836,Speech,13,v1_superset_max_is_exact_whitelist_member,0.02859495021402836,Speech,0
43b055c4023181c99dda53163e0cc91b90b0145eca1a11d660afd35ba30f1a3f,0.20400144159793854,Speech,12,v1_superset_max_is_exact_whitelist_member,0.20400144159793854,Speech,0
43b2503b128d68f66094ee91b830404094bec7abb182ee27a7b7234fdccd1776,0.3315774202346802,Speech,14,v1_superset_max_is_exact_whitelist_member,0.3315774202346802,Speech,0
447968bcc17a4b32332a7b8ea21d63b4f8e62373857799b045d663b247f2ccfd,0.46697375178337097,Speech,13,v1_superset_max_is_exact_whitelist_member,0.46697375178337097,Speech,0
44997646dec650ecabfe12843e5b31fbaedf79a8497b708b69d2cbeea1d41ee2,0.18754860758781433,Choir,7,v1_superset_max_is_exact_whitelist_member,0.18754860758781433,Choir,0
44b3ae4ed380c2ae10f402ba5380d7d2c06bb2a33f7c5d88c1fdc9081f0f1902,0.1616870015859604,Speech,7,v1_superset_max_is_exact_whitelist_member,0.1616870015859604,Speech,0
44dce13947ac125222e7826d514dba2972ec384982b6857a44c27892cc4a1a55,0.293668657541275,Speech,12,v1_superset_max_is_exact_whitelist_member,0.293668657541275,Speech,0
44fdddbe26e9c2c5ca381dc6ef7796623ce2c669df72e132ff3cde569a7b89a4,0.11566504091024399,Female singing,14,v1_superset_max_is_exact_whitelist_member,0.11566504091024399,Female singing,0
4501fd54f7751e2d444791bb76ca7c5de9c8431cfe8a30a7000f515183cce0ee,0.41105765104293823,Speech,6,v1_superset_max_is_exact_whitelist_member,0.41105765104293823,Speech,0
4586978f37fe59081795e87345985c9ebc69f53863913da3e5fa23aa61d274d9,0.5868770480155945,Speech,12,v1_superset_max_is_exact_whitelist_member,0.5868770480155945,Speech,0
45aa013bb09584078e0c866d93b5e8bf406fe801b7041f75f6fa37df6b58b829,0.214881032705307,Speech,13,v1_superset_max_is_exact_whitelist_member,0.214881032705307,Speech,0
45b4c2947ff02361d42373c493ddd39b008d0b73edc9dd685f59387cb8a25caa,0.11540854722261429,Speech,12,v1_superset_max_is_exact_whitelist_member,0.11540854722261429,Speech,0
465c4a9d6c98959ab018dcdab7c2fe4b099d3e95205d2ff85211f87cdee76875,0.08704991638660431,Speech,6,v1_superset_max_is_exact_whitelist_member,0.08704991638660431,Speech,0
466c9938eef8ecd1019c60971ecddd70de0b5c790ebcbe7667a7c7d81101b107,0.8138759732246399,Speech,12,v1_superset_max_is_exact_whitelist_member,0.8138759732246399,Speech,0
467e09213b1963fa98ae97cfb2acd8cbe9470d5abc2a61c0f19f052b60c9d87c,0.11321073770523071,Speech,12,v1_superset_max_is_exact_whitelist_member,0.11321073770523071,Speech,0
46b6b998148f8aeae9737e37e6aa44ee7802d7e49399b98ab1acc16b7d0e66ef,0.23564614355564117,Speech,12,v1_superset_max_is_exact_whitelist_member,0.23564614355564117,Speech,0
46f7966430cad85c0b36d5e9a7787d854d9a0a3258a3cd9e73e1d5bdbe333cd7,0.20639833807945251,Speech,14,v1_superset_max_is_exact_whitelist_member,0.20639833807945251,Speech,0
471ca89e77a06ba1c9a2b0c829d2061f687c581f038a3fa48c82a682ad3ab982,0.25000351667404175,Speech,8,v1_superset_max_is_exact_whitelist_member,0.25000351667404175,Speech,0
4756d9a863aaf719e78eae973226dedbbaf3ce29aa1c6f4218567c62e9c2674f,0.46404150128364563,Speech,7,v1_superset_max_is_exact_whitelist_member,0.46404150128364563,Speech,0
47767486db4916311d26220745dd4c409e2c9845c23fe9b2ad3fb863479b5676,0.3013561964035034,Speech,12,v1_superset_max_is_exact_whitelist_member,0.3013561964035034,Speech,0
47ad435d74ce1ff076040172ce66bfe4152f857508ef8245a50cb5a148a79984,0.012283626943826675,Speech,7,v1_superset_max_is_exact_whitelist_member,0.012283626943826675,Speech,0
481eb70b7fa3ef6bc2c8f27e1d7484ee2ece014c61092117d62d94246c76fa05,0.06334852427244186,Speech,12,v1_superset_max_is_exact_whitelist_member,0.06334852427244186,Speech,0
4843a6abef2967049b864042f8cf3fb25c10786239bdd24eb46ed05b97869a1a,0.8506156206130981,Speech,14,v1_superset_max_is_exact_whitelist_member,0.8506156206130981,Speech,0
4855c0bdd09c994fc3db805578997b9821d6b30313dc0f32e2cf090c9d9f5249,0.30099087953567505,Rapping,13,v1_superset_max_is_exact_whitelist_member,0.30099087953567505,Rapping,0
485882cd006575ba0cee5b9a4f6d44d62bd7801e9888f23a1993009de26aab5b,0.4552997946739197,Speech,12,v1_superset_max_is_exact_whitelist_member,0.4552997946739197,Speech,0
48939e248e7f87047707f1af6e1308ef3a5518966f75d4b1c5fe00bb4f602a5b,0.20518144965171814,Speech,6,v1_superset_max_is_exact_whitelist_member,0.20518144965171814,Speech,0
497c7af0d7e6eeb02bb42719e8652a42827afb0ec84eeeeeb1ba102cae642f3a,0.10334784537553787,Speech,12,v1_superset_max_is_exact_whitelist_member,0.10334784537553787,Speech,0
498440a854fc367c9c4aa460f0e4fc017b7c5d9d93e1edd217f82b9cb3d1492f,0.37910759449005127,Speech,8,v1_superset_max_is_exact_whitelist_member,0.37910759449005127,Speech,0
4b104b3443ec1d81378065ca3926591117206892acfeeb9f7d476924aef000ea,0.1807328760623932,Speech,6,v1_superset_max_is_exact_whitelist_member,0.1807328760623932,Speech,0
4b7e181e337d6d10daefb17977c759a69b20b732847769d30e24d807f5cb2956,0.12721724808216095,Speech,7,v1_superset_max_is_exact_whitelist_member,0.12721724808216095,Speech,0
4bcb1348929f937ea9839b74f938a7ae45bc92aa9565098565a6d1208e2616da,0.08715486526489258,Singing,8,v1_superset_max_is_exact_whitelist_member,0.08715486526489258,Singing,0
4c458237d63c6c918a20657006ede8c07fccdd72d75172306052ebfa7096dd64,0.5301167964935303,Speech,8,v1_superset_max_is_exact_whitelist_member,0.5301167964935303,Speech,0
4c79e7b982b2c19173a107476dfe515a6923252879b6d7cdbaaecf4662a64aed,0.1240256056189537,Speech,14,v1_superset_max_is_exact_whitelist_member,0.1240256056189537,Speech,0
4d0b1fd153d2fc383e33f092476454f43d5d06c2eaf9a16fa8ffb72891e25dc9,0.33716443181037903,Speech,14,v1_superset_max_is_exact_whitelist_member,0.33716443181037903,Speech,0
4d47d32060cad1b6337c8fff1264fd21ded56f82eaf1bf5b5ebeb218b8928148,0.18387137353420258,Speech,13,v1_superset_max_is_exact_whitelist_member,0.18387137353420258,Speech,0
4e0667d8756bf6d1b3285e940fb64410e3ac0e5ec40a0caee458d0719d69cd8b,0.23579920828342438,Speech,14,v1_superset_max_is_exact_whitelist_member,0.23579920828342438,Speech,0
4e6032f521387122bb069c596ac7d321a8c1597f534e69cf19950a13a38e6661,0.05713112652301788,Speech,7,v1_superset_max_is_exact_whitelist_member,0.05713112652301788,Speech,0
4f390bbe8b2546f38f1bb0bbe2ccab87e775a5cda54a261c9f2b25d81b6ceb8a,0.0867314264178276,Speech,12,v1_superset_max_is_exact_whitelist_member,0.0867314264178276,Speech,0
4fca20c07654031c5d646c41cf099f9fad5927b6027f1234fe989a60c30a3dd7,0.4889993667602539,Speech,7,v1_superset_max_is_exact_whitelist_member,0.4889993667602539,Speech,0
5027e9e580ab8d232bc4bef7c6af65e8a9741c7005d5357d311d386a0e6e3033,0.299238920211792,Speech,13,v1_superset_max_is_exact_whitelist_member,0.299238920211792,Speech,0
5049671292ada30f2360357dde7a8e14545907bbb6d1da56c15af1f2f6bae0a4,0.4153555929660797,Speech,8,v1_superset_max_is_exact_whitelist_member,0.4153555929660797,Speech,0
50cb92ad8c538f1507983b014555440f096ae50d4acefe95b887fd2076c21cd1,0.0312824547290802,Speech,12,v1_superset_max_is_exact_whitelist_member,0.0312824547290802,Speech,0
50eaa8d725b5d5a89a4bfceb2e3959f2a654edfc01c2524f8c78b7c5878cb621,0.08723317086696625,Singing,6,v1_superset_max_is_exact_whitelist_member,0.08723317086696625,Singing,0
5117199c8f06d54fc04ed25a828817b074ac9a39295412f698f41e63a2955224,0.12792080640792847,Singing,8,v1_superset_max_is_exact_whitelist_member,0.12792080640792847,Singing,0
511947590f0452e62d4ad778df5af4590df9d0d91141647ffbe8389d01ead668,0.25047582387924194,Speech,7,v1_superset_max_is_exact_whitelist_member,0.25047582387924194,Speech,0
514c7a03f7b321d9d8c5657cfb58c6312a2e63da2ad67e5039ffb952439cbf40,0.012400301173329353,Speech,5,v1_superset_max_is_exact_whitelist_member,0.012400301173329353,Speech,0
5245be4438f7f30f4954a90c0a7e1bcb88bea9478d8a644bfca897bc581a9dfe,0.24590758979320526,Singing,6,v1_superset_max_is_exact_whitelist_member,0.24590758979320526,Singing,0
526a9b8268cb77317bf81813a6c868639ee4030bd5519bdbd41df47111ff9088,0.04510931298136711,Singing,6,v1_superset_max_is_exact_whitelist_member,0.04510931298136711,Singing,0
52859c85cea947df16683b45721d032e7301776454a1294466e23adb010ec61e,0.15236276388168335,Speech,14,v1_superset_max_is_exact_whitelist_member,0.15236276388168335,Speech,0
52c85995932630b024a8ec48d9ce8b703a45697d854ac9cd93868265d2fda9e0,0.1269865334033966,Speech,6,v1_superset_max_is_exact_whitelist_member,0.1269865334033966,Speech,0
52c9fc8d3e6f2eb18619783758294782d519221968002017a7663231ef1e16d5,0.29893845319747925,Speech,13,v1_superset_max_is_exact_whitelist_member,0.29893845319747925,Speech,0
52f3ee7cf0eaca816a40d7a810facac9243d1035eaeb344b6321a1034dee5ebc,0.8153135776519775,Speech,8,v1_superset_max_is_exact_whitelist_member,0.8153135776519775,Speech,0
53145c485e236f00caeeb8aaf043360e6ebb796a88ed84526da2feb534edf1b7,0.12264755368232727,Speech,6,v1_superset_max_is_exact_whitelist_member,0.12264755368232727,Speech,0
536f53733d4bd72473286592810acddf9acd56ce8b0671928050af8d8c655749,0.5928809642791748,Speech,13,v1_superset_max_is_exact_whitelist_member,0.5928809642791748,Speech,0
538de4deda24e0ea4e3b8811f634d70912622bd7232c95bab2f5b1ce74d59627,0.09405654668807983,Singing,7,v1_superset_max_is_exact_whitelist_member,0.09405654668807983,Singing,0
5460224cc1be67572e3c591001bb2eac778afa3434a7f53b372fffc344bb09e6,0.0934123769402504,Speech,6,v1_superset_max_is_exact_whitelist_member,0.0934123769402504,Speech,0
54667c22045e0bcacff0cb7cfe77b71a9b1a1d8c455f4294b42d84f0920b06ae,0.09888672083616257,Singing,14,v1_superset_max_is_exact_whitelist_member,0.09888672083616257,Singing,0
548d2788820419a83882081588850000ea03f710168d455a4694f5f7465c834b,0.12941646575927734,Speech,14,v1_superset_max_is_exact_whitelist_member,0.12941646575927734,Speech,0
54c02ad19c252467a63e72d40bf74c4db70482ead67993d0f7be31ca3bcccbd6,0.14746259152889252,Singing,7,v1_superset_max_is_exact_whitelist_member,0.14746259152889252,Singing,0
54e688377780b17a19438c78a2944abc5aa935aac58e501cfdb583672bd16368,0.08372527360916138,Singing,6,v1_superset_max_is_exact_whitelist_member,0.08372527360916138,Singing,0
54eb80f3e1225cca58c823e3df9e9eefa84ecaa8874b81e73d3bce526df3938f,0.20343215763568878,Speech,6,v1_superset_max_is_exact_whitelist_member,0.20343215763568878,Speech,0
54fbf6a2d4d8a0f6f9ddcc7b08a6d95cff41e4ae015a1226d2cec4bd580df128,0.15993505716323853,Singing,14,v1_superset_max_is_exact_whitelist_member,0.15993505716323853,Singing,0
5539b3b22c7d3004cf2b10d27138c1549108c18fbbc10d992a1810a81d18b853,0.2506539225578308,Speech,12,v1_superset_max_is_exact_whitelist_member,0.2506539225578308,Speech,0
55915924ce1b2850e33634bf7d46f2ab9fff03ec9eded9c82b0d89e8ac89d2c8,0.4782131314277649,Rapping,6,v1_superset_max_is_exact_whitelist_member,0.4782131314277649,Rapping,0
55a71c5de5a21d7ca9b41a19ac2fcb2b820f2830b28623430d288798187706a0,0.19388450682163239,Speech,14,v1_superset_max_is_exact_whitelist_member,0.19388450682163239,Speech,0
