bundle_rating_id,scorer_rating_id,bundle_name,identity_bundle_name,position,shuffle_seed,nonce_sha256,media_sha256,request_mode
r_3058593a6c70ba117428,bprime_0045_d9210ea5dafe,t3_bprime_primary_v2,t3_bprime_primary,41,20260711,b222a93d8bf8473e6d0a7a9f398e848c6c8b162adcc903240667c168b1763f6f,caf4de82ceb30f5424ac175df0d40aa159e226d8b588bbc8e398802e8813fc53;45a3cd1c60415ba3d23b8255ed30cc99aa34c705d6742e43a0611ba018fb6530,vocal
r_1288fa90f805adc53d2b,bprime_0066_1001d78cdf10,t3_bprime_primary_v2,t3_bprime_primary,42,20260711,b222a93d8bf8473e6d0a7a9f398e848c6c8b162adcc903240667c168b1763f6f,0e961c56b3896595bcda676c6d4a3882de95e8b2f30726a314fc21923b511213;0e961c56b3896595bcda676c6d4a3882de95e8b2f30726a314fc21923b511213,instrumental
r_1ecf15557a9130423b34,bprime_0023_665b5c28a789,t3_bprime_primary_v2,t3_bprime_primary,43,20260711,b222a93d8bf8473e6d0a7a9f398e848c6c8b162adcc903240667c168b1763f6f,58a631718d8809ac7f9109acddd87cd53ce77868a8a3af67d921258d050fd2ab;58a631718d8809ac7f9109acddd87cd53ce77868a8a3af67d921258d050fd2ab,instrumental
r_cb593be786402a31adee,bprime_0022_fb83421cd0ab,t3_bprime_primary_v2,t3_bprime_primary,44,20260711,b222a93d8bf8473e6d0a7a9f398e848c6c8b162adcc903240667c168b1763f6f,f31fbc0d08cee5f503ef776735cb8c7edf1bb7c84c5eb34841d561ccb7d2d6b6;c2e1ead4ff6226e09fd86eec416cca732001f7b403d3c287c2e0d659040b78fe,instrumental
r_9cadf0c39fda46ca7b45,bprime_0015_d2e03312b1ed,t3_bprime_primary_v2,t3_bprime_primary,45,20260711,b222a93d8bf8473e6d0a7a9f398e848c6c8b162adcc903240667c168b1763f6f,30eed6c31c84a0ad6a5f422ae041371e0aca522b5bd7470f4ee9e0d239e93cca;eae37337bd36fc424a24af91c73b31c2fa927f699db55ee6bf6296961b363ff3,vocal
r_61331e8cd9909523aad4,bprime_0076_93bf5c834d41,t3_bprime_primary_v2,t3_bprime_primary,46,20260711,b222a93d8bf8473e6d0a7a9f398e848c6c8b162adcc903240667c168b1763f6f,d4cabe4fcd46e2c5e1b24b621458668a79ae78b9d5870d340a42696b29a3a044;1ad6389ac572af4da73126f9d798ba1e5c3f0db69dfc1795540a58a36c293fa6,vocal
r_1fe9f0499386ee09204d,bprime_0006_ec63ed142f06,t3_bprime_primary_v2,t3_bprime_primary,47,20260711,b222a93d8bf8473e6d0a7a9f398e848c6c8b162adcc903240667c168b1763f6f,8a01bb8eb7ec2eec190c037e5c38a5e44d99b57014451ddd28ca0ee22afc863c;007af0a987cd8e194a2200c1ee78da81a3aa7c4b8bd6a38903089527f4ee2aa4,vocal
r_18c0df05601647c7c44b,bprime_0042_596bd045a00d,t3_bprime_primary_v2,t3_bprime_primary,48,20260711,b222a93d8bf8473e6d0a7a9f398e848c6c8b162adcc903240667c168b1763f6f,1ce97d52e6122449784164a8c27f561eee658b14547fb789c608572e19b69557;1ce97d52e6122449784164a8c27f561eee658b14547fb789c608572e19b69557,vocal
r_bfd1363c6e7fb8d07183,bprime_0043_51ed2b7f679a,t3_bprime_primary_v2,t3_bprime_primary,49,20260711,b222a93d8bf8473e6d0a7a9f398e848c6c8b162adcc903240667c168b1763f6f,fe6da857ea059bb3738a2b16d1d8df6e3f5e616b41b918d0b359b1caa0179ff3;83e01098c8be4c218eb8e3e33fe1357b3e7205d44fddf1780cb266caaeec3350,vocal
r_1e22aa285a7807629e54,bprime_0019_c3c7bcf0e2f6,t3_bprime_primary_v2,t3_bprime_primary,50,20260711,b222a93d8bf8473e6d0a7a9f398e848c6c8b162adcc903240667c168b1763f6f,2850d215cc7c9384b9eb073f023792b79e0d59a2faf05291cd3cfd46c73a7a68;2850d215cc7c9384b9eb073f023792b79e0d59a2faf05291cd3cfd46c73a7a68,vocal
r_5571c7c7b44523637c19,bprime_0051_c574aa58fc15,t3_bprime_primary_v2,t3_bprime_primary,51,20260711,b222a93d8bf8473e6d0a7a9f398e848c6c8b162adcc903240667c168b1763f6f,779150dd79af80172afe3194dbd872cbc04fe7a767248cb38dbc2611f060fd16;779150dd79af80172afe3194dbd872cbc04fe7a767248cb38dbc2611f060fd16,instrumental
r_b25eee7965cc234cb75a,bprime_0067_61c4ab632453,t3_bprime_primary_v2,t3_bprime_primary,52,20260711,b222a93d8bf8473e6d0a7a9f398e848c6c8b162adcc903240667c168b1763f6f,dec9c32acd1160dbbed77fa53bcc7a0d2bf38bad04e09f86f7b19c05981f7227;dec9c32acd1160dbbed77fa53bcc7a0d2bf38bad04e09f86f7b19c05981f7227,vocal
r_8cba9eb089d0f735a20c,bprime_0070_35933a9f3c05,t3_bprime_primary_v2,t3_bprime_primary,53,20260711,b222a93d8bf8473e6d0a7a9f398e848c6c8b162adcc903240667c168b1763f6f,87be395147d89957c8bbaa7db5e8c30258e931feb8e2c1c268cffe9303622c5d;87be395147d89957c8bbaa7db5e8c30258e931feb8e2c1c268cffe9303622c5d,instrumental
r_a9f20ec0c15b2b0721be,bprime_0001_f82a1606adfa,t3_bprime_primary_v2,t3_bprime_primary,54,20260711,b222a93d8bf8473e6d0a7a9f398e848c6c8b162adcc903240667c168b1763f6f,1ad6389ac572af4da73126f9d798ba1e5c3f0db69dfc1795540a58a36c293fa6;7caf5427cf119c8d1adef2ecc22e895b6af79dc554188ebfab5bb9d1b434f8a4,vocal
r_45478f193197929eff4e,bprime_0028_32dc85efc572,t3_bprime_primary_v2,t3_bprime_primary,55,20260711,b222a93d8bf8473e6d0a7a9f398e848c6c8b162adcc903240667c168b1763f6f,3ef4acfb3003426cfc7768257eb4733207d74e9c1459d6b054027f7f7a4a19c0;3ef4acfb3003426cfc7768257eb4733207d74e9c1459d6b054027f7f7a4a19c0,instrumental
r_278e01d4f6e7bbea842b,bprime_0071_f8de9de71a48,t3_bprime_primary_v2,t3_bprime_primary,56,20260711,b222a93d8bf8473e6d0a7a9f398e848c6c8b162adcc903240667c168b1763f6f,96e45f204d4024a1b56ad742ca362afc3f8f15c6db4135b4c6718c5230d4335c;96e45f204d4024a1b56ad742ca362afc3f8f15c6db4135b4c6718c5230d4335c,vocal
r_1ca27cda17fb87e24d39,bprime_0013_37cc933fa66b,t3_bprime_primary_v2,t3_bprime_primary,57,20260711,b222a93d8bf8473e6d0a7a9f398e848c6c8b162adcc903240667c168b1763f6f,d75a9cfc3948927a0310eeb2942d0f5dc2e5d9f3d1ef691a53b36c2df6c85bef;1dfc58b37a3413faa2085d58ccc14f830a319ce7309450918c033775ee8b3629,vocal
r_12c7b74bd1e24a8486fd,bprime_0031_f4520c325327,t3_bprime_primary_v2,t3_bprime_primary,58,20260711,b222a93d8bf8473e6d0a7a9f398e848c6c8b162adcc903240667c168b1763f6f,7fc58e0deb297ed02a6675ee3736802b50ca3fa33adf91a94f575797b1e802e8;9bdb8e5e4462c96d1bf77d43ed975b49047042ff77533d98cfa5baf7382d51d2,instrumental
r_587c0eac362fb416e8ef,bprime_0069_a61aeaa619dd,t3_bprime_primary_v2,t3_bprime_primary,59,20260711,b222a93d8bf8473e6d0a7a9f398e848c6c8b162adcc903240667c168b1763f6f,5e87328eb9642c2799bfa42f9bf02ac92085241787f272d2391ee8b613483b08;5e87328eb9642c2799bfa42f9bf02ac92085241787f272d2391ee8b613483b08,vocal
r_37920c12364e171c896c,bprime_0016_00ce27d13797,t3_bprime_primary_v2,t3_bprime_primary,60,20260711,b222a93d8bf8473e6d0a7a9f398e848c6c8b162adcc903240667c168b1763f6f,d67af389acf885e4dc0cae988775e70c5c4cdf53a7109a8d5633d32b6463a6c1;d67af389acf885e4dc0cae988775e70c5c4cdf53a7109a8d5633d32b6463a6c1,vocal
r_c387d55e41444235043e,bprime_0030_976f0bcad2e5,t3_bprime_primary_v2,t3_bprime_primary,61,20260711,b222a93d8bf8473e6d0a7a9f398e848c6c8b162adcc903240667c168b1763f6f,614b88601495b7968719dccd5c86717577a4aaa2fb99239e1ab321b51729a5a1;614b88601495b7968719dccd5c86717577a4aaa2fb99239e1ab321b51729a5a1,instrumental
