metric,clean_rate,expected_draws_to_first_clean,clean_yield_per_100_draws,ci95_lo,ci95_hi
Baseline vocal-hard,0.08812,11.348161597821152,8.812000000000001,0.08234535355072849,0.0942588694751015
Baseline instrumental-hard,0.359115,2.7846233100817286,35.911500000000004,0.3484579048798816,0.3699121354395336
vocal_guidance,0.78125,1.28,78.125,0.7557190723228835,0.8048017944402075
vocal_hints,0.09375,10.666666666666666,9.375,0.07783075179105106,0.11252799621781764
vocal_both,0.7794117647058824,1.2830188679245282,77.94117647058823,0.753813794988185,0.803043536698023
instr_text,0.3260416666666667,3.0670926517571884,32.604166666666664,0.29713271420904264,0.3563373165511985
instr_sampler,0.34479166666666666,2.900302114803625,34.479166666666664,0.3153969938494549,0.3754235725174668
instr_both,0.3770833333333333,2.6519337016574585,37.708333333333336,0.34697175642454364,0.40817473237610574
N2 selected held-out mean,0.533447265625,1.8745995423340962,53.3447265625,0.5258012159932489,0.5410776339951474
