cohort,request_direction,prompt_violation_rate,ecdf,prompt_count,instrument_status
batch3_release_keep_1342,instrumental_request,0.0,0.011764705882352941,85,CANDIDATE_SENSITIVITY_ONLY_NOT_PROMOTED
batch3_release_keep_1342,instrumental_request,0.0,0.023529411764705882,85,CANDIDATE_SENSITIVITY_ONLY_NOT_PROMOTED
batch3_release_keep_1342,instrumental_request,0.0,0.03529411764705882,85,CANDIDATE_SENSITIVITY_ONLY_NOT_PROMOTED
batch3_release_keep_1342,instrumental_request,0.0,0.047058823529411764,85,CANDIDATE_SENSITIVITY_ONLY_NOT_PROMOTED
batch3_release_keep_1342,instrumental_request,0.0,0.058823529411764705,85,CANDIDATE_SENSITIVITY_ONLY_NOT_PROMOTED
batch3_release_keep_1342,instrumental_request,0.0,0.07058823529411765,85,CANDIDATE_SENSITIVITY_ONLY_NOT_PROMOTED
batch3_release_keep_1342,instrumental_request,0.0,0.08235294117647059,85,CANDIDATE_SENSITIVITY_ONLY_NOT_PROMOTED
batch3_release_keep_1342,instrumental_request,0.0,0.09411764705882353,85,CANDIDATE_SENSITIVITY_ONLY_NOT_PROMOTED
batch3_release_keep_1342,instrumental_request,0.0,0.10588235294117647,85,CANDIDATE_SENSITIVITY_ONLY_NOT_PROMOTED
batch3_release_keep_1342,instrumental_request,0.0,0.11764705882352941,85,CANDIDATE_SENSITIVITY_ONLY_NOT_PROMOTED
batch3_release_keep_1342,instrumental_request,0.0,0.12941176470588237,85,CANDIDATE_SENSITIVITY_ONLY_NOT_PROMOTED
batch3_release_keep_1342,instrumental_request,0.0,0.1411764705882353,85,CANDIDATE_SENSITIVITY_ONLY_NOT_PROMOTED
batch3_release_keep_1342,instrumental_request,0.0,0.15294117647058825,85,CANDIDATE_SENSITIVITY_ONLY_NOT_PROMOTED
batch3_release_keep_1342,instrumental_request,0.0,0.16470588235294117,85,CANDIDATE_SENSITIVITY_ONLY_NOT_PROMOTED
batch3_release_keep_1342,instrumental_request,0.0,0.17647058823529413,85,CANDIDATE_SENSITIVITY_ONLY_NOT_PROMOTED
batch3_release_keep_1342,instrumental_request,0.0,0.18823529411764706,85,CANDIDATE_SENSITIVITY_ONLY_NOT_PROMOTED
batch3_release_keep_1342,instrumental_request,0.0,0.2,85,CANDIDATE_SENSITIVITY_ONLY_NOT_PROMOTED
batch3_release_keep_1342,instrumental_request,0.0,0.21176470588235294,85,CANDIDATE_SENSITIVITY_ONLY_NOT_PROMOTED
batch3_release_keep_1342,instrumental_request,0.0,0.2235294117647059,85,CANDIDATE_SENSITIVITY_ONLY_NOT_PROMOTED
batch3_release_keep_1342,instrumental_request,0.0,0.23529411764705882,85,CANDIDATE_SENSITIVITY_ONLY_NOT_PROMOTED
batch3_release_keep_1342,instrumental_request,0.0,0.24705882352941178,85,CANDIDATE_SENSITIVITY_ONLY_NOT_PROMOTED
batch3_release_keep_1342,instrumental_request,0.0,0.25882352941176473,85,CANDIDATE_SENSITIVITY_ONLY_NOT_PROMOTED
batch3_release_keep_1342,instrumental_request,0.0,0.27058823529411763,85,CANDIDATE_SENSITIVITY_ONLY_NOT_PROMOTED
batch3_release_keep_1342,instrumental_request,0.0,0.2823529411764706,85,CANDIDATE_SENSITIVITY_ONLY_NOT_PROMOTED
batch3_release_keep_1342,instrumental_request,0.0,0.29411764705882354,85,CANDIDATE_SENSITIVITY_ONLY_NOT_PROMOTED
batch3_release_keep_1342,instrumental_request,0.0,0.3058823529411765,85,CANDIDATE_SENSITIVITY_ONLY_NOT_PROMOTED
batch3_release_keep_1342,instrumental_request,0.0,0.3176470588235294,85,CANDIDATE_SENSITIVITY_ONLY_NOT_PROMOTED
batch3_release_keep_1342,instrumental_request,0.0,0.32941176470588235,85,CANDIDATE_SENSITIVITY_ONLY_NOT_PROMOTED
batch3_release_keep_1342,instrumental_request,0.0,0.3411764705882353,85,CANDIDATE_SENSITIVITY_ONLY_NOT_PROMOTED
batch3_release_keep_1342,instrumental_request,0.0,0.35294117647058826,85,CANDIDATE_SENSITIVITY_ONLY_NOT_PROMOTED
batch3_release_keep_1342,instrumental_request,0.0,0.36470588235294116,85,CANDIDATE_SENSITIVITY_ONLY_NOT_PROMOTED
batch3_release_keep_1342,instrumental_request,0.0,0.3764705882352941,85,CANDIDATE_SENSITIVITY_ONLY_NOT_PROMOTED
batch3_release_keep_1342,instrumental_request,0.0,0.38823529411764707,85,CANDIDATE_SENSITIVITY_ONLY_NOT_PROMOTED
batch3_release_keep_1342,instrumental_request,0.0,0.4,85,CANDIDATE_SENSITIVITY_ONLY_NOT_PROMOTED
batch3_release_keep_1342,instrumental_request,0.0,0.4117647058823529,85,CANDIDATE_SENSITIVITY_ONLY_NOT_PROMOTED
batch3_release_keep_1342,instrumental_request,0.0,0.4235294117647059,85,CANDIDATE_SENSITIVITY_ONLY_NOT_PROMOTED
batch3_release_keep_1342,instrumental_request,0.16666666666666666,0.43529411764705883,85,CANDIDATE_SENSITIVITY_ONLY_NOT_PROMOTED
batch3_release_keep_1342,instrumental_request,0.2,0.4470588235294118,85,CANDIDATE_SENSITIVITY_ONLY_NOT_PROMOTED
batch3_release_keep_1342,instrumental_request,0.25,0.4588235294117647,85,CANDIDATE_SENSITIVITY_ONLY_NOT_PROMOTED
batch3_release_keep_1342,instrumental_request,0.3333333333333333,0.47058823529411764,85,CANDIDATE_SENSITIVITY_ONLY_NOT_PROMOTED
batch3_release_keep_1342,instrumental_request,0.5,0.4823529411764706,85,CANDIDATE_SENSITIVITY_ONLY_NOT_PROMOTED
batch3_release_keep_1342,instrumental_request,0.5,0.49411764705882355,85,CANDIDATE_SENSITIVITY_ONLY_NOT_PROMOTED
batch3_release_keep_1342,instrumental_request,0.5,0.5058823529411764,85,CANDIDATE_SENSITIVITY_ONLY_NOT_PROMOTED
batch3_release_keep_1342,instrumental_request,0.5,0.5176470588235295,85,CANDIDATE_SENSITIVITY_ONLY_NOT_PROMOTED
batch3_release_keep_1342,instrumental_request,0.5,0.5294117647058824,85,CANDIDATE_SENSITIVITY_ONLY_NOT_PROMOTED
batch3_release_keep_1342,instrumental_request,0.5454545454545454,0.5411764705882353,85,CANDIDATE_SENSITIVITY_ONLY_NOT_PROMOTED
batch3_release_keep_1342,instrumental_request,0.5714285714285714,0.5529411764705883,85,CANDIDATE_SENSITIVITY_ONLY_NOT_PROMOTED
batch3_release_keep_1342,instrumental_request,0.5714285714285714,0.5647058823529412,85,CANDIDATE_SENSITIVITY_ONLY_NOT_PROMOTED
batch3_release_keep_1342,instrumental_request,0.6,0.5764705882352941,85,CANDIDATE_SENSITIVITY_ONLY_NOT_PROMOTED
batch3_release_keep_1342,instrumental_request,0.6666666666666666,0.5882352941176471,85,CANDIDATE_SENSITIVITY_ONLY_NOT_PROMOTED
batch3_release_keep_1342,instrumental_request,0.6842105263157895,0.6,85,CANDIDATE_SENSITIVITY_ONLY_NOT_PROMOTED
batch3_release_keep_1342,instrumental_request,0.7222222222222222,0.611764705882353,85,CANDIDATE_SENSITIVITY_ONLY_NOT_PROMOTED
batch3_release_keep_1342,instrumental_request,0.75,0.6235294117647059,85,CANDIDATE_SENSITIVITY_ONLY_NOT_PROMOTED
batch3_release_keep_1342,instrumental_request,0.7777777777777778,0.6352941176470588,85,CANDIDATE_SENSITIVITY_ONLY_NOT_PROMOTED
batch3_release_keep_1342,instrumental_request,0.7777777777777778,0.6470588235294118,85,CANDIDATE_SENSITIVITY_ONLY_NOT_PROMOTED
batch3_release_keep_1342,instrumental_request,0.7857142857142857,0.6588235294117647,85,CANDIDATE_SENSITIVITY_ONLY_NOT_PROMOTED
batch3_release_keep_1342,instrumental_request,0.8,0.6705882352941176,85,CANDIDATE_SENSITIVITY_ONLY_NOT_PROMOTED
batch3_release_keep_1342,instrumental_request,0.8235294117647058,0.6823529411764706,85,CANDIDATE_SENSITIVITY_ONLY_NOT_PROMOTED
batch3_release_keep_1342,instrumental_request,0.8461538461538461,0.6941176470588235,85,CANDIDATE_SENSITIVITY_ONLY_NOT_PROMOTED
batch3_release_keep_1342,instrumental_request,0.8461538461538461,0.7058823529411765,85,CANDIDATE_SENSITIVITY_ONLY_NOT_PROMOTED
batch3_release_keep_1342,instrumental_request,0.8571428571428571,0.7176470588235294,85,CANDIDATE_SENSITIVITY_ONLY_NOT_PROMOTED
batch3_release_keep_1342,instrumental_request,0.8666666666666667,0.7294117647058823,85,CANDIDATE_SENSITIVITY_ONLY_NOT_PROMOTED
batch3_release_keep_1342,instrumental_request,0.8666666666666667,0.7411764705882353,85,CANDIDATE_SENSITIVITY_ONLY_NOT_PROMOTED
batch3_release_keep_1342,instrumental_request,0.9,0.7529411764705882,85,CANDIDATE_SENSITIVITY_ONLY_NOT_PROMOTED
batch3_release_keep_1342,instrumental_request,0.95,0.7647058823529411,85,CANDIDATE_SENSITIVITY_ONLY_NOT_PROMOTED
batch3_release_keep_1342,instrumental_request,1.0,0.7764705882352941,85,CANDIDATE_SENSITIVITY_ONLY_NOT_PROMOTED
batch3_release_keep_1342,instrumental_request,1.0,0.788235294117647,85,CANDIDATE_SENSITIVITY_ONLY_NOT_PROMOTED
batch3_release_keep_1342,instrumental_request,1.0,0.8,85,CANDIDATE_SENSITIVITY_ONLY_NOT_PROMOTED
batch3_release_keep_1342,instrumental_request,1.0,0.8117647058823529,85,CANDIDATE_SENSITIVITY_ONLY_NOT_PROMOTED
batch3_release_keep_1342,instrumental_request,1.0,0.8235294117647058,85,CANDIDATE_SENSITIVITY_ONLY_NOT_PROMOTED
batch3_release_keep_1342,instrumental_request,1.0,0.8352941176470589,85,CANDIDATE_SENSITIVITY_ONLY_NOT_PROMOTED
batch3_release_keep_1342,instrumental_request,1.0,0.8470588235294118,85,CANDIDATE_SENSITIVITY_ONLY_NOT_PROMOTED
batch3_release_keep_1342,instrumental_request,1.0,0.8588235294117647,85,CANDIDATE_SENSITIVITY_ONLY_NOT_PROMOTED
batch3_release_keep_1342,instrumental_request,1.0,0.8705882352941177,85,CANDIDATE_SENSITIVITY_ONLY_NOT_PROMOTED
batch3_release_keep_1342,instrumental_request,1.0,0.8823529411764706,85,CANDIDATE_SENSITIVITY_ONLY_NOT_PROMOTED
batch3_release_keep_1342,instrumental_request,1.0,0.8941176470588236,85,CANDIDATE_SENSITIVITY_ONLY_NOT_PROMOTED
batch3_release_keep_1342,instrumental_request,1.0,0.9058823529411765,85,CANDIDATE_SENSITIVITY_ONLY_NOT_PROMOTED
batch3_release_keep_1342,instrumental_request,1.0,0.9176470588235294,85,CANDIDATE_SENSITIVITY_ONLY_NOT_PROMOTED
