cohort,request_direction,prompt_violation_rate,ecdf,prompt_count,instrument_status
batch3_release_keep_1342,instrumental_request,1.0,0.9294117647058824,85,CANDIDATE_SENSITIVITY_ONLY_NOT_PROMOTED
batch3_release_keep_1342,instrumental_request,1.0,0.9411764705882353,85,CANDIDATE_SENSITIVITY_ONLY_NOT_PROMOTED
batch3_release_keep_1342,instrumental_request,1.0,0.9529411764705882,85,CANDIDATE_SENSITIVITY_ONLY_NOT_PROMOTED
batch3_release_keep_1342,instrumental_request,1.0,0.9647058823529412,85,CANDIDATE_SENSITIVITY_ONLY_NOT_PROMOTED
batch3_release_keep_1342,instrumental_request,1.0,0.9764705882352941,85,CANDIDATE_SENSITIVITY_ONLY_NOT_PROMOTED
batch3_release_keep_1342,instrumental_request,1.0,0.9882352941176471,85,CANDIDATE_SENSITIVITY_ONLY_NOT_PROMOTED
batch3_release_keep_1342,instrumental_request,1.0,1.0,85,CANDIDATE_SENSITIVITY_ONLY_NOT_PROMOTED
batch3_release_keep_1342,vocal_request,0.0,0.008403361344537815,119,CANDIDATE_SENSITIVITY_ONLY_NOT_PROMOTED
batch3_release_keep_1342,vocal_request,0.0,0.01680672268907563,119,CANDIDATE_SENSITIVITY_ONLY_NOT_PROMOTED
batch3_release_keep_1342,vocal_request,0.0,0.025210084033613446,119,CANDIDATE_SENSITIVITY_ONLY_NOT_PROMOTED
batch3_release_keep_1342,vocal_request,0.0,0.03361344537815126,119,CANDIDATE_SENSITIVITY_ONLY_NOT_PROMOTED
batch3_release_keep_1342,vocal_request,0.0,0.04201680672268908,119,CANDIDATE_SENSITIVITY_ONLY_NOT_PROMOTED
batch3_release_keep_1342,vocal_request,0.0,0.05042016806722689,119,CANDIDATE_SENSITIVITY_ONLY_NOT_PROMOTED
batch3_release_keep_1342,vocal_request,0.0,0.058823529411764705,119,CANDIDATE_SENSITIVITY_ONLY_NOT_PROMOTED
batch3_release_keep_1342,vocal_request,0.0,0.06722689075630252,119,CANDIDATE_SENSITIVITY_ONLY_NOT_PROMOTED
batch3_release_keep_1342,vocal_request,0.0,0.07563025210084033,119,CANDIDATE_SENSITIVITY_ONLY_NOT_PROMOTED
batch3_release_keep_1342,vocal_request,0.0,0.08403361344537816,119,CANDIDATE_SENSITIVITY_ONLY_NOT_PROMOTED
batch3_release_keep_1342,vocal_request,0.0,0.09243697478991597,119,CANDIDATE_SENSITIVITY_ONLY_NOT_PROMOTED
batch3_release_keep_1342,vocal_request,0.0,0.10084033613445378,119,CANDIDATE_SENSITIVITY_ONLY_NOT_PROMOTED
batch3_release_keep_1342,vocal_request,0.0,0.1092436974789916,119,CANDIDATE_SENSITIVITY_ONLY_NOT_PROMOTED
batch3_release_keep_1342,vocal_request,0.0,0.11764705882352941,119,CANDIDATE_SENSITIVITY_ONLY_NOT_PROMOTED
batch3_release_keep_1342,vocal_request,0.0,0.12605042016806722,119,CANDIDATE_SENSITIVITY_ONLY_NOT_PROMOTED
batch3_release_keep_1342,vocal_request,0.0,0.13445378151260504,119,CANDIDATE_SENSITIVITY_ONLY_NOT_PROMOTED
batch3_release_keep_1342,vocal_request,0.0,0.14285714285714285,119,CANDIDATE_SENSITIVITY_ONLY_NOT_PROMOTED
batch3_release_keep_1342,vocal_request,0.0,0.15126050420168066,119,CANDIDATE_SENSITIVITY_ONLY_NOT_PROMOTED
batch3_release_keep_1342,vocal_request,0.0,0.15966386554621848,119,CANDIDATE_SENSITIVITY_ONLY_NOT_PROMOTED
batch3_release_keep_1342,vocal_request,0.0,0.16806722689075632,119,CANDIDATE_SENSITIVITY_ONLY_NOT_PROMOTED
batch3_release_keep_1342,vocal_request,0.0,0.17647058823529413,119,CANDIDATE_SENSITIVITY_ONLY_NOT_PROMOTED
batch3_release_keep_1342,vocal_request,0.0,0.18487394957983194,119,CANDIDATE_SENSITIVITY_ONLY_NOT_PROMOTED
batch3_release_keep_1342,vocal_request,0.0,0.19327731092436976,119,CANDIDATE_SENSITIVITY_ONLY_NOT_PROMOTED
batch3_release_keep_1342,vocal_request,0.0,0.20168067226890757,119,CANDIDATE_SENSITIVITY_ONLY_NOT_PROMOTED
batch3_release_keep_1342,vocal_request,0.0,0.21008403361344538,119,CANDIDATE_SENSITIVITY_ONLY_NOT_PROMOTED
batch3_release_keep_1342,vocal_request,0.0,0.2184873949579832,119,CANDIDATE_SENSITIVITY_ONLY_NOT_PROMOTED
batch3_release_keep_1342,vocal_request,0.0,0.226890756302521,119,CANDIDATE_SENSITIVITY_ONLY_NOT_PROMOTED
batch3_release_keep_1342,vocal_request,0.0,0.23529411764705882,119,CANDIDATE_SENSITIVITY_ONLY_NOT_PROMOTED
batch3_release_keep_1342,vocal_request,0.0,0.24369747899159663,119,CANDIDATE_SENSITIVITY_ONLY_NOT_PROMOTED
batch3_release_keep_1342,vocal_request,0.0,0.25210084033613445,119,CANDIDATE_SENSITIVITY_ONLY_NOT_PROMOTED
batch3_release_keep_1342,vocal_request,0.0,0.2605042016806723,119,CANDIDATE_SENSITIVITY_ONLY_NOT_PROMOTED
batch3_release_keep_1342,vocal_request,0.0,0.2689075630252101,119,CANDIDATE_SENSITIVITY_ONLY_NOT_PROMOTED
batch3_release_keep_1342,vocal_request,0.0,0.2773109243697479,119,CANDIDATE_SENSITIVITY_ONLY_NOT_PROMOTED
batch3_release_keep_1342,vocal_request,0.0,0.2857142857142857,119,CANDIDATE_SENSITIVITY_ONLY_NOT_PROMOTED
batch3_release_keep_1342,vocal_request,0.0,0.29411764705882354,119,CANDIDATE_SENSITIVITY_ONLY_NOT_PROMOTED
batch3_release_keep_1342,vocal_request,0.0,0.3025210084033613,119,CANDIDATE_SENSITIVITY_ONLY_NOT_PROMOTED
batch3_release_keep_1342,vocal_request,0.0,0.31092436974789917,119,CANDIDATE_SENSITIVITY_ONLY_NOT_PROMOTED
batch3_release_keep_1342,vocal_request,0.0,0.31932773109243695,119,CANDIDATE_SENSITIVITY_ONLY_NOT_PROMOTED
batch3_release_keep_1342,vocal_request,0.0,0.3277310924369748,119,CANDIDATE_SENSITIVITY_ONLY_NOT_PROMOTED
batch3_release_keep_1342,vocal_request,0.0,0.33613445378151263,119,CANDIDATE_SENSITIVITY_ONLY_NOT_PROMOTED
batch3_release_keep_1342,vocal_request,0.0,0.3445378151260504,119,CANDIDATE_SENSITIVITY_ONLY_NOT_PROMOTED
batch3_release_keep_1342,vocal_request,0.0,0.35294117647058826,119,CANDIDATE_SENSITIVITY_ONLY_NOT_PROMOTED
batch3_release_keep_1342,vocal_request,0.0,0.36134453781512604,119,CANDIDATE_SENSITIVITY_ONLY_NOT_PROMOTED
batch3_release_keep_1342,vocal_request,0.0,0.3697478991596639,119,CANDIDATE_SENSITIVITY_ONLY_NOT_PROMOTED
batch3_release_keep_1342,vocal_request,0.0,0.37815126050420167,119,CANDIDATE_SENSITIVITY_ONLY_NOT_PROMOTED
batch3_release_keep_1342,vocal_request,0.0,0.3865546218487395,119,CANDIDATE_SENSITIVITY_ONLY_NOT_PROMOTED
batch3_release_keep_1342,vocal_request,0.0,0.3949579831932773,119,CANDIDATE_SENSITIVITY_ONLY_NOT_PROMOTED
batch3_release_keep_1342,vocal_request,0.0,0.40336134453781514,119,CANDIDATE_SENSITIVITY_ONLY_NOT_PROMOTED
batch3_release_keep_1342,vocal_request,0.0,0.4117647058823529,119,CANDIDATE_SENSITIVITY_ONLY_NOT_PROMOTED
batch3_release_keep_1342,vocal_request,0.0,0.42016806722689076,119,CANDIDATE_SENSITIVITY_ONLY_NOT_PROMOTED
batch3_release_keep_1342,vocal_request,0.0,0.42857142857142855,119,CANDIDATE_SENSITIVITY_ONLY_NOT_PROMOTED
batch3_release_keep_1342,vocal_request,0.0,0.4369747899159664,119,CANDIDATE_SENSITIVITY_ONLY_NOT_PROMOTED
batch3_release_keep_1342,vocal_request,0.0,0.44537815126050423,119,CANDIDATE_SENSITIVITY_ONLY_NOT_PROMOTED
batch3_release_keep_1342,vocal_request,0.0,0.453781512605042,119,CANDIDATE_SENSITIVITY_ONLY_NOT_PROMOTED
batch3_release_keep_1342,vocal_request,0.0,0.46218487394957986,119,CANDIDATE_SENSITIVITY_ONLY_NOT_PROMOTED
batch3_release_keep_1342,vocal_request,0.0,0.47058823529411764,119,CANDIDATE_SENSITIVITY_ONLY_NOT_PROMOTED
batch3_release_keep_1342,vocal_request,0.0,0.4789915966386555,119,CANDIDATE_SENSITIVITY_ONLY_NOT_PROMOTED
batch3_release_keep_1342,vocal_request,0.0,0.48739495798319327,119,CANDIDATE_SENSITIVITY_ONLY_NOT_PROMOTED
batch3_release_keep_1342,vocal_request,0.0,0.4957983193277311,119,CANDIDATE_SENSITIVITY_ONLY_NOT_PROMOTED
batch3_release_keep_1342,vocal_request,0.0,0.5042016806722689,119,CANDIDATE_SENSITIVITY_ONLY_NOT_PROMOTED
batch3_release_keep_1342,vocal_request,0.0,0.5126050420168067,119,CANDIDATE_SENSITIVITY_ONLY_NOT_PROMOTED
batch3_release_keep_1342,vocal_request,0.0,0.5210084033613446,119,CANDIDATE_SENSITIVITY_ONLY_NOT_PROMOTED
batch3_release_keep_1342,vocal_request,0.0,0.5294117647058824,119,CANDIDATE_SENSITIVITY_ONLY_NOT_PROMOTED
batch3_release_keep_1342,vocal_request,0.0,0.5378151260504201,119,CANDIDATE_SENSITIVITY_ONLY_NOT_PROMOTED
batch3_release_keep_1342,vocal_request,0.0,0.5462184873949579,119,CANDIDATE_SENSITIVITY_ONLY_NOT_PROMOTED
batch3_release_keep_1342,vocal_request,0.0,0.5546218487394958,119,CANDIDATE_SENSITIVITY_ONLY_NOT_PROMOTED
batch3_release_keep_1342,vocal_request,0.0,0.5630252100840336,119,CANDIDATE_SENSITIVITY_ONLY_NOT_PROMOTED
batch3_release_keep_1342,vocal_request,0.0,0.5714285714285714,119,CANDIDATE_SENSITIVITY_ONLY_NOT_PROMOTED
batch3_release_keep_1342,vocal_request,0.0,0.5798319327731093,119,CANDIDATE_SENSITIVITY_ONLY_NOT_PROMOTED
batch3_release_keep_1342,vocal_request,0.0,0.5882352941176471,119,CANDIDATE_SENSITIVITY_ONLY_NOT_PROMOTED
batch3_release_keep_1342,vocal_request,0.0,0.5966386554621849,119,CANDIDATE_SENSITIVITY_ONLY_NOT_PROMOTED
batch3_release_keep_1342,vocal_request,0.0,0.6050420168067226,119,CANDIDATE_SENSITIVITY_ONLY_NOT_PROMOTED
batch3_release_keep_1342,vocal_request,0.0,0.6134453781512605,119,CANDIDATE_SENSITIVITY_ONLY_NOT_PROMOTED
batch3_release_keep_1342,vocal_request,0.0,0.6218487394957983,119,CANDIDATE_SENSITIVITY_ONLY_NOT_PROMOTED
batch3_release_keep_1342,vocal_request,0.0,0.6302521008403361,119,CANDIDATE_SENSITIVITY_ONLY_NOT_PROMOTED
batch3_release_keep_1342,vocal_request,0.0,0.6386554621848739,119,CANDIDATE_SENSITIVITY_ONLY_NOT_PROMOTED
batch3_release_keep_1342,vocal_request,0.0,0.6470588235294118,119,CANDIDATE_SENSITIVITY_ONLY_NOT_PROMOTED
batch3_release_keep_1342,vocal_request,0.0,0.6554621848739496,119,CANDIDATE_SENSITIVITY_ONLY_NOT_PROMOTED
batch3_release_keep_1342,vocal_request,0.0,0.6638655462184874,119,CANDIDATE_SENSITIVITY_ONLY_NOT_PROMOTED
batch3_release_keep_1342,vocal_request,0.0,0.6722689075630253,119,CANDIDATE_SENSITIVITY_ONLY_NOT_PROMOTED
batch3_release_keep_1342,vocal_request,0.0,0.680672268907563,119,CANDIDATE_SENSITIVITY_ONLY_NOT_PROMOTED
batch3_release_keep_1342,vocal_request,0.0,0.6890756302521008,119,CANDIDATE_SENSITIVITY_ONLY_NOT_PROMOTED
batch3_release_keep_1342,vocal_request,0.0,0.6974789915966386,119,CANDIDATE_SENSITIVITY_ONLY_NOT_PROMOTED
batch3_release_keep_1342,vocal_request,0.0,0.7058823529411765,119,CANDIDATE_SENSITIVITY_ONLY_NOT_PROMOTED
batch3_release_keep_1342,vocal_request,0.0,0.7142857142857143,119,CANDIDATE_SENSITIVITY_ONLY_NOT_PROMOTED
batch3_release_keep_1342,vocal_request,0.0,0.7226890756302521,119,CANDIDATE_SENSITIVITY_ONLY_NOT_PROMOTED
batch3_release_keep_1342,vocal_request,0.0,0.7310924369747899,119,CANDIDATE_SENSITIVITY_ONLY_NOT_PROMOTED
batch3_release_keep_1342,vocal_request,0.0,0.7394957983193278,119,CANDIDATE_SENSITIVITY_ONLY_NOT_PROMOTED
batch3_release_keep_1342,vocal_request,0.0,0.7478991596638656,119,CANDIDATE_SENSITIVITY_ONLY_NOT_PROMOTED
batch3_release_keep_1342,vocal_request,0.0,0.7563025210084033,119,CANDIDATE_SENSITIVITY_ONLY_NOT_PROMOTED
batch3_release_keep_1342,vocal_request,0.0,0.7647058823529411,119,CANDIDATE_SENSITIVITY_ONLY_NOT_PROMOTED
batch3_release_keep_1342,vocal_request,0.0,0.773109243697479,119,CANDIDATE_SENSITIVITY_ONLY_NOT_PROMOTED
batch3_release_keep_1342,vocal_request,0.0,0.7815126050420168,119,CANDIDATE_SENSITIVITY_ONLY_NOT_PROMOTED
batch3_release_keep_1342,vocal_request,0.0,0.7899159663865546,119,CANDIDATE_SENSITIVITY_ONLY_NOT_PROMOTED
batch3_release_keep_1342,vocal_request,0.08333333333333333,0.7983193277310925,119,CANDIDATE_SENSITIVITY_ONLY_NOT_PROMOTED
batch3_release_keep_1342,vocal_request,0.09090909090909091,0.8067226890756303,119,CANDIDATE_SENSITIVITY_ONLY_NOT_PROMOTED
batch3_release_keep_1342,vocal_request,0.10526315789473684,0.8151260504201681,119,CANDIDATE_SENSITIVITY_ONLY_NOT_PROMOTED
batch3_release_keep_1342,vocal_request,0.11764705882352941,0.8235294117647058,119,CANDIDATE_SENSITIVITY_ONLY_NOT_PROMOTED
batch3_release_keep_1342,vocal_request,0.13333333333333333,0.8319327731092437,119,CANDIDATE_SENSITIVITY_ONLY_NOT_PROMOTED
batch3_release_keep_1342,vocal_request,0.1875,0.8403361344537815,119,CANDIDATE_SENSITIVITY_ONLY_NOT_PROMOTED
batch3_release_keep_1342,vocal_request,0.21428571428571427,0.8487394957983193,119,CANDIDATE_SENSITIVITY_ONLY_NOT_PROMOTED
batch3_release_keep_1342,vocal_request,0.25,0.8571428571428571,119,CANDIDATE_SENSITIVITY_ONLY_NOT_PROMOTED
batch3_release_keep_1342,vocal_request,0.25806451612903225,0.865546218487395,119,CANDIDATE_SENSITIVITY_ONLY_NOT_PROMOTED
batch3_release_keep_1342,vocal_request,0.2708333333333333,0.8739495798319328,119,CANDIDATE_SENSITIVITY_ONLY_NOT_PROMOTED
batch3_release_keep_1342,vocal_request,0.275,0.8823529411764706,119,CANDIDATE_SENSITIVITY_ONLY_NOT_PROMOTED
batch3_release_keep_1342,vocal_request,0.2857142857142857,0.8907563025210085,119,CANDIDATE_SENSITIVITY_ONLY_NOT_PROMOTED
batch3_release_keep_1342,vocal_request,0.2894736842105263,0.8991596638655462,119,CANDIDATE_SENSITIVITY_ONLY_NOT_PROMOTED
batch3_release_keep_1342,vocal_request,0.3333333333333333,0.907563025210084,119,CANDIDATE_SENSITIVITY_ONLY_NOT_PROMOTED
batch3_release_keep_1342,vocal_request,0.38095238095238093,0.9159663865546218,119,CANDIDATE_SENSITIVITY_ONLY_NOT_PROMOTED
batch3_release_keep_1342,vocal_request,0.4,0.9243697478991597,119,CANDIDATE_SENSITIVITY_ONLY_NOT_PROMOTED
batch3_release_keep_1342,vocal_request,0.4,0.9327731092436975,119,CANDIDATE_SENSITIVITY_ONLY_NOT_PROMOTED
batch3_release_keep_1342,vocal_request,0.4,0.9411764705882353,119,CANDIDATE_SENSITIVITY_ONLY_NOT_PROMOTED
batch3_release_keep_1342,vocal_request,0.41935483870967744,0.9495798319327731,119,CANDIDATE_SENSITIVITY_ONLY_NOT_PROMOTED
batch3_release_keep_1342,vocal_request,0.4230769230769231,0.957983193277311,119,CANDIDATE_SENSITIVITY_ONLY_NOT_PROMOTED
batch3_release_keep_1342,vocal_request,0.4411764705882353,0.9663865546218487,119,CANDIDATE_SENSITIVITY_ONLY_NOT_PROMOTED
batch3_release_keep_1342,vocal_request,0.5,0.9747899159663865,119,CANDIDATE_SENSITIVITY_ONLY_NOT_PROMOTED
batch3_release_keep_1342,vocal_request,0.5,0.9831932773109243,119,CANDIDATE_SENSITIVITY_ONLY_NOT_PROMOTED
batch3_release_keep_1342,vocal_request,0.5,0.9915966386554622,119,CANDIDATE_SENSITIVITY_ONLY_NOT_PROMOTED
batch3_release_keep_1342,vocal_request,0.5135135135135135,1.0,119,CANDIDATE_SENSITIVITY_ONLY_NOT_PROMOTED
candidate_spine_4096,instrumental_request,0.0,0.00510204081632653,196,CANDIDATE_SENSITIVITY_ONLY_NOT_PROMOTED
candidate_spine_4096,instrumental_request,0.0,0.01020408163265306,196,CANDIDATE_SENSITIVITY_ONLY_NOT_PROMOTED
candidate_spine_4096,instrumental_request,0.0,0.015306122448979591,196,CANDIDATE_SENSITIVITY_ONLY_NOT_PROMOTED
