schedule,compute_fraction,selection_metric,evaluation_metric,stratum,n_prompt_evals,reward_fraction,winner_match,mean_regret,median_regret
raw_bottom_prune_sigma0.7_remove_bottom25,0.8833333333333333,common_robust_lcb,common_robust_lcb,vocal_scorable,282,0.9997993553680914,0.9858156028368794,0.00046259967001158295,0.0
random_prune_keep4_keep2,0.5,common_robust_lcb,common_robust_lcb,vocal_scorable,28200,0.9563584693129368,0.24453900709219858,0.10061847906216834,0.07116139505725538
full_bon8,1.0,common_robust_lcb,aesthetic_pq,vocal_scorable,282,1.0,1.0,0.0,0.0
bon4_first4,0.5,common_robust_lcb,aesthetic_pq,vocal_scorable,282,0.9841195806046886,0.4787234042553192,0.12668453717062658,0.010362625122070312
bon4_random_subset,0.5,common_robust_lcb,aesthetic_pq,vocal_scorable,28200,0.9848451375535786,0.4970921985815603,0.12089647553491255,0.0016837120056152344
raw_schedule_a_sigma0.9_top4_sigma0.7_top2,0.5,common_robust_lcb,aesthetic_pq,vocal_scorable,282,0.9886683904389318,0.5886524822695035,0.09039683883071792,0.0
raw_schedule_b_sigma0.8_top4_sigma0.7_top2,0.5833333333333334,common_robust_lcb,aesthetic_pq,vocal_scorable,282,0.9907977973239009,0.6418439716312057,0.0734096976882177,0.0
raw_schedule_c_sigma0.8_top6,0.85,common_robust_lcb,aesthetic_pq,vocal_scorable,282,0.9992284951655059,0.9432624113475178,0.006154606528315984,0.0
raw_bottom_prune_sigma0.8_remove_bottom25,0.85,common_robust_lcb,aesthetic_pq,vocal_scorable,282,0.9992284951655059,0.9432624113475178,0.006154606528315984,0.0
raw_bottom_prune_sigma0.7_remove_bottom25,0.8833333333333333,common_robust_lcb,aesthetic_pq,vocal_scorable,282,0.999268024504111,0.9609929078014184,0.005839264984671951,0.0
random_prune_keep4_keep2,0.5,common_robust_lcb,aesthetic_pq,vocal_scorable,28200,0.9634342803887508,0.24560283687943263,0.29169955464965064,0.20438861846923828
full_bon8,1.0,common_robust_lcb,aesthetic_cu,vocal_scorable,282,1.0,1.0,0.0,0.0
bon4_first4,0.5,common_robust_lcb,aesthetic_cu,vocal_scorable,282,0.9865962056985179,0.46808510638297873,0.10399266337672024,0.012331247329711914
bon4_random_subset,0.5,common_robust_lcb,aesthetic_cu,vocal_scorable,28200,0.9869245207333712,0.49631205673758866,0.1014454477053162,0.0020537376403808594
raw_schedule_a_sigma0.9_top4_sigma0.7_top2,0.5,common_robust_lcb,aesthetic_cu,vocal_scorable,282,0.991562967845244,0.6063829787234043,0.06545828927493265,0.0
raw_schedule_b_sigma0.8_top4_sigma0.7_top2,0.5833333333333334,common_robust_lcb,aesthetic_cu,vocal_scorable,282,0.9933273066576745,0.6560283687943262,0.05176975541080989,0.0
raw_schedule_c_sigma0.8_top6,0.85,common_robust_lcb,aesthetic_cu,vocal_scorable,282,0.9990635142322593,0.9326241134751773,0.007265677688815069,0.0
raw_bottom_prune_sigma0.8_remove_bottom25,0.85,common_robust_lcb,aesthetic_cu,vocal_scorable,282,0.9990635142322593,0.9326241134751773,0.007265677688815069,0.0
raw_bottom_prune_sigma0.7_remove_bottom25,0.8833333333333333,common_robust_lcb,aesthetic_cu,vocal_scorable,282,0.9992099915027775,0.9468085106382979,0.00612924115877625,0.0
random_prune_keep4_keep2,0.5,common_robust_lcb,aesthetic_cu,vocal_scorable,28200,0.9675312593558152,0.2499290780141844,0.2519070898979268,0.1571042537689209
full_bon8,1.0,common_robust_lcb,semantic_fit,vocal_scorable,282,1.0,1.0,0.0,0.0
bon4_first4,0.5,common_robust_lcb,semantic_fit,vocal_scorable,282,0.9251079385370385,0.5,0.03360772745829102,0.00018104910850524902
bon4_random_subset,0.5,common_robust_lcb,semantic_fit,vocal_scorable,28200,0.9214364969076775,0.5031205673758865,0.035255282716462326,0.0
raw_schedule_a_sigma0.9_top4_sigma0.7_top2,0.5,common_robust_lcb,semantic_fit,vocal_scorable,282,0.8076896437487799,0.18085106382978725,0.08629905378548362,0.07460762560367584
raw_schedule_b_sigma0.8_top4_sigma0.7_top2,0.5833333333333334,common_robust_lcb,semantic_fit,vocal_scorable,282,0.8212014740190655,0.22340425531914893,0.08023563530940087,0.06863753497600555
raw_schedule_c_sigma0.8_top6,0.85,common_robust_lcb,semantic_fit,vocal_scorable,282,0.9671422332030251,0.7163120567375887,0.014744885503611666,0.0
raw_bottom_prune_sigma0.8_remove_bottom25,0.85,common_robust_lcb,semantic_fit,vocal_scorable,282,0.9671422332030251,0.7163120567375887,0.014744885503611666,0.0
raw_bottom_prune_sigma0.7_remove_bottom25,0.8833333333333333,common_robust_lcb,semantic_fit,vocal_scorable,282,0.9705487528885076,0.7411347517730497,0.013216213666642388,0.0
random_prune_keep4_keep2,0.5,common_robust_lcb,semantic_fit,vocal_scorable,28200,0.8243165420368106,0.25134751773049646,0.0788377520770614,0.06044280529022217
full_bon8,1.0,common_robust_lcb,lyric_intelligibility,vocal_scorable,282,1.0,1.0,0.0,0.0
bon4_first4,0.5,common_robust_lcb,lyric_intelligibility,vocal_scorable,282,0.8035230638058531,0.6276595744680851,0.12032774938595071,0.0
bon4_random_subset,0.5,common_robust_lcb,lyric_intelligibility,vocal_scorable,28200,0.8073173712873081,0.500709219858156,0.11800401364085242,0.0
raw_schedule_a_sigma0.9_top4_sigma0.7_top2,0.5,common_robust_lcb,lyric_intelligibility,vocal_scorable,282,0.6820351622164409,0.2907801418439716,0.19473020119042536,0.06904761904761908
raw_schedule_b_sigma0.8_top4_sigma0.7_top2,0.5833333333333334,common_robust_lcb,lyric_intelligibility,vocal_scorable,282,0.7007503193680031,0.34397163120567376,0.1832685366150646,0.044642857142857095
raw_schedule_c_sigma0.8_top6,0.85,common_robust_lcb,lyric_intelligibility,vocal_scorable,282,0.9413651728123519,0.8262411347517731,0.03590954199403906,0.0
raw_bottom_prune_sigma0.8_remove_bottom25,0.85,common_robust_lcb,lyric_intelligibility,vocal_scorable,282,0.9413651728123519,0.8262411347517731,0.03590954199403906,0.0
raw_bottom_prune_sigma0.7_remove_bottom25,0.8833333333333333,common_robust_lcb,lyric_intelligibility,vocal_scorable,282,0.9560006372961125,0.8617021276595744,0.026946390711952928,0.0
random_prune_keep4_keep2,0.5,common_robust_lcb,lyric_intelligibility,vocal_scorable,28200,0.604967030552725,0.251063829787234,0.2419287936161114,0.1428571428571429
full_bon8,1.0,common_robust_lcb,section_coherence,vocal_scorable,282,1.0,1.0,0.0,0.0
bon4_first4,0.5,common_robust_lcb,section_coherence,vocal_scorable,282,0.996495297969376,0.48226950354609927,0.0033903098698203444,0.0003381073474884033
bon4_random_subset,0.5,common_robust_lcb,section_coherence,vocal_scorable,28200,0.9965655582873275,0.5004609929078014,0.0033223428223149998,0.0
raw_schedule_a_sigma0.9_top4_sigma0.7_top2,0.5,common_robust_lcb,section_coherence,vocal_scorable,282,0.9923968570791873,0.24113475177304963,0.007354979185347861,0.005690574645996094
raw_schedule_b_sigma0.8_top4_sigma0.7_top2,0.5833333333333334,common_robust_lcb,section_coherence,vocal_scorable,282,0.9933147665033977,0.32269503546099293,0.006467029980733885,0.0046347081661224365
raw_schedule_c_sigma0.8_top6,0.85,common_robust_lcb,section_coherence,vocal_scorable,282,0.9983284153381593,0.6985815602836879,0.0016170247649470119,0.0
raw_bottom_prune_sigma0.8_remove_bottom25,0.85,common_robust_lcb,section_coherence,vocal_scorable,282,0.9983284153381593,0.6985815602836879,0.0016170247649470119,0.0
raw_bottom_prune_sigma0.7_remove_bottom25,0.8833333333333333,common_robust_lcb,section_coherence,vocal_scorable,282,0.9987117857570136,0.7411347517730497,0.001246167412886383,0.0
random_prune_keep4_keep2,0.5,common_robust_lcb,section_coherence,vocal_scorable,28200,0.992019769164919,0.25060283687943263,0.00771975909141784,0.006046772003173828
