comparison,metric,n_prompts,random_repeats_per_prompt,bootstrap_repeats,mean_full_bon8_score,mean_delta_score,delta_reward_fraction,ci95_low_delta_reward_fraction,ci95_high_delta_reward_fraction
raw_etp_schedule_a_vs_bon4_random_subset,common_robust_lcb,512,100,5000,2.3576329063758386,0.009062202661292835,0.0038437717071158816,0.0014859470729894208,0.006122498281499645
