prompt_id,root_index,checkpoint_step,oracle_action,oracle_cqs,oracle_cost_nfe,oracle_output_sha256,oracle_level,oracle_selected,oracle_success_count,oracle_option_value,stratum,design_weight,best_static_program,best_static_cqs,best_static_nfe,oracle_tree_nfe,oracle_minimum_success_nfe,oracle_cheapest_successful,oracle_quality_floor_failures,oracle_completion,compute_saving,matched_oracle_nfe,nonstatic_program
dev_0031,1,6,RESTART_BASE,1,51,ebca0429059376f6317f7f81fa604465bc0316b03c6f9c074f2e00e398eb361c,,,,,,,,,,,,,,,,,
dev_0031,1,12,RESTART_CONDITIONED,1,77,894c31d34ea2d7b39451156ad92cae179665efbf1a3a3210a3da9414730fc4e2,,,,,,,,,,,,,,,,,
dev_0031,1,18,RESTART_CONDITIONED,1,89,136d282771f76156c16978acaaf6122b9106dfc08ac2538194584992785a4a7b,,,,,,,,,,,,,,,,,
dev_0031,0,,,1,81,,per_root_feasible_subset,root0_base;root0_step18_SWITCH_CONDITION;root0_step18_FORK_LATENT,3,23.606026593173386,,,,,,,,,,,,,
dev_0031,1,,,1,81,,per_root_feasible_subset,root1_base;root1_step18_SWITCH_CONDITION;root1_step18_FORK_LATENT,3,25.773798976837128,,,,,,,,,,,,,
dev_0050,0,6,RESTART_CONDITIONED,1,66,82e2da9ec2445c5a2e8b7030c2c2a08ed862b0602a157b8d9bfe8d81e4e684c0,,,,,,,,,,,,,,,,,
dev_0050,0,12,RESTART_CONDITIONED,1,77,ad2fd3f47514f34dc8a663360d01d18e5cdb9a5036772ae25163ad2ee2e9dca1,,,,,,,,,,,,,,,,,
dev_0050,0,18,RESTART_BASE,1,74,a139a9976570fae39918e08f1e6533dbae66002b7178677d0feb08f659f211b5,,,,,,,,,,,,,,,,,
dev_0050,1,6,RESTART_CONDITIONED,1,66,c4d8954e2efa655dabb0bb4120165edd9026c0657205055a337d16017ee4fc89,,,,,,,,,,,,,,,,,
dev_0050,1,12,SWITCH_CONDITION,1,55,d23a29c335a793f2d12aa09bca844eda533561b4447175b611b4339211aa5eff,,,,,,,,,,,,,,,,,
dev_0050,1,18,SWITCH_CONDITION,1,49,395b9fa6b16a7e6fa5876f49ae15de55ae4ce5f53da9eacba04f5f5ec4575f4c,,,,,,,,,,,,,,,,,
dev_0050,0,,,1,81,,per_root_feasible_subset,root0_base;root0_step18_SWITCH_CONDITION;root0_step18_FORK_LATENT,3,22.059468765951234,,,,,,,,,,,,,
dev_0050,1,,,1,81,,per_root_feasible_subset,root1_base;root1_step18_SWITCH_CONDITION;root1_step18_FORK_LATENT,3,25.34187765009238,,,,,,,,,,,,,
dev_0075,0,6,RESTART_BASE,1,51,26c6a9ea0da4b3c2e39a60f72e35b6b3ce20a317ebb558c977b30912fc3fd19d,,,,,,,,,,,,,,,,,
dev_0075,0,12,RESTART_BASE,1,62,71ae8aeb3b6e1ac6355b244da0e5eba8255f00d7d911eef222e9a2a5e258cd81,,,,,,,,,,,,,,,,,
dev_0075,0,18,SWITCH_CONDITION,1,49,6d1ed81c1530e49e0c54de6727d55826535c4948ff6e5c24e3908c4cfcde449e,,,,,,,,,,,,,,,,,
dev_0075,1,6,SWITCH_CONDITION,1,60,bc1a5f33fd27f7bf2c700e16753f49f94217ed4a3e7332914c8122b029c1e08b,,,,,,,,,,,,,,,,,
dev_0075,1,12,SWITCH_CONDITION,1,55,1d5332686db5bf6f60a14fdbb788f0f74a6b251315253d445725d0d4ec0bb77f,,,,,,,,,,,,,,,,,
dev_0075,1,18,SWITCH_CONDITION,1,49,e4b5ff41b0b5a5cf6c0f8877e86eb15bcab04666fa17c08e45f026ce4c19617c,,,,,,,,,,,,,,,,,
dev_0075,0,,,1,81,,per_root_feasible_subset,root0_base;root0_step18_SWITCH_CONDITION;root0_step18_FORK_LATENT,3,24.686539652794316,,,,,,,,,,,,,
dev_0075,1,,,1,81,,per_root_feasible_subset,root1_base;root1_step18_SWITCH_CONDITION;root1_step18_FORK_LATENT,3,29.43483438515844,,,,,,,,,,,,,
dev_0097,0,6,RESTART_CONDITIONED,1,66,1a6ba6f2f88e2bb9bd1816fa46e8dcd44d7e2caf98c927ecac8a5719dc0e76c3,,,,,,,,,,,,,,,,,
dev_0097,0,12,RESTART_CONDITIONED,1,77,2e0ccf6826d4a3b6f19853395803e13ebb78a978c63a7de306f354ce0cbbe6bc,,,,,,,,,,,,,,,,,
dev_0097,0,18,RESTART_BASE,1,74,688074347d22a345b79460aa7cfd99db930043596c5b8676c2e750046c6f8fab,,,,,,,,,,,,,,,,,
dev_0097,1,6,SWITCH_CONDITION,1,60,2617ff0b0f98f7ab07f54262eee521aa30b6a0d6315290b4b540db5830ff0c70,,,,,,,,,,,,,,,,,
dev_0097,1,12,SWITCH_CONDITION,1,55,3f39a11a7f6a42f686c3a7377a3baf7f58965454ac77586f687b0141ccd43c74,,,,,,,,,,,,,,,,,
dev_0097,1,18,SWITCH_CONDITION,1,49,a5eb2d2e5375cc78e0e55bf83117dde51ca7576f0e6dc6278ab5327da4b6c0b7,,,,,,,,,,,,,,,,,
dev_0097,0,,,1,81,,per_root_feasible_subset,root0_base;root0_step18_SWITCH_CONDITION;root0_step18_FORK_LATENT,3,22.760860377302812,,,,,,,,,,,,,
dev_0097,1,,,1,81,,per_root_feasible_subset,root1_base;root1_step18_SWITCH_CONDITION;root1_step18_FORK_LATENT,3,25.818110924155434,,,,,,,,,,,,,
dev_0107,0,6,RESTART_CONDITIONED,1,66,f44729492319af37b4bfa536ca527e48dee8e77033dfc4b69650c73930a5dc3c,,,,,,,,,,,,,,,,,
dev_0107,0,12,CONTINUE,0,45,be013aee98613474d2a76fa83225cc2aa72b6d5d857cdead746c8d237479db3c,,,,,,,,,,,,,,,,,
dev_0107,0,18,RESTART_BASE,1,74,fa193a6bd1bc622369b2a6271d64bbab76a80069bac6654aac471a8f43bcf333,,,,,,,,,,,,,,,,,
dev_0107,1,6,RESTART_CONDITIONED,1,66,d4bf074ec9cfdd9299500a7bf85af8b6ca4967a4277d5a8481e72774d34fede4,,,,,,,,,,,,,,,,,
dev_0107,1,12,RESTART_CONDITIONED,1,77,ed9f5ef561e01e208ee6c41442e971c1167f5bc48ce1d74d037b869af57de0e9,,,,,,,,,,,,,,,,,
dev_0107,1,18,SWITCH_CONDITION,0,49,641e38f6d05511393baa95c52d52f426d10ce5cc8cc30f946d0bc42263c50411,,,,,,,,,,,,,,,,,
dev_0107,0,,,1,74,,per_root_feasible_subset,root0_step18_RESTART_BASE,1,7.8619847952178485,,,,,,,,,,,,,
dev_0107,1,,,1,77,,per_root_feasible_subset,root1_step12_RESTART_CONDITIONED,1,8.862224033866852,,,,,,,,,,,,,
dev_0152,0,6,RESTART_BASE,1,51,cfb151de36c8430257590041c0b3da369ffbaf302a34d7e4989e0f6b487521f7,,,,,,,,,,,,,,,,,
dev_0152,0,12,SWITCH_CONDITION,1,55,9403a58bee535455bdcfee0bf591681c51c537340bb48773f47eb9a0920312b9,,,,,,,,,,,,,,,,,
dev_0152,0,18,RESTART_BASE,1,74,5ad1f4ad7f0b6761774474ccbc3ee95fd0090e2834fb0324c8c3116bedd47a5b,,,,,,,,,,,,,,,,,
dev_0152,1,6,RESTART_CONDITIONED,1,66,395c2e6247af8a5bbb0d9978b8c02f590396300267f5ad69d351a59aeae2f9ad,,,,,,,,,,,,,,,,,
dev_0152,1,12,SWITCH_CONDITION,1,55,f1deb4e94bcb130fbaa8f31bd038f0827280804666572272227ffb37d8814267,,,,,,,,,,,,,,,,,
dev_0152,1,18,RESTART_CONDITIONED,1,89,69f24398cd4e0b9ebf4d13eac6e2229da85491a3af646567110a3fe3fa824c6e,,,,,,,,,,,,,,,,,
dev_0152,0,,,1,81,,per_root_feasible_subset,root0_base;root0_step18_SWITCH_CONDITION;root0_step18_FORK_LATENT,3,25.98258297649663,,,,,,,,,,,,,
dev_0152,1,,,1,81,,per_root_feasible_subset,root1_base;root1_step18_SWITCH_CONDITION;root1_step18_FORK_LATENT,3,28.424152628018312,,,,,,,,,,,,,
dev_0181,0,6,SWITCH_CONDITION,1,60,1f8a5d9df235c23c90304944190700485a12a06fe7f1ba3d44281041894e28c8,,,,,,,,,,,,,,,,,
dev_0181,0,12,SWITCH_CONDITION,1,55,feac736a1485cc43f72516708323815bcc08a1f9fa09c62b6329699e50fc3d56,,,,,,,,,,,,,,,,,
dev_0181,0,18,SWITCH_CONDITION,1,49,9cdefa0cb91a8a9b8911484569dd70597260716d8d596afccf3a1a9eea95fe69,,,,,,,,,,,,,,,,,
dev_0181,1,6,SWITCH_CONDITION,1,60,0301c921f4e439fd726aabca21bf6dde818448e358ec87d54a6693171bad9220,,,,,,,,,,,,,,,,,
dev_0181,1,12,RESTART_CONDITIONED,1,77,f71daa97382e748b1b213e0cf75ba9be47282c51176d77bc7c9cbb92ece0fbca,,,,,,,,,,,,,,,,,
dev_0181,1,18,RESTART_CONDITIONED,1,89,02660d40bb09301704b1b762be8358f0b53e7a6c75e89e31e7f03a553336c971,,,,,,,,,,,,,,,,,
dev_0181,0,,,1,81,,per_root_feasible_subset,root0_base;root0_step18_SWITCH_CONDITION;root0_step18_FORK_LATENT,3,27.92896135450726,,,,,,,,,,,,,
dev_0181,1,,,1,81,,per_root_feasible_subset,root1_base;root1_step18_SWITCH_CONDITION;root1_step18_FORK_LATENT,3,23.064549985977884,,,,,,,,,,,,,
dev_0217,0,6,RESTART_BASE,1,51,89122c27e4007c6932038f85faf6e8dd6b8dba5db52f09aadc5ec8603acafdb2,,,,,,,,,,,,,,,,,
dev_0217,0,12,SWITCH_CONDITION,1,55,47f8e1fdfef956fa7ff4633866fd3dcbf809ab698405658eea2ba35e77845729,,,,,,,,,,,,,,,,,
dev_0217,0,18,RESTART_CONDITIONED,1,89,7eda79d446d99ce4406e562c9b9d5cca9418ded10a8ea6c8ef97e3eaa5877695,,,,,,,,,,,,,,,,,
dev_0217,1,6,SWITCH_CONDITION,0,60,f95cfd484799128ab20811281db9d3e30a5190d5872a836417136deb513d97ab,,,,,,,,,,,,,,,,,
dev_0217,1,12,RESTART_CONDITIONED,1,77,97319102f4437ba1123a953909932488b3a8a6bb914e419ca7b87bdfb0efb864,,,,,,,,,,,,,,,,,
dev_0217,1,18,CONTINUE,0,45,6c2df5107090deeed728e36a717beb685de178470f27103ddbc9d17cab3109bc,,,,,,,,,,,,,,,,,
dev_0217,0,,,1,81,,per_root_feasible_subset,root0_base;root0_step18_SWITCH_CONDITION;root0_step18_FORK_LATENT,3,27.922494050604744,,,,,,,,,,,,,
dev_0217,1,,,1,77,,per_root_feasible_subset,root1_step12_RESTART_CONDITIONED,1,9.74278925628915,,,,,,,,,,,,,
dev_0239,0,6,SWITCH_CONDITION,1,60,0402ce7f54c1906acdc67ddea9f24fc8e1278ef0775148e08835d202a3fbf3b4,,,,,,,,,,,,,,,,,
dev_0239,0,12,RESTART_CONDITIONED,1,77,d9782e83209b8d32bf1939d3c265474d47ad264e29f94346f81c9edb247ff16f,,,,,,,,,,,,,,,,,
dev_0239,0,18,RESTART_CONDITIONED,1,89,e042726fb56f49dbccd58eafc59b79cee88f24f52ac808567513fdf454a75f5e,,,,,,,,,,,,,,,,,
dev_0239,1,6,SWITCH_CONDITION,1,60,6b90f5e69a78d22de5d8b138650513610c6a0147ef3c0259d8c69356fabd4d55,,,,,,,,,,,,,,,,,
dev_0239,1,12,CONTINUE,1,45,88585482df86da3ed689a77ea54f5415f0d9a5d8c684bec17c924c81b93c032d,,,,,,,,,,,,,,,,,
dev_0239,1,18,FORK_LATENT,1,45,f268e94d57f2f1afc7260e4022b0f1dba294a941d2bdc38f68bde34cd24a8df3,,,,,,,,,,,,,,,,,
dev_0239,0,,,1,81,,per_root_feasible_subset,root0_base;root0_step18_SWITCH_CONDITION;root0_step18_FORK_LATENT,3,27.097309068533924,,,,,,,,,,,,,
dev_0239,1,,,1,81,,per_root_feasible_subset,root1_base;root1_step18_SWITCH_CONDITION;root1_step18_FORK_LATENT,3,30.694698401159563,,,,,,,,,,,,,
dev_0026,,,,1,,,full_tree,root0_step12_SWITCH_CONDITION;root1_step6_SWITCH_CONDITION,,28.834448969621718,high_risk_instrumental,2.6666666666666665,frozen_w2_two_slot,1,66,90,45,root1_step6_SWITCH_CONDITION,0,1,0.3181818181818182,45,1
dev_0038,,,,0,,,full_tree,root1_base,,0.0,high_risk_instrumental,2.0,frozen_w2_two_slot,0,66,45,90,root1_base,1,1,0.0,66,1
dev_0054,,,,1,,,full_tree,root0_step6_SWITCH_CONDITION;root0_step6_RESTART_CONDITIONED,,37.599969787147046,high_risk_instrumental,2.3333333333333335,frozen_w2_two_slot,1,66,90,45,root0_step6_SWITCH_CONDITION,0,1,0.3181818181818182,45,1
dev_0073,,,,1,,,full_tree,root0_step12_RESTART_CONDITIONED;root0_step18_SWITCH_CONDITION,,36.50596486927979,high_risk_instrumental,2.5,frozen_w2_two_slot,1,66,90,45,root0_step6_SWITCH_CONDITION,0,1,0.3181818181818182,45,1
dev_0074,,,,1,,,full_tree,root0_step6_FORK_LATENT;root1_step18_SWITCH_CONDITION,,17.416431232132396,high_risk_instrumental,4.0,frozen_w2_two_slot,0,90,90,45,root1_step18_SWITCH_CONDITION,0,1,0.0,90,1
dev_0083,,,,1,,,full_tree,root1_step6_SWITCH_CONDITION;root1_step6_RESTART_CONDITIONED,,17.609014198688847,high_risk_instrumental,3.0,frozen_w2_two_slot,1,66,90,45,root1_step6_SWITCH_CONDITION,0,1,0.3181818181818182,45,1
dev_0087,,,,1,,,full_tree,root1_base;root1_step12_RESTART_CONDITIONED,,17.90802948143905,high_risk_instrumental,2.5,frozen_w2_two_slot,0,66,90,51,root1_step6_RESTART_CONDITIONED,0,1,0.0,66,1
dev_0121,,,,1,,,full_tree,root0_step6_SWITCH_CONDITION;root0_step6_RESTART_CONDITIONED,,38.50886266672375,high_risk_instrumental,2.6666666666666665,frozen_w2_two_slot,1,66,90,45,root0_step6_SWITCH_CONDITION,0,1,0.3181818181818182,45,1
dev_0150,,,,1,,,full_tree,root0_step6_SWITCH_CONDITION;root0_step6_RESTART_CONDITIONED,,37.235306917348495,high_risk_instrumental,3.0,frozen_w2_two_slot,0,66,90,45,root0_step6_SWITCH_CONDITION,0,1,0.0,66,1
dev_0187,,,,1,,,full_tree,root0_step6_RESTART_CONDITIONED;root0_step12_SWITCH_CONDITION,,34.058013068988274,high_risk_instrumental,2.6666666666666665,frozen_w2_two_slot,0,66,90,45,root0_step12_SWITCH_CONDITION,0,1,0.0,66,1
dev_0221,,,,1,,,full_tree,root0_step12_FORK_LATENT;root0_step18_SWITCH_CONDITION;root0_step18_FORK_LATENT,,47.65657469984322,high_risk_instrumental,2.3333333333333335,frozen_w2_two_slot,1,66,89,45,root1_step6_SWITCH_CONDITION,0,1,0.3181818181818182,45,1
dev_0254,,,,1,,,full_tree,root1_step6_SWITCH_CONDITION;root1_step12_SWITCH_CONDITION,,37.80666647815223,high_risk_instrumental,2.3333333333333335,frozen_w2_two_slot,1,66,84,45,root1_step6_SWITCH_CONDITION,0,1,0.3181818181818182,45,1
dev_0010,,,,1,,,full_tree,root1_step18_SWITCH_CONDITION;root1_step18_RESTART_CONDITIONED,,18.388510325842727,medium_risk_instrumental,2.0,frozen_w2_two_slot,0,66,90,62,root1_step12_RESTART_CONDITIONED,0,1,0.0,66,1
dev_0041,,,,1,,,full_tree,root0_step12_RESTART_BASE;root0_step18_SWITCH_CONDITION,,8.65616923981522,medium_risk_instrumental,3.0,frozen_w2_two_slot,0,66,90,51,root0_step6_RESTART_CONDITIONED,0,1,0.0,66,1
dev_0080,,,,1,,,full_tree,root1_base;root1_step18_SWITCH_CONDITION;root1_step18_FORK_LATENT,,49.07322304648649,medium_risk_instrumental,2.4,frozen_w2_two_slot,1,90,77,45,root0_step12_SWITCH_CONDITION,0,1,0.5,45,1
dev_0095,,,,1,,,full_tree,root0_base;root0_step12_FORK_LATENT;root0_step18_FORK_LATENT,,27.964888117535814,medium_risk_instrumental,2.4,frozen_w2_two_slot,1,66,89,45,root1_step6_SWITCH_CONDITION,0,1,0.3181818181818182,45,1
dev_0130,,,,1,,,full_tree,root1_base;root1_step18_SWITCH_CONDITION;root1_step18_FORK_LATENT,,51.07164663171469,medium_risk_instrumental,3.0,frozen_w2_two_slot,0,66,77,45,root1_step6_SWITCH_CONDITION,0,1,0.0,66,1
dev_0133,,,,1,,,full_tree,root1_base;root1_step18_SWITCH_CONDITION;root1_step18_FORK_LATENT,,42.247473395980094,medium_risk_instrumental,3.0,frozen_w2_two_slot,0,66,77,45,root1_step18_SWITCH_CONDITION,0,1,0.0,66,1
dev_0137,,,,1,,,full_tree,root1_step6_SWITCH_CONDITION;root1_step6_RESTART_BASE,,38.20589486669275,medium_risk_instrumental,2.4,frozen_w2_two_slot,1,66,90,45,root1_step6_SWITCH_CONDITION,0,1,0.3181818181818182,45,1
dev_0140,,,,1,,,full_tree,root0_step18_SWITCH_CONDITION;root0_step18_RESTART_CONDITIONED,,19.336779590993437,medium_risk_instrumental,3.0,frozen_w2_two_slot,1,66,90,51,root1_step6_RESTART_CONDITIONED,0,1,0.22727272727272727,51,1
dev_0144,,,,1,,,full_tree,root0_base;root0_step12_SWITCH_CONDITION;root0_step18_FORK_LATENT,,48.730994017280366,medium_risk_instrumental,3.0,frozen_w2_two_slot,1,90,89,45,root0_step12_SWITCH_CONDITION,0,1,0.5,45,1
dev_0147,,,,1,,,full_tree,root0_base;root0_step12_SWITCH_CONDITION;root0_step18_SWITCH_CONDITION,,56.0919855214965,medium_risk_instrumental,2.4,frozen_w2_two_slot,1,90,89,45,root0_step6_SWITCH_CONDITION,0,1,0.5,45,1
dev_0160,,,,1,,,full_tree,root1_step6_SWITCH_CONDITION;root1_step12_SWITCH_CONDITION,,35.70685603350731,medium_risk_instrumental,2.0,frozen_w2_two_slot,0,66,84,45,root1_step6_SWITCH_CONDITION,0,1,0.0,66,1
dev_0174,,,,1,,,full_tree,root1_step12_SWITCH_CONDITION;root1_step18_SWITCH_CONDITION;root1_step18_FORK_LATENT,,55.034132546099265,medium_risk_instrumental,2.4,frozen_w2_two_slot,1,66,89,45,root1_step12_SWITCH_CONDITION,0,1,0.3181818181818182,45,1
dev_0028,,,,1,,,full_tree,root0_base;root0_step12_SWITCH_CONDITION;root0_step18_SWITCH_CONDITION,,50.145604678415665,low_risk_instrumental,1.0,frozen_w2_two_slot,1,90,89,45,root0_step12_SWITCH_CONDITION,0,1,0.5,45,1
dev_0030,,,,1,,,full_tree,root0_step6_RESTART_BASE;root0_step18_FORK_LATENT,,19.020338585043348,low_risk_instrumental,2.3333333333333335,frozen_w2_two_slot,0,66,90,51,root0_step6_RESTART_BASE,0,1,0.0,66,1
dev_0033,,,,1,,,full_tree,root0_base;root0_step12_FORK_LATENT;root0_step18_SWITCH_CONDITION,,57.416609625759534,low_risk_instrumental,2.857142857142857,frozen_w2_two_slot,1,90,89,45,root0_step18_SWITCH_CONDITION,0,1,0.5,45,1
dev_0070,,,,1,,,full_tree,root1_step12_SWITCH_CONDITION;root1_step12_RESTART_CONDITIONED,,32.93169655786607,low_risk_instrumental,2.3333333333333335,frozen_w2_two_slot,0,90,90,45,root0_step6_SWITCH_CONDITION,0,1,0.0,90,1
dev_0126,,,,1,,,full_tree,root0_step6_SWITCH_CONDITION;root0_step6_RESTART_CONDITIONED,,23.45503113083762,low_risk_instrumental,2.3333333333333335,frozen_w2_two_slot,1,66,90,45,root0_step6_SWITCH_CONDITION,0,1,0.3181818181818182,45,1
dev_0142,,,,1,,,full_tree,root0_base;root0_step12_SWITCH_CONDITION;root0_step18_SWITCH_CONDITION,,35.767838597410005,low_risk_instrumental,4.0,frozen_w2_two_slot,1,66,89,45,root0_step12_SWITCH_CONDITION,0,1,0.3181818181818182,45,1
dev_0159,,,,1,,,full_tree,root0_step6_SWITCH_CONDITION;root1_step6_SWITCH_CONDITION,,37.4559685965408,low_risk_instrumental,2.857142857142857,frozen_w2_two_slot,1,66,90,45,root1_step6_SWITCH_CONDITION,0,1,0.3181818181818182,45,1
dev_0162,,,,1,,,full_tree,root0_base;root0_step18_SWITCH_CONDITION;root0_step18_FORK_LATENT,,56.99161973240901,low_risk_instrumental,2.857142857142857,frozen_w2_two_slot,1,90,77,45,root0_step6_SWITCH_CONDITION,0,1,0.5,45,1
dev_0194,,,,1,,,full_tree,root0_step12_FORK_LATENT;root0_step18_SWITCH_CONDITION;root0_step18_FORK_LATENT,,46.17293529167425,low_risk_instrumental,2.857142857142857,frozen_w2_two_slot,0,66,89,45,root1_step6_FORK_LATENT,0,1,0.0,66,1
dev_0212,,,,1,,,full_tree,root0_base;root0_step12_SWITCH_CONDITION;root0_step18_SWITCH_CONDITION,,52.95625540805928,low_risk_instrumental,2.857142857142857,frozen_w2_two_slot,1,90,89,45,root0_step18_SWITCH_CONDITION,0,1,0.5,45,1
dev_0243,,,,1,,,full_tree,root0_step12_SWITCH_CONDITION;root1_step6_SWITCH_CONDITION,,36.473711707168135,low_risk_instrumental,2.857142857142857,frozen_w2_two_slot,1,66,90,45,root1_step6_SWITCH_CONDITION,0,1,0.3181818181818182,45,1
dev_0244,,,,1,,,full_tree,root0_base;root0_step12_FORK_LATENT;root0_step18_SWITCH_CONDITION,,53.8016508593965,low_risk_instrumental,2.857142857142857,frozen_w2_two_slot,1,90,89,45,root0_step6_SWITCH_CONDITION,0,1,0.5,45,1
dev_0011,,,,0,,,full_tree,root1_base,,0.0,vocal_request,15.0,frozen_w2_two_slot,0,90,45,90,root1_base,1,1,0.0,90,1
dev_0017,,,,1,,,full_tree,root1_base;root1_step18_SWITCH_CONDITION;root1_step18_FORK_LATENT,,26.927891158317788,vocal_request,17.0,frozen_w2_two_slot,1,90,81,45,root1_step18_FORK_LATENT,0,1,0.5,45,1
dev_0023,,,,1,,,full_tree,root0_base;root0_step18_SWITCH_CONDITION;root0_step18_FORK_LATENT,,24.75525792914633,vocal_request,16.0,frozen_w2_two_slot,1,90,81,45,root0_step18_FORK_LATENT,0,1,0.5,45,1
dev_0031,,,,1,,,full_tree,root1_base;root1_step18_SWITCH_CONDITION;root1_step18_FORK_LATENT,,25.773798976837128,vocal_request,11.0,frozen_w2_two_slot,1,90,81,45,root1_step6_FORK_LATENT,0,1,0.5,45,1
dev_0050,,,,1,,,full_tree,root1_base;root1_step18_SWITCH_CONDITION;root1_step18_FORK_LATENT,,25.34187765009238,vocal_request,16.0,frozen_w2_two_slot,1,90,81,45,root1_step6_FORK_LATENT,0,1,0.5,45,1
dev_0075,,,,1,,,full_tree,root1_base;root1_step18_SWITCH_CONDITION;root1_step18_FORK_LATENT,,29.43483438515844,vocal_request,13.0,frozen_w2_two_slot,1,90,81,45,root1_step12_FORK_LATENT,0,1,0.5,45,1
dev_0097,,,,1,,,full_tree,root1_base;root1_step18_SWITCH_CONDITION;root1_step18_FORK_LATENT,,25.818110924155434,vocal_request,10.0,frozen_w2_two_slot,1,90,81,45,root1_step12_FORK_LATENT,0,1,0.5,45,1
dev_0107,,,,1,,,full_tree,root1_step12_RESTART_CONDITIONED,,8.862224033866852,vocal_request,13.5,frozen_w2_two_slot,0,90,77,51,root1_step6_RESTART_BASE,0,1,0.0,90,1
dev_0152,,,,1,,,full_tree,root1_base;root1_step18_SWITCH_CONDITION;root1_step18_FORK_LATENT,,28.424152628018312,vocal_request,11.0,frozen_w2_two_slot,1,90,81,45,root1_step6_FORK_LATENT,0,1,0.5,45,1
dev_0181,,,,1,,,full_tree,root0_base;root0_step18_SWITCH_CONDITION;root0_step18_FORK_LATENT,,27.92896135450726,vocal_request,13.5,frozen_w2_two_slot,1,90,81,45,root0_base,0,1,0.5,45,1
dev_0217,,,,1,,,full_tree,root0_base;root0_step18_SWITCH_CONDITION;root0_step18_FORK_LATENT,,27.922494050604744,vocal_request,13.0,frozen_w2_two_slot,1,90,81,45,root0_step6_FORK_LATENT,0,1,0.5,45,1
dev_0239,,,,1,,,full_tree,root1_base;root1_step18_SWITCH_CONDITION;root1_step18_FORK_LATENT,,30.694698401159563,vocal_request,4.0,frozen_w2_two_slot,1,90,81,45,root1_step18_FORK_LATENT,0,1,0.5,45,1
