prompt_id,root_index,checkpoint_step,oracle_action,oracle_cqs,oracle_cost_nfe,oracle_output_sha256,oracle_level,oracle_selected,oracle_success_count,oracle_option_value,stratum,design_weight,best_static_program,best_static_cqs,best_static_nfe,oracle_tree_nfe,oracle_minimum_success_nfe,oracle_cheapest_successful,oracle_quality_floor_failures,oracle_completion,compute_saving,matched_oracle_nfe,nonstatic_program
dev_0140,0,6,RESTART_BASE,0,51,1ada44915b2aeef782fceb0d2e4cb84b0175111f2b168d9025517e5cab07bf8b,,,,,,,,,,,,,,,,,
dev_0140,0,12,RESTART_BASE,1,62,0f0b53f5ebd0f0568f34ade4235a2828fb9d319ca0733b8611dc58a673555864,,,,,,,,,,,,,,,,,
dev_0140,0,18,RESTART_CONDITIONED,1,74,67c0368dbd90bdbd1f8a4be74f4a0d5a1169babe3c603f8c31328c2f167f1772,,,,,,,,,,,,,,,,,
dev_0140,1,6,RESTART_CONDITIONED,1,51,bf53e0a8b528f0547987df18edd296c9959ba74b5ccaaad857276017800f9814,,,,,,,,,,,,,,,,,
dev_0140,1,12,CONTINUE,0,45,d3af6bfb9b5b6294699f5a5596c5b7cbb378f2f1b7260a952ea4ec16db08fa02,,,,,,,,,,,,,,,,,
dev_0140,1,18,RESTART_BASE,1,74,1bcc0714772946b9b7759f11df6712c8c376552d83a30ccff930236e56a2fd74,,,,,,,,,,,,,,,,,
dev_0140,0,,,1,90,,per_root_feasible_subset,root0_step18_SWITCH_CONDITION;root0_step18_RESTART_CONDITIONED,1,19.336779590993437,,,,,,,,,,,,,
dev_0140,1,,,1,90,,per_root_feasible_subset,root1_step6_SWITCH_CONDITION;root1_step6_RESTART_CONDITIONED,1,17.772857586427605,,,,,,,,,,,,,
dev_0144,0,6,RESTART_BASE,1,51,cf884772f98d97ae66d2aae722e2934f582f5a5a3eb31e54f5bdd3fbadaef56d,,,,,,,,,,,,,,,,,
dev_0144,0,12,SWITCH_CONDITION,1,45,2f665d36d9c64f5bb3862991f1c897808f2fa475200ab0c1525311fb31520207,,,,,,,,,,,,,,,,,
dev_0144,0,18,RESTART_BASE,1,74,b19f11c4ee9f1bc5be4799250580a844d8bbf1f0e90597e0903283e78d89b389,,,,,,,,,,,,,,,,,
dev_0144,1,6,RESTART_CONDITIONED,1,51,a83ff80bb0f0b8899c9c0eefa2eb07decf0eb6bb4591878da4acdaba1a564248,,,,,,,,,,,,,,,,,
dev_0144,1,12,FORK_LATENT,1,45,5f45f7ef5cc8405ed23d46137160f230ea229bc41a0c8247f30f19b34d670295,,,,,,,,,,,,,,,,,
dev_0144,1,18,RESTART_BASE,1,74,ed51d7687dea86db60b4628a7563301a7fc01afcfe98224f850955e80624a4a3,,,,,,,,,,,,,,,,,
dev_0144,0,,,1,89,,per_root_feasible_subset,root0_base;root0_step12_SWITCH_CONDITION;root0_step18_FORK_LATENT,3,48.730994017280366,,,,,,,,,,,,,
dev_0144,1,,,1,89,,per_root_feasible_subset,root1_step12_FORK_LATENT;root1_step18_SWITCH_CONDITION;root1_step18_FORK_LATENT,3,37.34714339562396,,,,,,,,,,,,,
dev_0147,0,6,SWITCH_CONDITION,1,45,841ef161c64cf128cb81149c25a5f58f0da959dc24c297de57267b6189fcbe61,,,,,,,,,,,,,,,,,
dev_0147,0,12,RESTART_BASE,1,62,935c74c28c5d687fb4c95c27b849e36d0f2288c98c09f0e2aed0e334d0ec8dd9,,,,,,,,,,,,,,,,,
dev_0147,0,18,RESTART_BASE,1,74,9ba8293c73e4c1c0e02805ca0b6e50e3d0d143633758d088ccce865d9e848454,,,,,,,,,,,,,,,,,
dev_0147,1,6,SWITCH_CONDITION,1,45,164a47d71e896cd227b479aa274ef5ff758e4bd4ac83fb5310cffff058401914,,,,,,,,,,,,,,,,,
dev_0147,1,12,RESTART_CONDITIONED,1,62,baa1fcb9d985adcea95df485379ca73b96a3db39a50e509658fc84c9ccc8966d,,,,,,,,,,,,,,,,,
dev_0147,1,18,FORK_LATENT,1,45,35f6224ed11e9627544c3edc70c2a9564b3593c6cca35d0fe7c2583e5b6d7e3f,,,,,,,,,,,,,,,,,
dev_0147,0,,,1,89,,per_root_feasible_subset,root0_base;root0_step12_SWITCH_CONDITION;root0_step18_SWITCH_CONDITION,3,56.0919855214965,,,,,,,,,,,,,
dev_0147,1,,,1,77,,per_root_feasible_subset,root1_base;root1_step18_SWITCH_CONDITION;root1_step18_FORK_LATENT,3,49.96926413148809,,,,,,,,,,,,,
dev_0160,0,6,CONTINUE,0,45,578b07adfd902844bdb399c48778f2ef48964da36e68a02a5b6866a430156dc8,,,,,,,,,,,,,,,,,
dev_0160,0,12,SWITCH_CONDITION,1,45,5f67c54002d9e0fe71e34948868d41b5b8bbf951e64de0a3aa75c69794f5b24f,,,,,,,,,,,,,,,,,
dev_0160,0,18,SWITCH_CONDITION,0,45,234421c3019bb5462d06552ce43c5f6bd90051a0ddb31737a583db9c3914702c,,,,,,,,,,,,,,,,,
dev_0160,1,6,SWITCH_CONDITION,1,45,def282cd859302e09b6e91e98b4bf737bb5baa1ffa1904092d3e800f44d0086c,,,,,,,,,,,,,,,,,
dev_0160,1,12,RESTART_CONDITIONED,1,62,c44a9a74eb4ba1b696fd2c6621c9c4033a33b08ae91d802707a85d1a1f8501d8,,,,,,,,,,,,,,,,,
dev_0160,1,18,RESTART_CONDITIONED,1,74,1e5989e7f552344a9d3503df6892f73be8d18a103cb55f064ad0b27d94d5dc7b,,,,,,,,,,,,,,,,,
dev_0160,0,,,1,89,,per_root_feasible_subset,root0_step12_SWITCH_CONDITION;root0_step18_SWITCH_CONDITION;root0_step18_FORK_LATENT,1,5.66226361961054,,,,,,,,,,,,,
dev_0160,1,,,1,84,,per_root_feasible_subset,root1_step6_SWITCH_CONDITION;root1_step12_SWITCH_CONDITION,2,35.70685603350731,,,,,,,,,,,,,
dev_0174,0,6,RESTART_CONDITIONED,1,51,bd2a722b005a3d58512cccb99de35a076d2b18a6ec3965e74807185dbbbb09a7,,,,,,,,,,,,,,,,,
dev_0174,0,12,SWITCH_CONDITION,1,45,657f82ecee5d906e3aa368107a22bef88949fb0c4eb96c4fc81cb05b8df589cf,,,,,,,,,,,,,,,,,
dev_0174,0,18,RESTART_BASE,0,74,7732743c8c3da8a09c2d8c656d67ef1027af456b0190aa7f7152cabbb9690c67,,,,,,,,,,,,,,,,,
dev_0174,1,6,RESTART_CONDITIONED,1,51,4c64d187891fab0583778a8551f25970b28b0c91ba5be7f417b64e9beb55c933,,,,,,,,,,,,,,,,,
dev_0174,1,12,SWITCH_CONDITION,1,45,91fa1f9f9c8897b260e85a222cfa1cb761ec6ce2b60dffc54c4cc663477bb0a3,,,,,,,,,,,,,,,,,
dev_0174,1,18,SWITCH_CONDITION,1,45,870b4d76c833f50b9ed6f024ae58fa88821f0ec5fdfc94c792ddd1c3af139218,,,,,,,,,,,,,,,,,
dev_0174,0,,,1,90,,per_root_feasible_subset,root0_step12_SWITCH_CONDITION;root0_step12_RESTART_BASE,2,33.091451852135975,,,,,,,,,,,,,
dev_0174,1,,,1,89,,per_root_feasible_subset,root1_step12_SWITCH_CONDITION;root1_step18_SWITCH_CONDITION;root1_step18_FORK_LATENT,3,55.034132546099265,,,,,,,,,,,,,
dev_0028,0,6,RESTART_BASE,1,51,e4d1aa202947989ada6a8c46f0fd4ce212e7463541a8703ce1dd3e6a333a96af,,,,,,,,,,,,,,,,,
dev_0028,0,12,SWITCH_CONDITION,1,45,5f898f4207835369efd0a022ba24b19fb8c25d998d55ef3c1489be12405716b9,,,,,,,,,,,,,,,,,
dev_0028,0,18,RESTART_CONDITIONED,1,74,f41ec039abad7fb1e69610fe6ae56950937584ab25819ab901108d679d053852,,,,,,,,,,,,,,,,,
dev_0028,1,6,RESTART_CONDITIONED,1,51,3c051b943f7c56cc26aa421f92ddfa5ab090d1ce277e271da20dc7602ea61bb5,,,,,,,,,,,,,,,,,
dev_0028,1,12,CONTINUE,1,45,150f3c95ded1f33a59b2b9ed1a0e51fcbff2f4765d5d2f01ca4a02048b115234,,,,,,,,,,,,,,,,,
dev_0028,1,18,RESTART_CONDITIONED,1,74,33d382930ac0d1fbffff2bfae53685cc00cffd9ac2e65aa4e0ce16a4d5e8330e,,,,,,,,,,,,,,,,,
dev_0028,0,,,1,89,,per_root_feasible_subset,root0_base;root0_step12_SWITCH_CONDITION;root0_step18_SWITCH_CONDITION,3,50.145604678415665,,,,,,,,,,,,,
dev_0028,1,,,1,89,,per_root_feasible_subset,root1_base;root1_step12_SWITCH_CONDITION;root1_step18_SWITCH_CONDITION,3,23.731300929748095,,,,,,,,,,,,,
dev_0030,0,6,RESTART_BASE,1,51,0ae431e0d9b6e96b2b9403e3e049742a1d5734c17fbb876877e1a3fd22d65250,,,,,,,,,,,,,,,,,
dev_0030,0,12,RESTART_CONDITIONED,0,62,cda6f481d9df297c69c3dd78e8d277844fdf182470d4d961243ef4f2ccf4c826,,,,,,,,,,,,,,,,,
dev_0030,0,18,RESTART_BASE,1,74,a92a1ea6a3b3e95c228580d428864fcbe0d07bc6eb6a8c6b28b96975f63f70f2,,,,,,,,,,,,,,,,,
dev_0030,1,6,RESTART_BASE,1,51,75241224a4766133643f0ebf32672764741f2965d41a6d4022c9accd831f1854,,,,,,,,,,,,,,,,,
dev_0030,1,12,RESTART_BASE,1,62,50e5d4489238ff78498781e7579a0c51a66a60b2fe5e68ae63f87c4951a7c79b,,,,,,,,,,,,,,,,,
dev_0030,1,18,RESTART_BASE,1,74,8fec9c38eec72fbc118014f10f144c82f41a96e1200b94441894bd0c6dde0fce,,,,,,,,,,,,,,,,,
dev_0030,0,,,1,90,,per_root_feasible_subset,root0_step6_RESTART_BASE;root0_step18_FORK_LATENT,1,19.020338585043348,,,,,,,,,,,,,
dev_0030,1,,,1,90,,per_root_feasible_subset,root1_base;root1_step12_RESTART_BASE,1,18.00852291990194,,,,,,,,,,,,,
dev_0033,0,6,CONTINUE,1,45,e424ea36d7b385384afe23e902147ade8cae2746357d763a847200a6a98cecc2,,,,,,,,,,,,,,,,,
dev_0033,0,12,FORK_LATENT,1,45,1d6d21826c888c1785f7700aab63323cb17612ca91db761200fcefac430ce3a4,,,,,,,,,,,,,,,,,
dev_0033,0,18,SWITCH_CONDITION,1,45,9db117f3b5d3c517324c095f464d276e8c3830e1960a752560798b360381c588,,,,,,,,,,,,,,,,,
dev_0033,1,6,FORK_LATENT,0,45,00a32b20bce177c1b6898f74064c088fbfeaff450d9d336d1db125340a85fa3e,,,,,,,,,,,,,,,,,
dev_0033,1,12,RESTART_CONDITIONED,1,62,e3c4aeef1806019fe97909ae8285a240b477315342d57512a2460842467c79b4,,,,,,,,,,,,,,,,,
dev_0033,1,18,FORK_LATENT,0,45,6e3fc594ac6b2a290b5a8d1851c457d8a87e7a1b6a46e7879d07e26892c4c190,,,,,,,,,,,,,,,,,
dev_0033,0,,,1,89,,per_root_feasible_subset,root0_base;root0_step12_FORK_LATENT;root0_step18_SWITCH_CONDITION,3,57.416609625759534,,,,,,,,,,,,,
dev_0033,1,,,1,90,,per_root_feasible_subset,root1_step12_FORK_LATENT;root1_step12_RESTART_CONDITIONED,1,7.780614754555641,,,,,,,,,,,,,
dev_0070,0,6,SWITCH_CONDITION,1,45,38b1214f54b324b5538fb9d5bf736adb0a32488138c90629c6c5aa814d8299e0,,,,,,,,,,,,,,,,,
dev_0070,0,12,RESTART_CONDITIONED,1,62,20053db09295c0227a71e3c2069cf42c05fd5bb0392446773974f4c6be5f1d64,,,,,,,,,,,,,,,,,
dev_0070,0,18,RESTART_CONDITIONED,1,74,615d5201d15f11146ca5327ca970a3257719a0ec3e93f876befa8f50da8166ad,,,,,,,,,,,,,,,,,
dev_0070,1,6,RESTART_CONDITIONED,1,51,7dc3308a86e4dab814e65d240308f3c6249d4fea36024865395a65a5c7fcb03f,,,,,,,,,,,,,,,,,
dev_0070,1,12,RESTART_CONDITIONED,1,62,38bf7c58980d5f59c4cde4831e3b122cb4b9abb1375e627d9545c4b02f1fd21e,,,,,,,,,,,,,,,,,
dev_0070,1,18,RESTART_CONDITIONED,1,74,a851f5f021796f8fd4c9bc0fe1a636be8e8b37cb14fc2de9ff71c1e6361fa596,,,,,,,,,,,,,,,,,
dev_0070,0,,,1,90,,per_root_feasible_subset,root0_base;root0_step18_RESTART_CONDITIONED,1,20.020370462322738,,,,,,,,,,,,,
dev_0070,1,,,1,90,,per_root_feasible_subset,root1_step12_SWITCH_CONDITION;root1_step12_RESTART_CONDITIONED,2,32.93169655786607,,,,,,,,,,,,,
dev_0126,0,6,RESTART_CONDITIONED,1,51,3a4507e58bac43d2dbd7c8c5562cbd5fa0ed2d046587b6910839fba364da374c,,,,,,,,,,,,,,,,,
dev_0126,0,12,RESTART_CONDITIONED,1,62,2d3c34eb1690a43d76d2adb4478e150c1fc43c68aab9f00f27988008e86a6cd3,,,,,,,,,,,,,,,,,
dev_0126,0,18,RESTART_CONDITIONED,1,74,247d5f4f36f087217fcc21f146289d5f6cd7c63ff95cd4d7be6ca652f5649e68,,,,,,,,,,,,,,,,,
dev_0126,1,6,RESTART_BASE,1,51,bb382a74b1a15edfbb937d375115451172d2e192ccd19585309670149109dfaa,,,,,,,,,,,,,,,,,
dev_0126,1,12,RESTART_CONDITIONED,1,62,95244293267e9804c2dcd6cb9ce88e7f8be8842a22866c22739827d5b19197d0,,,,,,,,,,,,,,,,,
dev_0126,1,18,RESTART_CONDITIONED,1,74,2234c28fa0ce1f1e395a4f85cc88674ab491ad3b26ee8befcb37e340486dde20,,,,,,,,,,,,,,,,,
dev_0126,0,,,1,90,,per_root_feasible_subset,root0_step6_SWITCH_CONDITION;root0_step6_RESTART_CONDITIONED,2,23.45503113083762,,,,,,,,,,,,,
dev_0126,1,,,1,90,,per_root_feasible_subset,root1_step6_SWITCH_CONDITION;root1_step6_RESTART_BASE,2,23.453314799914445,,,,,,,,,,,,,
dev_0142,0,6,RESTART_BASE,1,51,ac7aab7f2fc059800097f6bbf2eece9ba2a47c0552a5f1ed1ed3b7760a76781e,,,,,,,,,,,,,,,,,
dev_0142,0,12,RESTART_CONDITIONED,1,62,0b206422c6e7c2e3f435e99fba46127acab7b6521f0bf26095215acb18ef69fb,,,,,,,,,,,,,,,,,
dev_0142,0,18,RESTART_CONDITIONED,1,74,b0ba8becdfec8aea9a97d6627086e23ed17df58481b2478994d6f442af6114e1,,,,,,,,,,,,,,,,,
dev_0142,1,6,RESTART_BASE,1,51,334bb66efd4643ad032e74b354b28843f456c23d75207b833bd1a3e34f940669,,,,,,,,,,,,,,,,,
dev_0142,1,12,RESTART_CONDITIONED,1,62,5e83bd2a45b4c32cc5ab6889e35c1ebecfd98d17f2b0c99b66a25d5a4be3ba0a,,,,,,,,,,,,,,,,,
dev_0142,1,18,RESTART_CONDITIONED,1,74,57cae9f8eba3742ef9f51046a70f7710e6c474a3bea87f2cd56f89688186b7a9,,,,,,,,,,,,,,,,,
dev_0142,0,,,1,89,,per_root_feasible_subset,root0_base;root0_step12_SWITCH_CONDITION;root0_step18_SWITCH_CONDITION,2,35.767838597410005,,,,,,,,,,,,,
dev_0142,1,,,1,90,,per_root_feasible_subset,root1_step12_SWITCH_CONDITION;root1_step12_RESTART_CONDITIONED,1,19.222888431519525,,,,,,,,,,,,,
dev_0159,0,6,RESTART_CONDITIONED,1,51,28f8127413f7055a07bd27e693248e08006d7ce39e1ef3a94a1efe3725d9caa9,,,,,,,,,,,,,,,,,
dev_0159,0,12,RESTART_CONDITIONED,1,62,ef729d775fdb2d83426ab37a021658eb7ead598875604d8ebe0cf944e35facde,,,,,,,,,,,,,,,,,
dev_0159,0,18,RESTART_CONDITIONED,1,74,c9c4cedc09a00c4b14abf9374217d377ef9178c9106e3d556d9d798e903c632a,,,,,,,,,,,,,,,,,
dev_0159,1,6,SWITCH_CONDITION,1,45,7655deed41d8f9c35f768686134ec494dcb4075b16c62d4784e4a284660bc2a3,,,,,,,,,,,,,,,,,
dev_0159,1,12,SWITCH_CONDITION,1,45,49ce883910fd05d775c8e2095eddc5c88ce126cdfac42bbb0722dc7ffab0294f,,,,,,,,,,,,,,,,,
dev_0159,1,18,RESTART_CONDITIONED,1,74,b67a6a9ef36cc66fcf68a82b7ebe6bb35cd43a6fe841a930d6e437b05b380e28,,,,,,,,,,,,,,,,,
dev_0159,0,,,1,90,,per_root_feasible_subset,root0_step6_SWITCH_CONDITION;root0_step6_RESTART_CONDITIONED,2,37.2215765601727,,,,,,,,,,,,,
dev_0159,1,,,1,90,,per_root_feasible_subset,root1_step6_SWITCH_CONDITION;root1_step6_RESTART_BASE,2,36.93516345615852,,,,,,,,,,,,,
dev_0162,0,6,SWITCH_CONDITION,1,45,d32e58997c9bce5ddf4893871214da504491de211db28f5947e957f6239f60c6,,,,,,,,,,,,,,,,,
dev_0162,0,12,CONTINUE,1,45,cc1ba4c8a3decba8f3492e9e6a90cb4ab55f6e19a593d6db09b1409a55f1f349,,,,,,,,,,,,,,,,,
dev_0162,0,18,SWITCH_CONDITION,1,45,f1cd91d91f5e85c14ca3ddd3c2e987314e5611300a42f9656f923170ba593ffd,,,,,,,,,,,,,,,,,
dev_0162,1,6,FORK_LATENT,1,45,86b7097b019520a2afbede688fc7b27ef0c05417f8996c1ff46195c8fe151559,,,,,,,,,,,,,,,,,
dev_0162,1,12,RESTART_CONDITIONED,1,62,8d4ff8e35728e816b62ccaf02fabba4b8b2329dc9d35a15841d983f075335dd2,,,,,,,,,,,,,,,,,
dev_0162,1,18,RESTART_BASE,1,74,db26a29f76f9828405ce040feb7edbbd837ce1aac3055e05692a90a3fe439eba,,,,,,,,,,,,,,,,,
dev_0162,0,,,1,77,,per_root_feasible_subset,root0_base;root0_step18_SWITCH_CONDITION;root0_step18_FORK_LATENT,3,56.99161973240901,,,,,,,,,,,,,
dev_0162,1,,,1,89,,per_root_feasible_subset,root1_base;root1_step12_FORK_LATENT;root1_step18_FORK_LATENT,3,34.48476002242206,,,,,,,,,,,,,
dev_0194,0,6,SWITCH_CONDITION,1,45,2db73d9b52f9d37c94c6c86a560b1060c44f06ffcf84149a04bb3f8fdcaac5f2,,,,,,,,,,,,,,,,,
dev_0194,0,12,RESTART_BASE,1,62,e331191737be5112742db2f25e410b44feb925f8aa55dd3d9522154805effff8,,,,,,,,,,,,,,,,,
dev_0194,0,18,RESTART_BASE,1,74,41d95eb5459381354be1db0d2b07c053df1187aab8d8367db11fa18840d59cfe,,,,,,,,,,,,,,,,,
dev_0194,1,6,FORK_LATENT,1,45,efe65aeeea82e348919de99d554d80f7654dc1a6b8c1d4c85dfd519cbb34aa25,,,,,,,,,,,,,,,,,
dev_0194,1,12,SWITCH_CONDITION,1,45,67df3ba48ffa37bc2884f5ebbfeeeca7d830f30421d51fec84f1b312b1c5561d,,,,,,,,,,,,,,,,,
dev_0194,1,18,RESTART_CONDITIONED,1,74,f7b5368ff6da9a75f36d14c50e83deae00bafa426772ff0c1a8c33d004397653,,,,,,,,,,,,,,,,,
dev_0194,0,,,1,89,,per_root_feasible_subset,root0_step12_FORK_LATENT;root0_step18_SWITCH_CONDITION;root0_step18_FORK_LATENT,3,46.17293529167425,,,,,,,,,,,,,
dev_0194,1,,,1,89,,per_root_feasible_subset,root1_base;root1_step12_SWITCH_CONDITION;root1_step18_FORK_LATENT,3,31.05240261954241,,,,,,,,,,,,,
dev_0212,0,6,RESTART_CONDITIONED,1,51,9067755dac766c3377f06a3420b37922501eaa768ff88c94e88ca3584d3bfe39,,,,,,,,,,,,,,,,,
dev_0212,0,12,CONTINUE,1,45,d95827906bcae6770bf3f456fcbd441e85dcae5c64a8d69028c86eef7eeea6a8,,,,,,,,,,,,,,,,,
dev_0212,0,18,SWITCH_CONDITION,1,45,1b0248a7fa4a7ce850fe91fbd58bf09b7d76c1c60c8cc7b1b9057c448f259b1a,,,,,,,,,,,,,,,,,
dev_0212,1,6,RESTART_CONDITIONED,1,51,059ce76cc66b7f66a1a7a628fec7e630df5b1b68d2922e88ecac0b1f7d5f1d53,,,,,,,,,,,,,,,,,
dev_0212,1,12,RESTART_BASE,1,62,19870724b562e64de3e1a414c24d05a1216a90600d101ca0ed6aed7bcd59cd28,,,,,,,,,,,,,,,,,
dev_0212,1,18,RESTART_CONDITIONED,1,74,4e303d449468b55c585e9f83234972e224ce40e61580fd0d4ab540b7fe27786f,,,,,,,,,,,,,,,,,
dev_0212,0,,,1,89,,per_root_feasible_subset,root0_base;root0_step12_SWITCH_CONDITION;root0_step18_SWITCH_CONDITION,3,52.95625540805928,,,,,,,,,,,,,
dev_0212,1,,,1,90,,per_root_feasible_subset,root1_base;root1_step18_RESTART_CONDITIONED,1,19.18980474642565,,,,,,,,,,,,,
dev_0243,0,6,SWITCH_CONDITION,1,45,4a4b03726e9c882d0e7cbcb784a12e1adc3253a1e5d3ce1eb588ee6cbf7f09c0,,,,,,,,,,,,,,,,,
dev_0243,0,12,SWITCH_CONDITION,1,45,61fa4fcc017cc1a78f91259f341a6f066db13693c07d49193136c2a58778c54d,,,,,,,,,,,,,,,,,
dev_0243,0,18,RESTART_CONDITIONED,1,74,4c3c2b2690d5f1e00a0707468e11c7ed921532e09a3262c926dfa91a2055c6ae,,,,,,,,,,,,,,,,,
dev_0243,1,6,SWITCH_CONDITION,1,45,2b8dcb407b6622cfb0fae0f5953d5994cf56740079b9e129787930034f6cbb9a,,,,,,,,,,,,,,,,,
dev_0243,1,12,RESTART_CONDITIONED,1,62,dab8d1ef6544b5102fd93bffc6264ef580ac41069a46bb0db7979179f35d6bc8,,,,,,,,,,,,,,,,,
dev_0243,1,18,RESTART_CONDITIONED,1,74,6b826d4478dd3a109ce06a8ca3fd406c07a5b5bd0620603012373189c8004070,,,,,,,,,,,,,,,,,
dev_0243,0,,,1,84,,per_root_feasible_subset,root0_step6_SWITCH_CONDITION;root0_step12_SWITCH_CONDITION,2,35.88383975151598,,,,,,,,,,,,,
dev_0243,1,,,1,90,,per_root_feasible_subset,root1_step6_SWITCH_CONDITION;root1_step6_RESTART_BASE,2,32.06757674804339,,,,,,,,,,,,,
dev_0244,0,6,SWITCH_CONDITION,1,45,3d3869f900c4d90557905969716867b0a47011b983fa7e3bd09aa3968e22b19b,,,,,,,,,,,,,,,,,
dev_0244,0,12,FORK_LATENT,1,45,07dfab9982480ff71ff73b895fe082f06930b4317fa996bdbf3465641fa1c8b3,,,,,,,,,,,,,,,,,
dev_0244,0,18,RESTART_BASE,1,74,3f9b251685200302a2ba8198288733d97830acf87ce9c85010922784f09d20a6,,,,,,,,,,,,,,,,,
dev_0244,1,6,CONTINUE,1,45,7e0f79bfb52e06fbbeaa8698d112d416c60f5f04731dcca59c8c63a9564dc308,,,,,,,,,,,,,,,,,
dev_0244,1,12,CONTINUE,1,45,7e0f79bfb52e06fbbeaa8698d112d416c60f5f04731dcca59c8c63a9564dc308,,,,,,,,,,,,,,,,,
dev_0244,1,18,CONTINUE,1,45,7e0f79bfb52e06fbbeaa8698d112d416c60f5f04731dcca59c8c63a9564dc308,,,,,,,,,,,,,,,,,
dev_0244,0,,,1,89,,per_root_feasible_subset,root0_base;root0_step12_FORK_LATENT;root0_step18_SWITCH_CONDITION,3,53.8016508593965,,,,,,,,,,,,,
dev_0244,1,,,1,89,,per_root_feasible_subset,root1_base;root1_step12_FORK_LATENT;root1_step18_FORK_LATENT,3,48.36845784544954,,,,,,,,,,,,,
dev_0011,0,6,RESTART_CONDITIONED,0,66,c6d2d4d504d0f7bd3ddc22fa55e5bbd8118db32c99cc92fb60001ad4551cc17a,,,,,,,,,,,,,,,,,
dev_0011,0,12,RESTART_CONDITIONED,0,77,5f91131e3366477a920c3b1df5999fb5d569b7a7b620b9e9f63b4eb9d5f52497,,,,,,,,,,,,,,,,,
dev_0011,0,18,RESTART_BASE,0,74,f690f3e4e9b81e36045a1f54664aa127c4979878949a923a152cbfa2aeaac634,,,,,,,,,,,,,,,,,
dev_0011,1,6,RESTART_BASE,0,51,cc24d2be0372179304a69401bfbe7ef586b1553a1069995192887993bf576a5b,,,,,,,,,,,,,,,,,
dev_0011,1,12,RESTART_CONDITIONED,0,77,38c679b95b3d23a6693c8d656546298224febd40497a9570ca60359fa28fc85b,,,,,,,,,,,,,,,,,
dev_0011,1,18,RESTART_CONDITIONED,0,89,9b816bda584fc2affa031bfcd8c602e0580e1cf4e54c5e46ba328f2d87dbff07,,,,,,,,,,,,,,,,,
dev_0011,0,,,0,45,,per_root_feasible_subset,root0_base,0,0.0,,,,,,,,,,,,,
dev_0011,1,,,0,45,,per_root_feasible_subset,root1_base,0,0.0,,,,,,,,,,,,,
dev_0017,0,6,RESTART_CONDITIONED,1,66,b28c5bbfde2b0cabcd9d0f227c3b638f3f57f95258ec1818861979a56c0959da,,,,,,,,,,,,,,,,,
dev_0017,0,12,RESTART_CONDITIONED,1,77,e49d93d1979389d2c485a6c3596308252411d313f017e62e258dee9123d32220,,,,,,,,,,,,,,,,,
dev_0017,0,18,RESTART_CONDITIONED,1,89,42661cd137634ed2d34afacefd1a92460d9df16391304bb84fbcc03242302466,,,,,,,,,,,,,,,,,
dev_0017,1,6,RESTART_CONDITIONED,1,66,7d093c63d3432bdd5a12b46546c2f80f076747bb6ccb46377bfe1b3f8d9ce7be,,,,,,,,,,,,,,,,,
dev_0017,1,12,RESTART_CONDITIONED,1,77,d35ddd80f1f6016608bea66ef28f84b93c84b8b0d2814e24acf8059d57d5623b,,,,,,,,,,,,,,,,,
dev_0017,1,18,RESTART_CONDITIONED,1,89,33a7b86604b8ee5cee673aacf7d61be02b9e9c58093f02e3acaec365d84de9df,,,,,,,,,,,,,,,,,
dev_0017,0,,,1,81,,per_root_feasible_subset,root0_base;root0_step18_SWITCH_CONDITION;root0_step18_FORK_LATENT,3,25.61451936670982,,,,,,,,,,,,,
dev_0017,1,,,1,81,,per_root_feasible_subset,root1_base;root1_step18_SWITCH_CONDITION;root1_step18_FORK_LATENT,3,26.927891158317788,,,,,,,,,,,,,
dev_0023,0,6,CONTINUE,1,45,392cb160fbde620912534a854feff33be417577ef31b257c35d59c754e981fc0,,,,,,,,,,,,,,,,,
dev_0023,0,12,RESTART_CONDITIONED,1,77,ce96b950ae5deca5584de671d0a9da2b39ce56eb0d98c0db8568bd2e25b68a1c,,,,,,,,,,,,,,,,,
dev_0023,0,18,RESTART_BASE,1,74,bb5426413a919592c233f00c5c9d262d468630bdd3de65926bab3e879ceadbc1,,,,,,,,,,,,,,,,,
dev_0023,1,6,RESTART_CONDITIONED,1,66,b5f6ffb39b18ef41c840c03ec5139b7fe68f030cc9a362ab21226a79c368908d,,,,,,,,,,,,,,,,,
dev_0023,1,12,RESTART_CONDITIONED,1,77,3a33fe6aa887a3ba055641fdeb4a1b9b5835018005965f32cf8e3f6f3550e6b5,,,,,,,,,,,,,,,,,
dev_0023,1,18,RESTART_BASE,1,74,0cfdf327597fe8213b19f02b7c076e33c2ae58f316936431c4709749868f8a81,,,,,,,,,,,,,,,,,
dev_0023,0,,,1,81,,per_root_feasible_subset,root0_base;root0_step18_SWITCH_CONDITION;root0_step18_FORK_LATENT,3,24.75525792914633,,,,,,,,,,,,,
dev_0023,1,,,1,66,,per_root_feasible_subset,root1_step6_RESTART_CONDITIONED,1,8.965715282950745,,,,,,,,,,,,,
dev_0031,0,6,RESTART_BASE,1,51,89a464f30f36f624240317cd189512f16d96fbeade5570c94e713bf8a0df3a34,,,,,,,,,,,,,,,,,
dev_0031,0,12,RESTART_CONDITIONED,1,77,5bd06b3a70e8af05ddfaff00103fe7310f54ebce50d2e29186d3056188787854,,,,,,,,,,,,,,,,,
dev_0031,0,18,RESTART_CONDITIONED,1,89,5d769a138a28c343db2cad8a258f4f1d7068c2913ab3ab031237966b86a02e41,,,,,,,,,,,,,,,,,
