replicate,best_static_cqs,oracle_cqs,oracle_headroom,compute_saving,nonstatic_prompt_share
1462,0.69896331738437,0.9401913875598086,0.24122807017543857,0.3173558897243108,1.0
1463,0.8526836925677717,0.9830948499667934,0.13041115739902176,0.3949246129104851,1.0
1464,0.7784426602029996,0.9920466595970308,0.21360399939403119,0.3596321493988514,1.0
1465,0.7847201361770301,1.0,0.21527986382296993,0.35991061106711447,1.0
1466,0.8410695791356746,1.0,0.1589304208643254,0.38817693933973,1.0
1467,0.7465222857606358,1.0,0.25347771423936416,0.3496204286446408,1.0
1468,0.7795727042051639,0.930850136556453,0.1512774323512891,0.3629857174804586,1.0
1469,0.7327078734363502,0.8841059602649005,0.15139808682855027,0.3295220416081343,1.0
1470,0.6368429335851432,0.9297686496694996,0.29292571608435636,0.2900105874610124,1.0
1471,0.7729257641921399,1.0,0.22707423580786013,0.35614077199331595,1.0
1472,0.755392835939046,0.9916881060755987,0.2362952701365526,0.35517514347912127,1.0
1473,0.7994852686974224,0.9919333154073675,0.1924480467099451,0.37075145881276556,1.0
1474,0.7527393448600105,0.9234326725643338,0.17069332770432333,0.3506902224447464,1.0
1475,0.8743570903747244,0.991182953710507,0.1168258633357826,0.40563947441243553,1.0
1476,0.9197278911564626,1.0,0.08027210884353742,0.4134040109550314,1.0
1477,0.7183596750070739,0.9278467197542342,0.2094870447471603,0.31844915462887086,1.0
1478,0.8145104008117707,0.9275494672754947,0.11303906646372397,0.3724708269913749,1.0
1479,0.8705134910027699,0.922714858504271,0.05220136750150117,0.39000910376353454,1.0
1480,0.5336342537599824,0.8618446300323459,0.3282103762723635,0.23466393988679762,1.0
1481,0.9141937136375278,1.0,0.08580628636247223,0.421739810191638,1.0
1482,0.722282865771568,0.8701015173016047,0.1478186515300367,0.3279208965542335,1.0
1483,0.6249413512668125,0.9219971848608071,0.29705583359399457,0.2878417621633918,1.0
1484,0.6060457836039914,0.8685188808452358,0.26247309724124435,0.28494423791821566,1.0
1485,0.714243146603099,0.9374255065554231,0.22318235995232416,0.3205520641456279,1.0
1486,0.9312490820972243,1.0,0.06875091790277565,0.4272428537096623,1.0
1487,0.7387352913039318,1.0,0.2612647086960682,0.35080142281902543,1.0
1488,0.8066339157093784,0.9922431943264507,0.18560927861707233,0.37211176516018973,1.0
1489,0.8809401832004753,0.9913932662554561,0.1104530830549808,0.39862497182319306,1.0
1490,0.7738497777440067,0.8803236959082101,0.10647391816420348,0.3566379765897261,1.0
1491,0.7725312014723644,0.9315580606200035,0.15902685914763903,0.3603109951531186,1.0
1492,0.8878584271789534,1.0,0.11214157282104664,0.40961655927114426,1.0
1493,0.7027037925680988,0.9364880940379459,0.23378430146984708,0.32372192599625715,1.0
1494,0.8875814451035691,0.9836623553437712,0.09608091024020216,0.4054220116167019,1.0
1495,0.6444729228558669,1.0,0.3555270771441331,0.2982722312541151,1.0
1496,0.7728924757236314,1.0,0.2271075242763686,0.3639413537834874,1.0
1497,0.7529182879377432,0.8754863813229572,0.12256809338521402,0.34953509525493964,1.0
1498,0.7316468926006928,1.0,0.2683531073993072,0.3362775958630178,1.0
1499,0.7312301067215878,0.9921363040629095,0.2609061973413217,0.3276208064543582,1.0
1500,0.6134638631814668,0.8127266601930203,0.19926279701155347,0.2888999785613012,1.0
1501,0.7556528845952346,1.0,0.2443471154047654,0.35443191105505906,1.0
1502,0.7567806887524303,0.9838302950971145,0.22704960634468419,0.34973986724742273,1.0
1503,0.8148373736143258,0.9451821171884517,0.13034474357412584,0.38351081249119984,1.0
1504,0.8500729478614759,1.0,0.1499270521385241,0.392182013640203,1.0
1505,0.6764393866332336,0.8703828720223744,0.19394348538914086,0.31356929308515763,1.0
1506,0.712314403939411,0.9252934898612594,0.21297908592184833,0.3253520431524139,1.0
1507,0.8544743701129452,0.9913119026933102,0.1368375325803649,0.3846429417671816,1.0
1508,0.6668984010328732,0.9290892839408085,0.26219088290793524,0.30911889778708723,1.0
1509,0.7215182048587502,0.9091302466464735,0.18761204178772328,0.34336066356836586,1.0
1510,0.6830053158390669,0.8319910395221078,0.14898572368304097,0.30547002910862314,1.0
1511,0.7561217676886153,0.9924210982189581,0.2362993305303428,0.35815560371202143,1.0
1512,0.773722212746603,0.8726476775257263,0.09892546477912323,0.35251112523839795,1.0
1513,0.7159385750802407,0.9394591685725817,0.223520593492341,0.32832262584717853,1.0
1514,0.7304453119352275,0.943070917371503,0.2126256054362754,0.3334080886943606,1.0
1515,0.8218588997839456,0.934560412165531,0.11270151238158543,0.3827705969450194,1.0
1516,0.8868511477543053,0.991460463981457,0.10460931622715175,0.41035058307286504,1.0
1517,0.7136293421000515,0.858597061036955,0.14496771893690352,0.3280335737459356,1.0
1518,0.6856184084372002,0.9919463087248322,0.306327900287632,0.3080807112350736,1.0
1519,0.7306717967276812,0.9320012952134246,0.20132949848574333,0.3348845303379502,1.0
1520,0.6147629310344828,0.7413793103448276,0.12661637931034486,0.2812954825347067,1.0
1521,0.7600110249242036,0.9917313068472654,0.23172028192306182,0.3462434718488583,1.0
1522,0.7737561369577691,0.9151984017342883,0.14144226477651922,0.3536955064233974,1.0
1523,0.6211915914985869,0.8008207192907746,0.17962912779218765,0.28745939515944546,1.0
1524,0.7766727476019537,0.983522626964044,0.20684987936209032,0.3652894507363995,1.0
1525,0.7292685813476408,0.9295802430172005,0.20031166166955972,0.33749210983115036,1.0
1526,0.653618483864808,0.9398510597670422,0.28623257590223417,0.3001041540090614,1.0
1527,0.733807437675579,0.9381175962124039,0.20431015853682488,0.3434580565889132,1.0
1528,0.7408742676881479,0.9408517350157729,0.199977467327625,0.3397824572903438,1.0
1529,0.9103377606116738,1.0,0.08966223938832618,0.41099522398541033,1.0
1530,0.7191574724172517,0.8567703109327983,0.13761283851554662,0.32722348864776146,1.0
1531,0.7865232474898586,0.9344701628150297,0.14794691532517112,0.36167313844033316,1.0
1532,0.8527125602901903,1.0,0.14728743970980973,0.3878140434922833,1.0
1533,0.6806177465046149,0.9424289500137075,0.2618112035090926,0.3157119952148738,1.0
1534,0.678120681713496,0.8258866881621373,0.14776600644864124,0.31335957455717933,1.0
1535,0.7060591827148897,0.8658525129168624,0.15979333020197273,0.3245638157051966,1.0
1536,0.8195977365678749,0.9843128466580761,0.16471511009020112,0.38216299359780787,1.0
1537,0.7129793510324484,0.9380530973451328,0.2250737463126844,0.3297908286403861,1.0
