replicate,best_static_cqs,promptonly_policy_cqs,promptstate_policy_cqs,state_incremental_value,crossfit_nonstatic_share
176,0.8176002367214085,0.8248794200325491,0.8248794200325491,0.0,0.10658085515608817
177,0.7885176520897004,0.7941302242513425,0.7941302242513425,0.0,0.05689921895634456
178,0.7739488015153415,0.7739488015153415,0.7739488015153415,0.0,0.1253255616373487
179,0.8270501592356688,0.8411325636942675,0.8411325636942675,0.0,0.10581541932059449
180,0.76227273298403,0.7739580584768869,0.7739580584768869,0.0,0.05607071506653097
181,0.6822032528211596,0.6822032528211596,0.6822032528211596,0.0,0.059223332363307145
182,0.7078385819996559,0.7247553900238464,0.7247553900238464,0.0,0.1281528873810753
183,0.7421773745602666,0.7495371227550452,0.7495371227550452,0.0,0.08720915879775348
184,0.7665670293218472,0.7743647345685889,0.7743647345685889,0.0,0.08397385912145854
185,0.8342733486085816,0.8444568474237707,0.8444568474237707,0.0,0.06778554595956629
186,0.790941232680363,0.7985379837553751,0.7985379837553751,0.0,0.1595126612517917
187,0.7526589964844999,0.7560147011824863,0.7560147011824863,0.0,0.15509427932246725
188,0.6110348729430741,0.6200179360321644,0.6200179360321644,0.0,0.17201136349957263
189,0.7095765506549472,0.7113009604141212,0.7113009604141212,0.0,0.08455520081983368
190,0.7142715714144284,0.7227042584185441,0.7227042584185441,0.0,0.09669127526270382
191,0.7595135398942134,0.7614920923852109,0.7614920923852109,0.0,0.10594159313046575
192,0.9021691399640952,0.9081747969054723,0.9081747969054723,0.0,0.08436656463507562
193,0.7308013355592653,0.7387014071070831,0.7387014071070831,0.0,0.07958369769722023
194,0.7215770210260939,0.7234966278906081,0.7234966278906081,0.0,0.15029242011236096
195,0.7743487561351319,0.7820196199492351,0.7820196199492351,0.0,0.07993601377013601
196,0.8041208808351583,0.8073968687795229,0.8073968687795229,0.0,0.08828631510636041
197,0.8559040463655158,0.8682698492995834,0.8682698492995834,0.0,0.0938832992961485
198,0.801296067433533,0.8029597236746205,0.8029597236746205,0.0,0.11238710904078333
199,0.7345373278569702,0.7405270999436256,0.7405270999436256,0.0,0.08519905505892458
200,0.8113510709631709,0.818894624308903,0.818894624308903,0.0,0.08647727128958389
