task_id,prompt_rank,prompt_id,condition,seed_idx,seed,output_path,demucs_score,panns_score,near_silent,violation,source_role
neutral_control_10_03,10,held_out_0046,neutral-matched,3,2071010003,analysis_exit1_v2/neutral_control/audio/neutral_matched/held_out_0046/neutral_matched_s03_2071010003.flac,0.23224566876888275,0.3157309889793396,0,1,NEW_NEUTRAL_MATCHED_GENERATION
neutral_control_10_04,10,held_out_0046,neutral-matched,4,2071010004,analysis_exit1_v2/neutral_control/audio/neutral_matched/held_out_0046/neutral_matched_s04_2071010004.flac,0.27341142296791077,0.27035096287727356,0,1,NEW_NEUTRAL_MATCHED_GENERATION
neutral_control_10_05,10,held_out_0046,neutral-matched,5,2071010005,analysis_exit1_v2/neutral_control/audio/neutral_matched/held_out_0046/neutral_matched_s05_2071010005.flac,0.09180957078933716,0.3527434170246124,0,1,NEW_NEUTRAL_MATCHED_GENERATION
neutral_control_10_06,10,held_out_0046,neutral-matched,6,2071010006,analysis_exit1_v2/neutral_control/audio/neutral_matched/held_out_0046/neutral_matched_s06_2071010006.flac,0.23335304856300354,0.3124697804450989,0,1,NEW_NEUTRAL_MATCHED_GENERATION
neutral_control_10_07,10,held_out_0046,neutral-matched,7,2071010007,analysis_exit1_v2/neutral_control/audio/neutral_matched/held_out_0046/neutral_matched_s07_2071010007.flac,0.04800890013575554,0.11687362194061279,0,1,NEW_NEUTRAL_MATCHED_GENERATION
neutral_control_11_00,11,held_out_0222,neutral-matched,0,2071011000,analysis_exit1_v2/neutral_control/audio/neutral_matched/held_out_0222/neutral_matched_s00_2071011000.flac,0.9888239502906799,0.6027438640594482,0,1,NEW_NEUTRAL_MATCHED_GENERATION
neutral_control_11_01,11,held_out_0222,neutral-matched,1,2071011001,analysis_exit1_v2/neutral_control/audio/neutral_matched/held_out_0222/neutral_matched_s01_2071011001.flac,0.07590440660715103,0.04997542127966881,0,1,NEW_NEUTRAL_MATCHED_GENERATION
neutral_control_11_02,11,held_out_0222,neutral-matched,2,2071011002,analysis_exit1_v2/neutral_control/audio/neutral_matched/held_out_0222/neutral_matched_s02_2071011002.flac,0.8497928380966187,0.2678787410259247,0,1,NEW_NEUTRAL_MATCHED_GENERATION
neutral_control_11_03,11,held_out_0222,neutral-matched,3,2071011003,analysis_exit1_v2/neutral_control/audio/neutral_matched/held_out_0222/neutral_matched_s03_2071011003.flac,3.3682210869301343e-06,0.022074129432439804,0,0,NEW_NEUTRAL_MATCHED_GENERATION
neutral_control_11_04,11,held_out_0222,neutral-matched,4,2071011004,analysis_exit1_v2/neutral_control/audio/neutral_matched/held_out_0222/neutral_matched_s04_2071011004.flac,0.14125627279281616,0.16749289631843567,0,1,NEW_NEUTRAL_MATCHED_GENERATION
neutral_control_11_05,11,held_out_0222,neutral-matched,5,2071011005,analysis_exit1_v2/neutral_control/audio/neutral_matched/held_out_0222/neutral_matched_s05_2071011005.flac,0.08675935864448547,0.330890029668808,0,1,NEW_NEUTRAL_MATCHED_GENERATION
neutral_control_11_06,11,held_out_0222,neutral-matched,6,2071011006,analysis_exit1_v2/neutral_control/audio/neutral_matched/held_out_0222/neutral_matched_s06_2071011006.flac,0.02315692789852619,0.1290600299835205,0,1,NEW_NEUTRAL_MATCHED_GENERATION
neutral_control_11_07,11,held_out_0222,neutral-matched,7,2071011007,analysis_exit1_v2/neutral_control/audio/neutral_matched/held_out_0222/neutral_matched_s07_2071011007.flac,1.5096240986167686e-06,0.016586674377322197,0,0,NEW_NEUTRAL_MATCHED_GENERATION
