task_id,prompt_rank,prompt_id,condition,seed_idx,seed,cfg_scale,duration_seconds,inference_steps,neutral_insertion,neutral_full_text_sha256,generation_config_sha256,output_path
neutral_control_07_04,7,held_out_0088,neutral_matched,4,2071007004,5.0,15.0,30,"studio recording, carefully produced, cleanly mixed, balanced acoustics",2889ce4b64edf01492bcc870bf60341408451f59769ae69af22e1bb199224673,f111b24871aa09474f505ac8e484a7d64b650661c944fb88dd6af783846e9348,analysis_exit1_v2/neutral_control/audio/neutral_matched/held_out_0088/neutral_matched_s04_2071007004.flac
neutral_control_07_05,7,held_out_0088,neutral_matched,5,2071007005,5.0,15.0,30,"studio recording, carefully produced, cleanly mixed, balanced acoustics",2889ce4b64edf01492bcc870bf60341408451f59769ae69af22e1bb199224673,f111b24871aa09474f505ac8e484a7d64b650661c944fb88dd6af783846e9348,analysis_exit1_v2/neutral_control/audio/neutral_matched/held_out_0088/neutral_matched_s05_2071007005.flac
neutral_control_07_06,7,held_out_0088,neutral_matched,6,2071007006,5.0,15.0,30,"studio recording, carefully produced, cleanly mixed, balanced acoustics",2889ce4b64edf01492bcc870bf60341408451f59769ae69af22e1bb199224673,f111b24871aa09474f505ac8e484a7d64b650661c944fb88dd6af783846e9348,analysis_exit1_v2/neutral_control/audio/neutral_matched/held_out_0088/neutral_matched_s06_2071007006.flac
neutral_control_07_07,7,held_out_0088,neutral_matched,7,2071007007,5.0,15.0,30,"studio recording, carefully produced, cleanly mixed, balanced acoustics",2889ce4b64edf01492bcc870bf60341408451f59769ae69af22e1bb199224673,f111b24871aa09474f505ac8e484a7d64b650661c944fb88dd6af783846e9348,analysis_exit1_v2/neutral_control/audio/neutral_matched/held_out_0088/neutral_matched_s07_2071007007.flac
neutral_control_08_00,8,held_out_0040,neutral_matched,0,2071008000,5.0,15.0,30,"studio recording, carefully produced, cleanly mixed, balanced acoustics",8d23b2a4c1b26c0e5ea8ab585c1ebea533936edf171a2494bc38b6b7427149e8,f111b24871aa09474f505ac8e484a7d64b650661c944fb88dd6af783846e9348,analysis_exit1_v2/neutral_control/audio/neutral_matched/held_out_0040/neutral_matched_s00_2071008000.flac
neutral_control_08_01,8,held_out_0040,neutral_matched,1,2071008001,5.0,15.0,30,"studio recording, carefully produced, cleanly mixed, balanced acoustics",8d23b2a4c1b26c0e5ea8ab585c1ebea533936edf171a2494bc38b6b7427149e8,f111b24871aa09474f505ac8e484a7d64b650661c944fb88dd6af783846e9348,analysis_exit1_v2/neutral_control/audio/neutral_matched/held_out_0040/neutral_matched_s01_2071008001.flac
neutral_control_08_02,8,held_out_0040,neutral_matched,2,2071008002,5.0,15.0,30,"studio recording, carefully produced, cleanly mixed, balanced acoustics",8d23b2a4c1b26c0e5ea8ab585c1ebea533936edf171a2494bc38b6b7427149e8,f111b24871aa09474f505ac8e484a7d64b650661c944fb88dd6af783846e9348,analysis_exit1_v2/neutral_control/audio/neutral_matched/held_out_0040/neutral_matched_s02_2071008002.flac
neutral_control_08_03,8,held_out_0040,neutral_matched,3,2071008003,5.0,15.0,30,"studio recording, carefully produced, cleanly mixed, balanced acoustics",8d23b2a4c1b26c0e5ea8ab585c1ebea533936edf171a2494bc38b6b7427149e8,f111b24871aa09474f505ac8e484a7d64b650661c944fb88dd6af783846e9348,analysis_exit1_v2/neutral_control/audio/neutral_matched/held_out_0040/neutral_matched_s03_2071008003.flac
neutral_control_08_04,8,held_out_0040,neutral_matched,4,2071008004,5.0,15.0,30,"studio recording, carefully produced, cleanly mixed, balanced acoustics",8d23b2a4c1b26c0e5ea8ab585c1ebea533936edf171a2494bc38b6b7427149e8,f111b24871aa09474f505ac8e484a7d64b650661c944fb88dd6af783846e9348,analysis_exit1_v2/neutral_control/audio/neutral_matched/held_out_0040/neutral_matched_s04_2071008004.flac
neutral_control_08_05,8,held_out_0040,neutral_matched,5,2071008005,5.0,15.0,30,"studio recording, carefully produced, cleanly mixed, balanced acoustics",8d23b2a4c1b26c0e5ea8ab585c1ebea533936edf171a2494bc38b6b7427149e8,f111b24871aa09474f505ac8e484a7d64b650661c944fb88dd6af783846e9348,analysis_exit1_v2/neutral_control/audio/neutral_matched/held_out_0040/neutral_matched_s05_2071008005.flac
neutral_control_08_06,8,held_out_0040,neutral_matched,6,2071008006,5.0,15.0,30,"studio recording, carefully produced, cleanly mixed, balanced acoustics",8d23b2a4c1b26c0e5ea8ab585c1ebea533936edf171a2494bc38b6b7427149e8,f111b24871aa09474f505ac8e484a7d64b650661c944fb88dd6af783846e9348,analysis_exit1_v2/neutral_control/audio/neutral_matched/held_out_0040/neutral_matched_s06_2071008006.flac
neutral_control_08_07,8,held_out_0040,neutral_matched,7,2071008007,5.0,15.0,30,"studio recording, carefully produced, cleanly mixed, balanced acoustics",8d23b2a4c1b26c0e5ea8ab585c1ebea533936edf171a2494bc38b6b7427149e8,f111b24871aa09474f505ac8e484a7d64b650661c944fb88dd6af783846e9348,analysis_exit1_v2/neutral_control/audio/neutral_matched/held_out_0040/neutral_matched_s07_2071008007.flac
neutral_control_09_00,9,held_out_0059,neutral_matched,0,2071009000,5.0,15.0,30,"studio recording, carefully produced, cleanly mixed, balanced acoustics",423208a02319dea2dc9897d55fa1c0475439564f18b27cd271dea27aa00e98d1,f111b24871aa09474f505ac8e484a7d64b650661c944fb88dd6af783846e9348,analysis_exit1_v2/neutral_control/audio/neutral_matched/held_out_0059/neutral_matched_s00_2071009000.flac
neutral_control_09_01,9,held_out_0059,neutral_matched,1,2071009001,5.0,15.0,30,"studio recording, carefully produced, cleanly mixed, balanced acoustics",423208a02319dea2dc9897d55fa1c0475439564f18b27cd271dea27aa00e98d1,f111b24871aa09474f505ac8e484a7d64b650661c944fb88dd6af783846e9348,analysis_exit1_v2/neutral_control/audio/neutral_matched/held_out_0059/neutral_matched_s01_2071009001.flac
neutral_control_09_02,9,held_out_0059,neutral_matched,2,2071009002,5.0,15.0,30,"studio recording, carefully produced, cleanly mixed, balanced acoustics",423208a02319dea2dc9897d55fa1c0475439564f18b27cd271dea27aa00e98d1,f111b24871aa09474f505ac8e484a7d64b650661c944fb88dd6af783846e9348,analysis_exit1_v2/neutral_control/audio/neutral_matched/held_out_0059/neutral_matched_s02_2071009002.flac
neutral_control_09_03,9,held_out_0059,neutral_matched,3,2071009003,5.0,15.0,30,"studio recording, carefully produced, cleanly mixed, balanced acoustics",423208a02319dea2dc9897d55fa1c0475439564f18b27cd271dea27aa00e98d1,f111b24871aa09474f505ac8e484a7d64b650661c944fb88dd6af783846e9348,analysis_exit1_v2/neutral_control/audio/neutral_matched/held_out_0059/neutral_matched_s03_2071009003.flac
neutral_control_09_04,9,held_out_0059,neutral_matched,4,2071009004,5.0,15.0,30,"studio recording, carefully produced, cleanly mixed, balanced acoustics",423208a02319dea2dc9897d55fa1c0475439564f18b27cd271dea27aa00e98d1,f111b24871aa09474f505ac8e484a7d64b650661c944fb88dd6af783846e9348,analysis_exit1_v2/neutral_control/audio/neutral_matched/held_out_0059/neutral_matched_s04_2071009004.flac
neutral_control_09_05,9,held_out_0059,neutral_matched,5,2071009005,5.0,15.0,30,"studio recording, carefully produced, cleanly mixed, balanced acoustics",423208a02319dea2dc9897d55fa1c0475439564f18b27cd271dea27aa00e98d1,f111b24871aa09474f505ac8e484a7d64b650661c944fb88dd6af783846e9348,analysis_exit1_v2/neutral_control/audio/neutral_matched/held_out_0059/neutral_matched_s05_2071009005.flac
neutral_control_09_06,9,held_out_0059,neutral_matched,6,2071009006,5.0,15.0,30,"studio recording, carefully produced, cleanly mixed, balanced acoustics",423208a02319dea2dc9897d55fa1c0475439564f18b27cd271dea27aa00e98d1,f111b24871aa09474f505ac8e484a7d64b650661c944fb88dd6af783846e9348,analysis_exit1_v2/neutral_control/audio/neutral_matched/held_out_0059/neutral_matched_s06_2071009006.flac
neutral_control_09_07,9,held_out_0059,neutral_matched,7,2071009007,5.0,15.0,30,"studio recording, carefully produced, cleanly mixed, balanced acoustics",423208a02319dea2dc9897d55fa1c0475439564f18b27cd271dea27aa00e98d1,f111b24871aa09474f505ac8e484a7d64b650661c944fb88dd6af783846e9348,analysis_exit1_v2/neutral_control/audio/neutral_matched/held_out_0059/neutral_matched_s07_2071009007.flac
neutral_control_10_00,10,held_out_0046,neutral_matched,0,2071010000,5.0,15.0,30,"studio recording, carefully produced, cleanly mixed, balanced acoustics",93287d63c137d8916910a511adc6cddec83bae498bd15def59bb214261015a79,f111b24871aa09474f505ac8e484a7d64b650661c944fb88dd6af783846e9348,analysis_exit1_v2/neutral_control/audio/neutral_matched/held_out_0046/neutral_matched_s00_2071010000.flac
neutral_control_10_01,10,held_out_0046,neutral_matched,1,2071010001,5.0,15.0,30,"studio recording, carefully produced, cleanly mixed, balanced acoustics",93287d63c137d8916910a511adc6cddec83bae498bd15def59bb214261015a79,f111b24871aa09474f505ac8e484a7d64b650661c944fb88dd6af783846e9348,analysis_exit1_v2/neutral_control/audio/neutral_matched/held_out_0046/neutral_matched_s01_2071010001.flac
neutral_control_10_02,10,held_out_0046,neutral_matched,2,2071010002,5.0,15.0,30,"studio recording, carefully produced, cleanly mixed, balanced acoustics",93287d63c137d8916910a511adc6cddec83bae498bd15def59bb214261015a79,f111b24871aa09474f505ac8e484a7d64b650661c944fb88dd6af783846e9348,analysis_exit1_v2/neutral_control/audio/neutral_matched/held_out_0046/neutral_matched_s02_2071010002.flac
neutral_control_10_03,10,held_out_0046,neutral_matched,3,2071010003,5.0,15.0,30,"studio recording, carefully produced, cleanly mixed, balanced acoustics",93287d63c137d8916910a511adc6cddec83bae498bd15def59bb214261015a79,f111b24871aa09474f505ac8e484a7d64b650661c944fb88dd6af783846e9348,analysis_exit1_v2/neutral_control/audio/neutral_matched/held_out_0046/neutral_matched_s03_2071010003.flac
neutral_control_10_04,10,held_out_0046,neutral_matched,4,2071010004,5.0,15.0,30,"studio recording, carefully produced, cleanly mixed, balanced acoustics",93287d63c137d8916910a511adc6cddec83bae498bd15def59bb214261015a79,f111b24871aa09474f505ac8e484a7d64b650661c944fb88dd6af783846e9348,analysis_exit1_v2/neutral_control/audio/neutral_matched/held_out_0046/neutral_matched_s04_2071010004.flac
neutral_control_10_05,10,held_out_0046,neutral_matched,5,2071010005,5.0,15.0,30,"studio recording, carefully produced, cleanly mixed, balanced acoustics",93287d63c137d8916910a511adc6cddec83bae498bd15def59bb214261015a79,f111b24871aa09474f505ac8e484a7d64b650661c944fb88dd6af783846e9348,analysis_exit1_v2/neutral_control/audio/neutral_matched/held_out_0046/neutral_matched_s05_2071010005.flac
neutral_control_10_06,10,held_out_0046,neutral_matched,6,2071010006,5.0,15.0,30,"studio recording, carefully produced, cleanly mixed, balanced acoustics",93287d63c137d8916910a511adc6cddec83bae498bd15def59bb214261015a79,f111b24871aa09474f505ac8e484a7d64b650661c944fb88dd6af783846e9348,analysis_exit1_v2/neutral_control/audio/neutral_matched/held_out_0046/neutral_matched_s06_2071010006.flac
neutral_control_10_07,10,held_out_0046,neutral_matched,7,2071010007,5.0,15.0,30,"studio recording, carefully produced, cleanly mixed, balanced acoustics",93287d63c137d8916910a511adc6cddec83bae498bd15def59bb214261015a79,f111b24871aa09474f505ac8e484a7d64b650661c944fb88dd6af783846e9348,analysis_exit1_v2/neutral_control/audio/neutral_matched/held_out_0046/neutral_matched_s07_2071010007.flac
neutral_control_11_00,11,held_out_0222,neutral_matched,0,2071011000,5.0,15.0,30,"studio recording, carefully produced, cleanly mixed, balanced acoustics",877d9692303253b6369d88563c7d35682df5ec16f093fa2d16e4e15ab7eccbe6,f111b24871aa09474f505ac8e484a7d64b650661c944fb88dd6af783846e9348,analysis_exit1_v2/neutral_control/audio/neutral_matched/held_out_0222/neutral_matched_s00_2071011000.flac
neutral_control_11_01,11,held_out_0222,neutral_matched,1,2071011001,5.0,15.0,30,"studio recording, carefully produced, cleanly mixed, balanced acoustics",877d9692303253b6369d88563c7d35682df5ec16f093fa2d16e4e15ab7eccbe6,f111b24871aa09474f505ac8e484a7d64b650661c944fb88dd6af783846e9348,analysis_exit1_v2/neutral_control/audio/neutral_matched/held_out_0222/neutral_matched_s01_2071011001.flac
neutral_control_11_02,11,held_out_0222,neutral_matched,2,2071011002,5.0,15.0,30,"studio recording, carefully produced, cleanly mixed, balanced acoustics",877d9692303253b6369d88563c7d35682df5ec16f093fa2d16e4e15ab7eccbe6,f111b24871aa09474f505ac8e484a7d64b650661c944fb88dd6af783846e9348,analysis_exit1_v2/neutral_control/audio/neutral_matched/held_out_0222/neutral_matched_s02_2071011002.flac
neutral_control_11_03,11,held_out_0222,neutral_matched,3,2071011003,5.0,15.0,30,"studio recording, carefully produced, cleanly mixed, balanced acoustics",877d9692303253b6369d88563c7d35682df5ec16f093fa2d16e4e15ab7eccbe6,f111b24871aa09474f505ac8e484a7d64b650661c944fb88dd6af783846e9348,analysis_exit1_v2/neutral_control/audio/neutral_matched/held_out_0222/neutral_matched_s03_2071011003.flac
neutral_control_11_04,11,held_out_0222,neutral_matched,4,2071011004,5.0,15.0,30,"studio recording, carefully produced, cleanly mixed, balanced acoustics",877d9692303253b6369d88563c7d35682df5ec16f093fa2d16e4e15ab7eccbe6,f111b24871aa09474f505ac8e484a7d64b650661c944fb88dd6af783846e9348,analysis_exit1_v2/neutral_control/audio/neutral_matched/held_out_0222/neutral_matched_s04_2071011004.flac
neutral_control_11_05,11,held_out_0222,neutral_matched,5,2071011005,5.0,15.0,30,"studio recording, carefully produced, cleanly mixed, balanced acoustics",877d9692303253b6369d88563c7d35682df5ec16f093fa2d16e4e15ab7eccbe6,f111b24871aa09474f505ac8e484a7d64b650661c944fb88dd6af783846e9348,analysis_exit1_v2/neutral_control/audio/neutral_matched/held_out_0222/neutral_matched_s05_2071011005.flac
neutral_control_11_06,11,held_out_0222,neutral_matched,6,2071011006,5.0,15.0,30,"studio recording, carefully produced, cleanly mixed, balanced acoustics",877d9692303253b6369d88563c7d35682df5ec16f093fa2d16e4e15ab7eccbe6,f111b24871aa09474f505ac8e484a7d64b650661c944fb88dd6af783846e9348,analysis_exit1_v2/neutral_control/audio/neutral_matched/held_out_0222/neutral_matched_s06_2071011006.flac
neutral_control_11_07,11,held_out_0222,neutral_matched,7,2071011007,5.0,15.0,30,"studio recording, carefully produced, cleanly mixed, balanced acoustics",877d9692303253b6369d88563c7d35682df5ec16f093fa2d16e4e15ab7eccbe6,f111b24871aa09474f505ac8e484a7d64b650661c944fb88dd6af783846e9348,analysis_exit1_v2/neutral_control/audio/neutral_matched/held_out_0222/neutral_matched_s07_2071011007.flac
neutral_control_12_00,12,held_out_0173,neutral_matched,0,2071012000,5.0,15.0,30,"studio recording, carefully produced, cleanly mixed, balanced acoustics",8e760056e78ee5c9363a10ebf15292249012395e2b41cb9041417254f02b7436,f111b24871aa09474f505ac8e484a7d64b650661c944fb88dd6af783846e9348,analysis_exit1_v2/neutral_control/audio/neutral_matched/held_out_0173/neutral_matched_s00_2071012000.flac
neutral_control_12_01,12,held_out_0173,neutral_matched,1,2071012001,5.0,15.0,30,"studio recording, carefully produced, cleanly mixed, balanced acoustics",8e760056e78ee5c9363a10ebf15292249012395e2b41cb9041417254f02b7436,f111b24871aa09474f505ac8e484a7d64b650661c944fb88dd6af783846e9348,analysis_exit1_v2/neutral_control/audio/neutral_matched/held_out_0173/neutral_matched_s01_2071012001.flac
neutral_control_12_02,12,held_out_0173,neutral_matched,2,2071012002,5.0,15.0,30,"studio recording, carefully produced, cleanly mixed, balanced acoustics",8e760056e78ee5c9363a10ebf15292249012395e2b41cb9041417254f02b7436,f111b24871aa09474f505ac8e484a7d64b650661c944fb88dd6af783846e9348,analysis_exit1_v2/neutral_control/audio/neutral_matched/held_out_0173/neutral_matched_s02_2071012002.flac
neutral_control_12_03,12,held_out_0173,neutral_matched,3,2071012003,5.0,15.0,30,"studio recording, carefully produced, cleanly mixed, balanced acoustics",8e760056e78ee5c9363a10ebf15292249012395e2b41cb9041417254f02b7436,f111b24871aa09474f505ac8e484a7d64b650661c944fb88dd6af783846e9348,analysis_exit1_v2/neutral_control/audio/neutral_matched/held_out_0173/neutral_matched_s03_2071012003.flac
neutral_control_12_04,12,held_out_0173,neutral_matched,4,2071012004,5.0,15.0,30,"studio recording, carefully produced, cleanly mixed, balanced acoustics",8e760056e78ee5c9363a10ebf15292249012395e2b41cb9041417254f02b7436,f111b24871aa09474f505ac8e484a7d64b650661c944fb88dd6af783846e9348,analysis_exit1_v2/neutral_control/audio/neutral_matched/held_out_0173/neutral_matched_s04_2071012004.flac
neutral_control_12_05,12,held_out_0173,neutral_matched,5,2071012005,5.0,15.0,30,"studio recording, carefully produced, cleanly mixed, balanced acoustics",8e760056e78ee5c9363a10ebf15292249012395e2b41cb9041417254f02b7436,f111b24871aa09474f505ac8e484a7d64b650661c944fb88dd6af783846e9348,analysis_exit1_v2/neutral_control/audio/neutral_matched/held_out_0173/neutral_matched_s05_2071012005.flac
neutral_control_12_06,12,held_out_0173,neutral_matched,6,2071012006,5.0,15.0,30,"studio recording, carefully produced, cleanly mixed, balanced acoustics",8e760056e78ee5c9363a10ebf15292249012395e2b41cb9041417254f02b7436,f111b24871aa09474f505ac8e484a7d64b650661c944fb88dd6af783846e9348,analysis_exit1_v2/neutral_control/audio/neutral_matched/held_out_0173/neutral_matched_s06_2071012006.flac
neutral_control_12_07,12,held_out_0173,neutral_matched,7,2071012007,5.0,15.0,30,"studio recording, carefully produced, cleanly mixed, balanced acoustics",8e760056e78ee5c9363a10ebf15292249012395e2b41cb9041417254f02b7436,f111b24871aa09474f505ac8e484a7d64b650661c944fb88dd6af783846e9348,analysis_exit1_v2/neutral_control/audio/neutral_matched/held_out_0173/neutral_matched_s07_2071012007.flac
neutral_control_13_00,13,held_out_0236,neutral_matched,0,2071013000,5.0,15.0,30,"studio recording, carefully produced, cleanly mixed, balanced acoustics",3e253fc596f9665520079a1604993e20ea95be560e8db908511e671fe7332a6a,f111b24871aa09474f505ac8e484a7d64b650661c944fb88dd6af783846e9348,analysis_exit1_v2/neutral_control/audio/neutral_matched/held_out_0236/neutral_matched_s00_2071013000.flac
neutral_control_13_01,13,held_out_0236,neutral_matched,1,2071013001,5.0,15.0,30,"studio recording, carefully produced, cleanly mixed, balanced acoustics",3e253fc596f9665520079a1604993e20ea95be560e8db908511e671fe7332a6a,f111b24871aa09474f505ac8e484a7d64b650661c944fb88dd6af783846e9348,analysis_exit1_v2/neutral_control/audio/neutral_matched/held_out_0236/neutral_matched_s01_2071013001.flac
neutral_control_13_02,13,held_out_0236,neutral_matched,2,2071013002,5.0,15.0,30,"studio recording, carefully produced, cleanly mixed, balanced acoustics",3e253fc596f9665520079a1604993e20ea95be560e8db908511e671fe7332a6a,f111b24871aa09474f505ac8e484a7d64b650661c944fb88dd6af783846e9348,analysis_exit1_v2/neutral_control/audio/neutral_matched/held_out_0236/neutral_matched_s02_2071013002.flac
neutral_control_13_03,13,held_out_0236,neutral_matched,3,2071013003,5.0,15.0,30,"studio recording, carefully produced, cleanly mixed, balanced acoustics",3e253fc596f9665520079a1604993e20ea95be560e8db908511e671fe7332a6a,f111b24871aa09474f505ac8e484a7d64b650661c944fb88dd6af783846e9348,analysis_exit1_v2/neutral_control/audio/neutral_matched/held_out_0236/neutral_matched_s03_2071013003.flac
neutral_control_13_04,13,held_out_0236,neutral_matched,4,2071013004,5.0,15.0,30,"studio recording, carefully produced, cleanly mixed, balanced acoustics",3e253fc596f9665520079a1604993e20ea95be560e8db908511e671fe7332a6a,f111b24871aa09474f505ac8e484a7d64b650661c944fb88dd6af783846e9348,analysis_exit1_v2/neutral_control/audio/neutral_matched/held_out_0236/neutral_matched_s04_2071013004.flac
neutral_control_13_05,13,held_out_0236,neutral_matched,5,2071013005,5.0,15.0,30,"studio recording, carefully produced, cleanly mixed, balanced acoustics",3e253fc596f9665520079a1604993e20ea95be560e8db908511e671fe7332a6a,f111b24871aa09474f505ac8e484a7d64b650661c944fb88dd6af783846e9348,analysis_exit1_v2/neutral_control/audio/neutral_matched/held_out_0236/neutral_matched_s05_2071013005.flac
neutral_control_13_06,13,held_out_0236,neutral_matched,6,2071013006,5.0,15.0,30,"studio recording, carefully produced, cleanly mixed, balanced acoustics",3e253fc596f9665520079a1604993e20ea95be560e8db908511e671fe7332a6a,f111b24871aa09474f505ac8e484a7d64b650661c944fb88dd6af783846e9348,analysis_exit1_v2/neutral_control/audio/neutral_matched/held_out_0236/neutral_matched_s06_2071013006.flac
neutral_control_13_07,13,held_out_0236,neutral_matched,7,2071013007,5.0,15.0,30,"studio recording, carefully produced, cleanly mixed, balanced acoustics",3e253fc596f9665520079a1604993e20ea95be560e8db908511e671fe7332a6a,f111b24871aa09474f505ac8e484a7d64b650661c944fb88dd6af783846e9348,analysis_exit1_v2/neutral_control/audio/neutral_matched/held_out_0236/neutral_matched_s07_2071013007.flac
neutral_control_14_00,14,held_out_0207,neutral_matched,0,2071014000,5.0,15.0,30,"studio recording, carefully produced, cleanly mixed, balanced acoustics",fb838369190fa8d1a540679f1a633847d0e97151fedf20370ab173b556d93e1a,f111b24871aa09474f505ac8e484a7d64b650661c944fb88dd6af783846e9348,analysis_exit1_v2/neutral_control/audio/neutral_matched/held_out_0207/neutral_matched_s00_2071014000.flac
neutral_control_14_01,14,held_out_0207,neutral_matched,1,2071014001,5.0,15.0,30,"studio recording, carefully produced, cleanly mixed, balanced acoustics",fb838369190fa8d1a540679f1a633847d0e97151fedf20370ab173b556d93e1a,f111b24871aa09474f505ac8e484a7d64b650661c944fb88dd6af783846e9348,analysis_exit1_v2/neutral_control/audio/neutral_matched/held_out_0207/neutral_matched_s01_2071014001.flac
neutral_control_14_02,14,held_out_0207,neutral_matched,2,2071014002,5.0,15.0,30,"studio recording, carefully produced, cleanly mixed, balanced acoustics",fb838369190fa8d1a540679f1a633847d0e97151fedf20370ab173b556d93e1a,f111b24871aa09474f505ac8e484a7d64b650661c944fb88dd6af783846e9348,analysis_exit1_v2/neutral_control/audio/neutral_matched/held_out_0207/neutral_matched_s02_2071014002.flac
neutral_control_14_03,14,held_out_0207,neutral_matched,3,2071014003,5.0,15.0,30,"studio recording, carefully produced, cleanly mixed, balanced acoustics",fb838369190fa8d1a540679f1a633847d0e97151fedf20370ab173b556d93e1a,f111b24871aa09474f505ac8e484a7d64b650661c944fb88dd6af783846e9348,analysis_exit1_v2/neutral_control/audio/neutral_matched/held_out_0207/neutral_matched_s03_2071014003.flac
neutral_control_14_04,14,held_out_0207,neutral_matched,4,2071014004,5.0,15.0,30,"studio recording, carefully produced, cleanly mixed, balanced acoustics",fb838369190fa8d1a540679f1a633847d0e97151fedf20370ab173b556d93e1a,f111b24871aa09474f505ac8e484a7d64b650661c944fb88dd6af783846e9348,analysis_exit1_v2/neutral_control/audio/neutral_matched/held_out_0207/neutral_matched_s04_2071014004.flac
neutral_control_14_05,14,held_out_0207,neutral_matched,5,2071014005,5.0,15.0,30,"studio recording, carefully produced, cleanly mixed, balanced acoustics",fb838369190fa8d1a540679f1a633847d0e97151fedf20370ab173b556d93e1a,f111b24871aa09474f505ac8e484a7d64b650661c944fb88dd6af783846e9348,analysis_exit1_v2/neutral_control/audio/neutral_matched/held_out_0207/neutral_matched_s05_2071014005.flac
neutral_control_14_06,14,held_out_0207,neutral_matched,6,2071014006,5.0,15.0,30,"studio recording, carefully produced, cleanly mixed, balanced acoustics",fb838369190fa8d1a540679f1a633847d0e97151fedf20370ab173b556d93e1a,f111b24871aa09474f505ac8e484a7d64b650661c944fb88dd6af783846e9348,analysis_exit1_v2/neutral_control/audio/neutral_matched/held_out_0207/neutral_matched_s06_2071014006.flac
neutral_control_14_07,14,held_out_0207,neutral_matched,7,2071014007,5.0,15.0,30,"studio recording, carefully produced, cleanly mixed, balanced acoustics",fb838369190fa8d1a540679f1a633847d0e97151fedf20370ab173b556d93e1a,f111b24871aa09474f505ac8e484a7d64b650661c944fb88dd6af783846e9348,analysis_exit1_v2/neutral_control/audio/neutral_matched/held_out_0207/neutral_matched_s07_2071014007.flac
neutral_control_15_00,15,held_out_0192,neutral_matched,0,2071015000,5.0,15.0,30,"studio recording, carefully produced, cleanly mixed, balanced acoustics",2c7ede3c55402b967a43d4d1e16f4abb633e4f980710b49f5f688d99c8896b1c,f111b24871aa09474f505ac8e484a7d64b650661c944fb88dd6af783846e9348,analysis_exit1_v2/neutral_control/audio/neutral_matched/held_out_0192/neutral_matched_s00_2071015000.flac
neutral_control_15_01,15,held_out_0192,neutral_matched,1,2071015001,5.0,15.0,30,"studio recording, carefully produced, cleanly mixed, balanced acoustics",2c7ede3c55402b967a43d4d1e16f4abb633e4f980710b49f5f688d99c8896b1c,f111b24871aa09474f505ac8e484a7d64b650661c944fb88dd6af783846e9348,analysis_exit1_v2/neutral_control/audio/neutral_matched/held_out_0192/neutral_matched_s01_2071015001.flac
neutral_control_15_02,15,held_out_0192,neutral_matched,2,2071015002,5.0,15.0,30,"studio recording, carefully produced, cleanly mixed, balanced acoustics",2c7ede3c55402b967a43d4d1e16f4abb633e4f980710b49f5f688d99c8896b1c,f111b24871aa09474f505ac8e484a7d64b650661c944fb88dd6af783846e9348,analysis_exit1_v2/neutral_control/audio/neutral_matched/held_out_0192/neutral_matched_s02_2071015002.flac
neutral_control_15_03,15,held_out_0192,neutral_matched,3,2071015003,5.0,15.0,30,"studio recording, carefully produced, cleanly mixed, balanced acoustics",2c7ede3c55402b967a43d4d1e16f4abb633e4f980710b49f5f688d99c8896b1c,f111b24871aa09474f505ac8e484a7d64b650661c944fb88dd6af783846e9348,analysis_exit1_v2/neutral_control/audio/neutral_matched/held_out_0192/neutral_matched_s03_2071015003.flac
neutral_control_15_04,15,held_out_0192,neutral_matched,4,2071015004,5.0,15.0,30,"studio recording, carefully produced, cleanly mixed, balanced acoustics",2c7ede3c55402b967a43d4d1e16f4abb633e4f980710b49f5f688d99c8896b1c,f111b24871aa09474f505ac8e484a7d64b650661c944fb88dd6af783846e9348,analysis_exit1_v2/neutral_control/audio/neutral_matched/held_out_0192/neutral_matched_s04_2071015004.flac
neutral_control_15_05,15,held_out_0192,neutral_matched,5,2071015005,5.0,15.0,30,"studio recording, carefully produced, cleanly mixed, balanced acoustics",2c7ede3c55402b967a43d4d1e16f4abb633e4f980710b49f5f688d99c8896b1c,f111b24871aa09474f505ac8e484a7d64b650661c944fb88dd6af783846e9348,analysis_exit1_v2/neutral_control/audio/neutral_matched/held_out_0192/neutral_matched_s05_2071015005.flac
neutral_control_15_06,15,held_out_0192,neutral_matched,6,2071015006,5.0,15.0,30,"studio recording, carefully produced, cleanly mixed, balanced acoustics",2c7ede3c55402b967a43d4d1e16f4abb633e4f980710b49f5f688d99c8896b1c,f111b24871aa09474f505ac8e484a7d64b650661c944fb88dd6af783846e9348,analysis_exit1_v2/neutral_control/audio/neutral_matched/held_out_0192/neutral_matched_s06_2071015006.flac
neutral_control_15_07,15,held_out_0192,neutral_matched,7,2071015007,5.0,15.0,30,"studio recording, carefully produced, cleanly mixed, balanced acoustics",2c7ede3c55402b967a43d4d1e16f4abb633e4f980710b49f5f688d99c8896b1c,f111b24871aa09474f505ac8e484a7d64b650661c944fb88dd6af783846e9348,analysis_exit1_v2/neutral_control/audio/neutral_matched/held_out_0192/neutral_matched_s07_2071015007.flac
neutral_control_16_00,16,held_out_0130,neutral_matched,0,2071016000,5.0,15.0,30,"studio recording, carefully produced, cleanly mixed, balanced acoustics",97a6ee919dd3192f0b6af70f1225758a7859785dfbb5154e27bba027bf2476a3,f111b24871aa09474f505ac8e484a7d64b650661c944fb88dd6af783846e9348,analysis_exit1_v2/neutral_control/audio/neutral_matched/held_out_0130/neutral_matched_s00_2071016000.flac
