task_id,prompt_rank,prompt_id,condition,seed_idx,seed,cfg_scale,duration_seconds,inference_steps,neutral_insertion,neutral_full_text_sha256,generation_config_sha256,output_path
neutral_control_16_01,16,held_out_0130,neutral_matched,1,2071016001,5.0,15.0,30,"studio recording, carefully produced, cleanly mixed, balanced acoustics",97a6ee919dd3192f0b6af70f1225758a7859785dfbb5154e27bba027bf2476a3,f111b24871aa09474f505ac8e484a7d64b650661c944fb88dd6af783846e9348,analysis_exit1_v2/neutral_control/audio/neutral_matched/held_out_0130/neutral_matched_s01_2071016001.flac
neutral_control_16_02,16,held_out_0130,neutral_matched,2,2071016002,5.0,15.0,30,"studio recording, carefully produced, cleanly mixed, balanced acoustics",97a6ee919dd3192f0b6af70f1225758a7859785dfbb5154e27bba027bf2476a3,f111b24871aa09474f505ac8e484a7d64b650661c944fb88dd6af783846e9348,analysis_exit1_v2/neutral_control/audio/neutral_matched/held_out_0130/neutral_matched_s02_2071016002.flac
neutral_control_16_03,16,held_out_0130,neutral_matched,3,2071016003,5.0,15.0,30,"studio recording, carefully produced, cleanly mixed, balanced acoustics",97a6ee919dd3192f0b6af70f1225758a7859785dfbb5154e27bba027bf2476a3,f111b24871aa09474f505ac8e484a7d64b650661c944fb88dd6af783846e9348,analysis_exit1_v2/neutral_control/audio/neutral_matched/held_out_0130/neutral_matched_s03_2071016003.flac
neutral_control_16_04,16,held_out_0130,neutral_matched,4,2071016004,5.0,15.0,30,"studio recording, carefully produced, cleanly mixed, balanced acoustics",97a6ee919dd3192f0b6af70f1225758a7859785dfbb5154e27bba027bf2476a3,f111b24871aa09474f505ac8e484a7d64b650661c944fb88dd6af783846e9348,analysis_exit1_v2/neutral_control/audio/neutral_matched/held_out_0130/neutral_matched_s04_2071016004.flac
neutral_control_16_05,16,held_out_0130,neutral_matched,5,2071016005,5.0,15.0,30,"studio recording, carefully produced, cleanly mixed, balanced acoustics",97a6ee919dd3192f0b6af70f1225758a7859785dfbb5154e27bba027bf2476a3,f111b24871aa09474f505ac8e484a7d64b650661c944fb88dd6af783846e9348,analysis_exit1_v2/neutral_control/audio/neutral_matched/held_out_0130/neutral_matched_s05_2071016005.flac
neutral_control_16_06,16,held_out_0130,neutral_matched,6,2071016006,5.0,15.0,30,"studio recording, carefully produced, cleanly mixed, balanced acoustics",97a6ee919dd3192f0b6af70f1225758a7859785dfbb5154e27bba027bf2476a3,f111b24871aa09474f505ac8e484a7d64b650661c944fb88dd6af783846e9348,analysis_exit1_v2/neutral_control/audio/neutral_matched/held_out_0130/neutral_matched_s06_2071016006.flac
neutral_control_16_07,16,held_out_0130,neutral_matched,7,2071016007,5.0,15.0,30,"studio recording, carefully produced, cleanly mixed, balanced acoustics",97a6ee919dd3192f0b6af70f1225758a7859785dfbb5154e27bba027bf2476a3,f111b24871aa09474f505ac8e484a7d64b650661c944fb88dd6af783846e9348,analysis_exit1_v2/neutral_control/audio/neutral_matched/held_out_0130/neutral_matched_s07_2071016007.flac
neutral_control_17_00,17,held_out_0161,neutral_matched,0,2071017000,5.0,15.0,30,"studio recording, carefully produced, cleanly mixed, balanced acoustics",167c768cedfa9844b5ef6a113c97b706e697124ced24fd0842b2d521ab9d83fa,f111b24871aa09474f505ac8e484a7d64b650661c944fb88dd6af783846e9348,analysis_exit1_v2/neutral_control/audio/neutral_matched/held_out_0161/neutral_matched_s00_2071017000.flac
neutral_control_17_01,17,held_out_0161,neutral_matched,1,2071017001,5.0,15.0,30,"studio recording, carefully produced, cleanly mixed, balanced acoustics",167c768cedfa9844b5ef6a113c97b706e697124ced24fd0842b2d521ab9d83fa,f111b24871aa09474f505ac8e484a7d64b650661c944fb88dd6af783846e9348,analysis_exit1_v2/neutral_control/audio/neutral_matched/held_out_0161/neutral_matched_s01_2071017001.flac
neutral_control_17_02,17,held_out_0161,neutral_matched,2,2071017002,5.0,15.0,30,"studio recording, carefully produced, cleanly mixed, balanced acoustics",167c768cedfa9844b5ef6a113c97b706e697124ced24fd0842b2d521ab9d83fa,f111b24871aa09474f505ac8e484a7d64b650661c944fb88dd6af783846e9348,analysis_exit1_v2/neutral_control/audio/neutral_matched/held_out_0161/neutral_matched_s02_2071017002.flac
neutral_control_17_03,17,held_out_0161,neutral_matched,3,2071017003,5.0,15.0,30,"studio recording, carefully produced, cleanly mixed, balanced acoustics",167c768cedfa9844b5ef6a113c97b706e697124ced24fd0842b2d521ab9d83fa,f111b24871aa09474f505ac8e484a7d64b650661c944fb88dd6af783846e9348,analysis_exit1_v2/neutral_control/audio/neutral_matched/held_out_0161/neutral_matched_s03_2071017003.flac
neutral_control_17_04,17,held_out_0161,neutral_matched,4,2071017004,5.0,15.0,30,"studio recording, carefully produced, cleanly mixed, balanced acoustics",167c768cedfa9844b5ef6a113c97b706e697124ced24fd0842b2d521ab9d83fa,f111b24871aa09474f505ac8e484a7d64b650661c944fb88dd6af783846e9348,analysis_exit1_v2/neutral_control/audio/neutral_matched/held_out_0161/neutral_matched_s04_2071017004.flac
neutral_control_17_05,17,held_out_0161,neutral_matched,5,2071017005,5.0,15.0,30,"studio recording, carefully produced, cleanly mixed, balanced acoustics",167c768cedfa9844b5ef6a113c97b706e697124ced24fd0842b2d521ab9d83fa,f111b24871aa09474f505ac8e484a7d64b650661c944fb88dd6af783846e9348,analysis_exit1_v2/neutral_control/audio/neutral_matched/held_out_0161/neutral_matched_s05_2071017005.flac
neutral_control_17_06,17,held_out_0161,neutral_matched,6,2071017006,5.0,15.0,30,"studio recording, carefully produced, cleanly mixed, balanced acoustics",167c768cedfa9844b5ef6a113c97b706e697124ced24fd0842b2d521ab9d83fa,f111b24871aa09474f505ac8e484a7d64b650661c944fb88dd6af783846e9348,analysis_exit1_v2/neutral_control/audio/neutral_matched/held_out_0161/neutral_matched_s06_2071017006.flac
neutral_control_17_07,17,held_out_0161,neutral_matched,7,2071017007,5.0,15.0,30,"studio recording, carefully produced, cleanly mixed, balanced acoustics",167c768cedfa9844b5ef6a113c97b706e697124ced24fd0842b2d521ab9d83fa,f111b24871aa09474f505ac8e484a7d64b650661c944fb88dd6af783846e9348,analysis_exit1_v2/neutral_control/audio/neutral_matched/held_out_0161/neutral_matched_s07_2071017007.flac
neutral_control_18_00,18,held_out_0140,neutral_matched,0,2071018000,5.0,15.0,30,"studio recording, carefully produced, cleanly mixed, balanced acoustics",4ae912ba82e929c9b753f6ca0c68f3ce9f026f979b5253f095f662d548723e18,f111b24871aa09474f505ac8e484a7d64b650661c944fb88dd6af783846e9348,analysis_exit1_v2/neutral_control/audio/neutral_matched/held_out_0140/neutral_matched_s00_2071018000.flac
neutral_control_18_01,18,held_out_0140,neutral_matched,1,2071018001,5.0,15.0,30,"studio recording, carefully produced, cleanly mixed, balanced acoustics",4ae912ba82e929c9b753f6ca0c68f3ce9f026f979b5253f095f662d548723e18,f111b24871aa09474f505ac8e484a7d64b650661c944fb88dd6af783846e9348,analysis_exit1_v2/neutral_control/audio/neutral_matched/held_out_0140/neutral_matched_s01_2071018001.flac
neutral_control_18_02,18,held_out_0140,neutral_matched,2,2071018002,5.0,15.0,30,"studio recording, carefully produced, cleanly mixed, balanced acoustics",4ae912ba82e929c9b753f6ca0c68f3ce9f026f979b5253f095f662d548723e18,f111b24871aa09474f505ac8e484a7d64b650661c944fb88dd6af783846e9348,analysis_exit1_v2/neutral_control/audio/neutral_matched/held_out_0140/neutral_matched_s02_2071018002.flac
neutral_control_18_03,18,held_out_0140,neutral_matched,3,2071018003,5.0,15.0,30,"studio recording, carefully produced, cleanly mixed, balanced acoustics",4ae912ba82e929c9b753f6ca0c68f3ce9f026f979b5253f095f662d548723e18,f111b24871aa09474f505ac8e484a7d64b650661c944fb88dd6af783846e9348,analysis_exit1_v2/neutral_control/audio/neutral_matched/held_out_0140/neutral_matched_s03_2071018003.flac
neutral_control_18_04,18,held_out_0140,neutral_matched,4,2071018004,5.0,15.0,30,"studio recording, carefully produced, cleanly mixed, balanced acoustics",4ae912ba82e929c9b753f6ca0c68f3ce9f026f979b5253f095f662d548723e18,f111b24871aa09474f505ac8e484a7d64b650661c944fb88dd6af783846e9348,analysis_exit1_v2/neutral_control/audio/neutral_matched/held_out_0140/neutral_matched_s04_2071018004.flac
neutral_control_18_05,18,held_out_0140,neutral_matched,5,2071018005,5.0,15.0,30,"studio recording, carefully produced, cleanly mixed, balanced acoustics",4ae912ba82e929c9b753f6ca0c68f3ce9f026f979b5253f095f662d548723e18,f111b24871aa09474f505ac8e484a7d64b650661c944fb88dd6af783846e9348,analysis_exit1_v2/neutral_control/audio/neutral_matched/held_out_0140/neutral_matched_s05_2071018005.flac
neutral_control_18_06,18,held_out_0140,neutral_matched,6,2071018006,5.0,15.0,30,"studio recording, carefully produced, cleanly mixed, balanced acoustics",4ae912ba82e929c9b753f6ca0c68f3ce9f026f979b5253f095f662d548723e18,f111b24871aa09474f505ac8e484a7d64b650661c944fb88dd6af783846e9348,analysis_exit1_v2/neutral_control/audio/neutral_matched/held_out_0140/neutral_matched_s06_2071018006.flac
neutral_control_18_07,18,held_out_0140,neutral_matched,7,2071018007,5.0,15.0,30,"studio recording, carefully produced, cleanly mixed, balanced acoustics",4ae912ba82e929c9b753f6ca0c68f3ce9f026f979b5253f095f662d548723e18,f111b24871aa09474f505ac8e484a7d64b650661c944fb88dd6af783846e9348,analysis_exit1_v2/neutral_control/audio/neutral_matched/held_out_0140/neutral_matched_s07_2071018007.flac
neutral_control_19_00,19,held_out_0124,neutral_matched,0,2071019000,5.0,15.0,30,"studio recording, carefully produced, cleanly mixed, balanced acoustics",1a662dac6d443da62f4a15181021dd6663209f7a6670664192ad5d4cb52387f7,f111b24871aa09474f505ac8e484a7d64b650661c944fb88dd6af783846e9348,analysis_exit1_v2/neutral_control/audio/neutral_matched/held_out_0124/neutral_matched_s00_2071019000.flac
neutral_control_19_01,19,held_out_0124,neutral_matched,1,2071019001,5.0,15.0,30,"studio recording, carefully produced, cleanly mixed, balanced acoustics",1a662dac6d443da62f4a15181021dd6663209f7a6670664192ad5d4cb52387f7,f111b24871aa09474f505ac8e484a7d64b650661c944fb88dd6af783846e9348,analysis_exit1_v2/neutral_control/audio/neutral_matched/held_out_0124/neutral_matched_s01_2071019001.flac
neutral_control_19_02,19,held_out_0124,neutral_matched,2,2071019002,5.0,15.0,30,"studio recording, carefully produced, cleanly mixed, balanced acoustics",1a662dac6d443da62f4a15181021dd6663209f7a6670664192ad5d4cb52387f7,f111b24871aa09474f505ac8e484a7d64b650661c944fb88dd6af783846e9348,analysis_exit1_v2/neutral_control/audio/neutral_matched/held_out_0124/neutral_matched_s02_2071019002.flac
neutral_control_19_03,19,held_out_0124,neutral_matched,3,2071019003,5.0,15.0,30,"studio recording, carefully produced, cleanly mixed, balanced acoustics",1a662dac6d443da62f4a15181021dd6663209f7a6670664192ad5d4cb52387f7,f111b24871aa09474f505ac8e484a7d64b650661c944fb88dd6af783846e9348,analysis_exit1_v2/neutral_control/audio/neutral_matched/held_out_0124/neutral_matched_s03_2071019003.flac
neutral_control_19_04,19,held_out_0124,neutral_matched,4,2071019004,5.0,15.0,30,"studio recording, carefully produced, cleanly mixed, balanced acoustics",1a662dac6d443da62f4a15181021dd6663209f7a6670664192ad5d4cb52387f7,f111b24871aa09474f505ac8e484a7d64b650661c944fb88dd6af783846e9348,analysis_exit1_v2/neutral_control/audio/neutral_matched/held_out_0124/neutral_matched_s04_2071019004.flac
neutral_control_19_05,19,held_out_0124,neutral_matched,5,2071019005,5.0,15.0,30,"studio recording, carefully produced, cleanly mixed, balanced acoustics",1a662dac6d443da62f4a15181021dd6663209f7a6670664192ad5d4cb52387f7,f111b24871aa09474f505ac8e484a7d64b650661c944fb88dd6af783846e9348,analysis_exit1_v2/neutral_control/audio/neutral_matched/held_out_0124/neutral_matched_s05_2071019005.flac
neutral_control_19_06,19,held_out_0124,neutral_matched,6,2071019006,5.0,15.0,30,"studio recording, carefully produced, cleanly mixed, balanced acoustics",1a662dac6d443da62f4a15181021dd6663209f7a6670664192ad5d4cb52387f7,f111b24871aa09474f505ac8e484a7d64b650661c944fb88dd6af783846e9348,analysis_exit1_v2/neutral_control/audio/neutral_matched/held_out_0124/neutral_matched_s06_2071019006.flac
neutral_control_19_07,19,held_out_0124,neutral_matched,7,2071019007,5.0,15.0,30,"studio recording, carefully produced, cleanly mixed, balanced acoustics",1a662dac6d443da62f4a15181021dd6663209f7a6670664192ad5d4cb52387f7,f111b24871aa09474f505ac8e484a7d64b650661c944fb88dd6af783846e9348,analysis_exit1_v2/neutral_control/audio/neutral_matched/held_out_0124/neutral_matched_s07_2071019007.flac
neutral_control_20_00,20,held_out_0009,neutral_matched,0,2071020000,5.0,15.0,30,"studio recording, carefully produced, cleanly mixed, balanced acoustics",d08c757e562c827a30377ebe3f0b0bcc6de1a0394cfeb70ca3f522117fdf3a06,f111b24871aa09474f505ac8e484a7d64b650661c944fb88dd6af783846e9348,analysis_exit1_v2/neutral_control/audio/neutral_matched/held_out_0009/neutral_matched_s00_2071020000.flac
neutral_control_20_01,20,held_out_0009,neutral_matched,1,2071020001,5.0,15.0,30,"studio recording, carefully produced, cleanly mixed, balanced acoustics",d08c757e562c827a30377ebe3f0b0bcc6de1a0394cfeb70ca3f522117fdf3a06,f111b24871aa09474f505ac8e484a7d64b650661c944fb88dd6af783846e9348,analysis_exit1_v2/neutral_control/audio/neutral_matched/held_out_0009/neutral_matched_s01_2071020001.flac
neutral_control_20_02,20,held_out_0009,neutral_matched,2,2071020002,5.0,15.0,30,"studio recording, carefully produced, cleanly mixed, balanced acoustics",d08c757e562c827a30377ebe3f0b0bcc6de1a0394cfeb70ca3f522117fdf3a06,f111b24871aa09474f505ac8e484a7d64b650661c944fb88dd6af783846e9348,analysis_exit1_v2/neutral_control/audio/neutral_matched/held_out_0009/neutral_matched_s02_2071020002.flac
neutral_control_20_03,20,held_out_0009,neutral_matched,3,2071020003,5.0,15.0,30,"studio recording, carefully produced, cleanly mixed, balanced acoustics",d08c757e562c827a30377ebe3f0b0bcc6de1a0394cfeb70ca3f522117fdf3a06,f111b24871aa09474f505ac8e484a7d64b650661c944fb88dd6af783846e9348,analysis_exit1_v2/neutral_control/audio/neutral_matched/held_out_0009/neutral_matched_s03_2071020003.flac
neutral_control_20_04,20,held_out_0009,neutral_matched,4,2071020004,5.0,15.0,30,"studio recording, carefully produced, cleanly mixed, balanced acoustics",d08c757e562c827a30377ebe3f0b0bcc6de1a0394cfeb70ca3f522117fdf3a06,f111b24871aa09474f505ac8e484a7d64b650661c944fb88dd6af783846e9348,analysis_exit1_v2/neutral_control/audio/neutral_matched/held_out_0009/neutral_matched_s04_2071020004.flac
neutral_control_20_05,20,held_out_0009,neutral_matched,5,2071020005,5.0,15.0,30,"studio recording, carefully produced, cleanly mixed, balanced acoustics",d08c757e562c827a30377ebe3f0b0bcc6de1a0394cfeb70ca3f522117fdf3a06,f111b24871aa09474f505ac8e484a7d64b650661c944fb88dd6af783846e9348,analysis_exit1_v2/neutral_control/audio/neutral_matched/held_out_0009/neutral_matched_s05_2071020005.flac
neutral_control_20_06,20,held_out_0009,neutral_matched,6,2071020006,5.0,15.0,30,"studio recording, carefully produced, cleanly mixed, balanced acoustics",d08c757e562c827a30377ebe3f0b0bcc6de1a0394cfeb70ca3f522117fdf3a06,f111b24871aa09474f505ac8e484a7d64b650661c944fb88dd6af783846e9348,analysis_exit1_v2/neutral_control/audio/neutral_matched/held_out_0009/neutral_matched_s06_2071020006.flac
neutral_control_20_07,20,held_out_0009,neutral_matched,7,2071020007,5.0,15.0,30,"studio recording, carefully produced, cleanly mixed, balanced acoustics",d08c757e562c827a30377ebe3f0b0bcc6de1a0394cfeb70ca3f522117fdf3a06,f111b24871aa09474f505ac8e484a7d64b650661c944fb88dd6af783846e9348,analysis_exit1_v2/neutral_control/audio/neutral_matched/held_out_0009/neutral_matched_s07_2071020007.flac
neutral_control_21_00,21,held_out_0178,neutral_matched,0,2071021000,5.0,15.0,30,"studio recording, carefully produced, cleanly mixed, balanced acoustics",c845bedd9e46621fd554f5d40db1ede338ebd50d8ad6fffe9c12afaf13757895,f111b24871aa09474f505ac8e484a7d64b650661c944fb88dd6af783846e9348,analysis_exit1_v2/neutral_control/audio/neutral_matched/held_out_0178/neutral_matched_s00_2071021000.flac
neutral_control_21_01,21,held_out_0178,neutral_matched,1,2071021001,5.0,15.0,30,"studio recording, carefully produced, cleanly mixed, balanced acoustics",c845bedd9e46621fd554f5d40db1ede338ebd50d8ad6fffe9c12afaf13757895,f111b24871aa09474f505ac8e484a7d64b650661c944fb88dd6af783846e9348,analysis_exit1_v2/neutral_control/audio/neutral_matched/held_out_0178/neutral_matched_s01_2071021001.flac
neutral_control_21_02,21,held_out_0178,neutral_matched,2,2071021002,5.0,15.0,30,"studio recording, carefully produced, cleanly mixed, balanced acoustics",c845bedd9e46621fd554f5d40db1ede338ebd50d8ad6fffe9c12afaf13757895,f111b24871aa09474f505ac8e484a7d64b650661c944fb88dd6af783846e9348,analysis_exit1_v2/neutral_control/audio/neutral_matched/held_out_0178/neutral_matched_s02_2071021002.flac
neutral_control_21_03,21,held_out_0178,neutral_matched,3,2071021003,5.0,15.0,30,"studio recording, carefully produced, cleanly mixed, balanced acoustics",c845bedd9e46621fd554f5d40db1ede338ebd50d8ad6fffe9c12afaf13757895,f111b24871aa09474f505ac8e484a7d64b650661c944fb88dd6af783846e9348,analysis_exit1_v2/neutral_control/audio/neutral_matched/held_out_0178/neutral_matched_s03_2071021003.flac
neutral_control_21_04,21,held_out_0178,neutral_matched,4,2071021004,5.0,15.0,30,"studio recording, carefully produced, cleanly mixed, balanced acoustics",c845bedd9e46621fd554f5d40db1ede338ebd50d8ad6fffe9c12afaf13757895,f111b24871aa09474f505ac8e484a7d64b650661c944fb88dd6af783846e9348,analysis_exit1_v2/neutral_control/audio/neutral_matched/held_out_0178/neutral_matched_s04_2071021004.flac
neutral_control_21_05,21,held_out_0178,neutral_matched,5,2071021005,5.0,15.0,30,"studio recording, carefully produced, cleanly mixed, balanced acoustics",c845bedd9e46621fd554f5d40db1ede338ebd50d8ad6fffe9c12afaf13757895,f111b24871aa09474f505ac8e484a7d64b650661c944fb88dd6af783846e9348,analysis_exit1_v2/neutral_control/audio/neutral_matched/held_out_0178/neutral_matched_s05_2071021005.flac
neutral_control_21_06,21,held_out_0178,neutral_matched,6,2071021006,5.0,15.0,30,"studio recording, carefully produced, cleanly mixed, balanced acoustics",c845bedd9e46621fd554f5d40db1ede338ebd50d8ad6fffe9c12afaf13757895,f111b24871aa09474f505ac8e484a7d64b650661c944fb88dd6af783846e9348,analysis_exit1_v2/neutral_control/audio/neutral_matched/held_out_0178/neutral_matched_s06_2071021006.flac
neutral_control_21_07,21,held_out_0178,neutral_matched,7,2071021007,5.0,15.0,30,"studio recording, carefully produced, cleanly mixed, balanced acoustics",c845bedd9e46621fd554f5d40db1ede338ebd50d8ad6fffe9c12afaf13757895,f111b24871aa09474f505ac8e484a7d64b650661c944fb88dd6af783846e9348,analysis_exit1_v2/neutral_control/audio/neutral_matched/held_out_0178/neutral_matched_s07_2071021007.flac
neutral_control_22_00,22,held_out_0206,neutral_matched,0,2071022000,5.0,15.0,30,"studio recording, carefully produced, cleanly mixed, balanced acoustics",d03f750f2ea86ce1ffddb6de2965d157c28eab9b4dbdd233ae62c7dd652b3242,f111b24871aa09474f505ac8e484a7d64b650661c944fb88dd6af783846e9348,analysis_exit1_v2/neutral_control/audio/neutral_matched/held_out_0206/neutral_matched_s00_2071022000.flac
neutral_control_22_01,22,held_out_0206,neutral_matched,1,2071022001,5.0,15.0,30,"studio recording, carefully produced, cleanly mixed, balanced acoustics",d03f750f2ea86ce1ffddb6de2965d157c28eab9b4dbdd233ae62c7dd652b3242,f111b24871aa09474f505ac8e484a7d64b650661c944fb88dd6af783846e9348,analysis_exit1_v2/neutral_control/audio/neutral_matched/held_out_0206/neutral_matched_s01_2071022001.flac
neutral_control_22_02,22,held_out_0206,neutral_matched,2,2071022002,5.0,15.0,30,"studio recording, carefully produced, cleanly mixed, balanced acoustics",d03f750f2ea86ce1ffddb6de2965d157c28eab9b4dbdd233ae62c7dd652b3242,f111b24871aa09474f505ac8e484a7d64b650661c944fb88dd6af783846e9348,analysis_exit1_v2/neutral_control/audio/neutral_matched/held_out_0206/neutral_matched_s02_2071022002.flac
neutral_control_22_03,22,held_out_0206,neutral_matched,3,2071022003,5.0,15.0,30,"studio recording, carefully produced, cleanly mixed, balanced acoustics",d03f750f2ea86ce1ffddb6de2965d157c28eab9b4dbdd233ae62c7dd652b3242,f111b24871aa09474f505ac8e484a7d64b650661c944fb88dd6af783846e9348,analysis_exit1_v2/neutral_control/audio/neutral_matched/held_out_0206/neutral_matched_s03_2071022003.flac
neutral_control_22_04,22,held_out_0206,neutral_matched,4,2071022004,5.0,15.0,30,"studio recording, carefully produced, cleanly mixed, balanced acoustics",d03f750f2ea86ce1ffddb6de2965d157c28eab9b4dbdd233ae62c7dd652b3242,f111b24871aa09474f505ac8e484a7d64b650661c944fb88dd6af783846e9348,analysis_exit1_v2/neutral_control/audio/neutral_matched/held_out_0206/neutral_matched_s04_2071022004.flac
neutral_control_22_05,22,held_out_0206,neutral_matched,5,2071022005,5.0,15.0,30,"studio recording, carefully produced, cleanly mixed, balanced acoustics",d03f750f2ea86ce1ffddb6de2965d157c28eab9b4dbdd233ae62c7dd652b3242,f111b24871aa09474f505ac8e484a7d64b650661c944fb88dd6af783846e9348,analysis_exit1_v2/neutral_control/audio/neutral_matched/held_out_0206/neutral_matched_s05_2071022005.flac
neutral_control_22_06,22,held_out_0206,neutral_matched,6,2071022006,5.0,15.0,30,"studio recording, carefully produced, cleanly mixed, balanced acoustics",d03f750f2ea86ce1ffddb6de2965d157c28eab9b4dbdd233ae62c7dd652b3242,f111b24871aa09474f505ac8e484a7d64b650661c944fb88dd6af783846e9348,analysis_exit1_v2/neutral_control/audio/neutral_matched/held_out_0206/neutral_matched_s06_2071022006.flac
neutral_control_22_07,22,held_out_0206,neutral_matched,7,2071022007,5.0,15.0,30,"studio recording, carefully produced, cleanly mixed, balanced acoustics",d03f750f2ea86ce1ffddb6de2965d157c28eab9b4dbdd233ae62c7dd652b3242,f111b24871aa09474f505ac8e484a7d64b650661c944fb88dd6af783846e9348,analysis_exit1_v2/neutral_control/audio/neutral_matched/held_out_0206/neutral_matched_s07_2071022007.flac
neutral_control_23_00,23,held_out_0105,neutral_matched,0,2071023000,5.0,15.0,30,"studio recording, carefully produced, cleanly mixed, balanced acoustics",ec88acc4c1f1c0d39009ca0997656fb90a4083775f223b135c85332f4532157b,f111b24871aa09474f505ac8e484a7d64b650661c944fb88dd6af783846e9348,analysis_exit1_v2/neutral_control/audio/neutral_matched/held_out_0105/neutral_matched_s00_2071023000.flac
neutral_control_23_01,23,held_out_0105,neutral_matched,1,2071023001,5.0,15.0,30,"studio recording, carefully produced, cleanly mixed, balanced acoustics",ec88acc4c1f1c0d39009ca0997656fb90a4083775f223b135c85332f4532157b,f111b24871aa09474f505ac8e484a7d64b650661c944fb88dd6af783846e9348,analysis_exit1_v2/neutral_control/audio/neutral_matched/held_out_0105/neutral_matched_s01_2071023001.flac
neutral_control_23_02,23,held_out_0105,neutral_matched,2,2071023002,5.0,15.0,30,"studio recording, carefully produced, cleanly mixed, balanced acoustics",ec88acc4c1f1c0d39009ca0997656fb90a4083775f223b135c85332f4532157b,f111b24871aa09474f505ac8e484a7d64b650661c944fb88dd6af783846e9348,analysis_exit1_v2/neutral_control/audio/neutral_matched/held_out_0105/neutral_matched_s02_2071023002.flac
neutral_control_23_03,23,held_out_0105,neutral_matched,3,2071023003,5.0,15.0,30,"studio recording, carefully produced, cleanly mixed, balanced acoustics",ec88acc4c1f1c0d39009ca0997656fb90a4083775f223b135c85332f4532157b,f111b24871aa09474f505ac8e484a7d64b650661c944fb88dd6af783846e9348,analysis_exit1_v2/neutral_control/audio/neutral_matched/held_out_0105/neutral_matched_s03_2071023003.flac
neutral_control_23_04,23,held_out_0105,neutral_matched,4,2071023004,5.0,15.0,30,"studio recording, carefully produced, cleanly mixed, balanced acoustics",ec88acc4c1f1c0d39009ca0997656fb90a4083775f223b135c85332f4532157b,f111b24871aa09474f505ac8e484a7d64b650661c944fb88dd6af783846e9348,analysis_exit1_v2/neutral_control/audio/neutral_matched/held_out_0105/neutral_matched_s04_2071023004.flac
neutral_control_23_05,23,held_out_0105,neutral_matched,5,2071023005,5.0,15.0,30,"studio recording, carefully produced, cleanly mixed, balanced acoustics",ec88acc4c1f1c0d39009ca0997656fb90a4083775f223b135c85332f4532157b,f111b24871aa09474f505ac8e484a7d64b650661c944fb88dd6af783846e9348,analysis_exit1_v2/neutral_control/audio/neutral_matched/held_out_0105/neutral_matched_s05_2071023005.flac
neutral_control_23_06,23,held_out_0105,neutral_matched,6,2071023006,5.0,15.0,30,"studio recording, carefully produced, cleanly mixed, balanced acoustics",ec88acc4c1f1c0d39009ca0997656fb90a4083775f223b135c85332f4532157b,f111b24871aa09474f505ac8e484a7d64b650661c944fb88dd6af783846e9348,analysis_exit1_v2/neutral_control/audio/neutral_matched/held_out_0105/neutral_matched_s06_2071023006.flac
neutral_control_23_07,23,held_out_0105,neutral_matched,7,2071023007,5.0,15.0,30,"studio recording, carefully produced, cleanly mixed, balanced acoustics",ec88acc4c1f1c0d39009ca0997656fb90a4083775f223b135c85332f4532157b,f111b24871aa09474f505ac8e484a7d64b650661c944fb88dd6af783846e9348,analysis_exit1_v2/neutral_control/audio/neutral_matched/held_out_0105/neutral_matched_s07_2071023007.flac
