task_id,prompt_rank,prompt_id,condition,seed_idx,seed,output_path,demucs_score,panns_score,near_silent,violation,source_role
w2fact_05_0_00,5,held_out_0156,plain,0,2034005000,paper_prep/w2_execution_20260712/factorial/audio/plain_baseline/held_out_0156/plain_baseline_s00_2034005000.flac,0.3782968521118164,0.15986938774585724,0,1,ORIGINAL_UNAFFECTED_PRIMARY
w2fact_05_0_01,5,held_out_0156,plain,1,2034005001,paper_prep/w2_execution_20260712/factorial/audio/plain_baseline/held_out_0156/plain_baseline_s01_2034005001.flac,2.727215587583487e-06,0.030294299125671387,0,0,ORIGINAL_UNAFFECTED_PRIMARY
w2fact_05_0_02,5,held_out_0156,plain,2,2034005002,paper_prep/w2_execution_20260712/factorial/audio/plain_baseline/held_out_0156/plain_baseline_s02_2034005002.flac,0.17547985911369324,0.12624916434288025,0,1,ORIGINAL_UNAFFECTED_PRIMARY
w2fact_05_0_03,5,held_out_0156,plain,3,2034005003,paper_prep/w2_execution_20260712/factorial/audio/plain_baseline/held_out_0156/plain_baseline_s03_2034005003.flac,0.4989303946495056,0.09684208780527115,0,1,ORIGINAL_UNAFFECTED_PRIMARY
w2fact_05_0_04,5,held_out_0156,plain,4,2034005004,paper_prep/w2_execution_20260712/factorial/audio/plain_baseline/held_out_0156/plain_baseline_s04_2034005004.flac,0.2845637798309326,0.09941880404949188,0,1,ORIGINAL_UNAFFECTED_PRIMARY
w2fact_05_0_05,5,held_out_0156,plain,5,2034005005,paper_prep/w2_execution_20260712/factorial/audio/plain_baseline/held_out_0156/plain_baseline_s05_2034005005.flac,0.6363853812217712,0.10685846954584122,0,1,ORIGINAL_UNAFFECTED_PRIMARY
w2fact_05_0_06,5,held_out_0156,plain,6,2034005006,paper_prep/w2_execution_20260712/factorial/audio/plain_baseline/held_out_0156/plain_baseline_s06_2034005006.flac,0.3258970379829407,0.11845249682664871,0,1,ORIGINAL_UNAFFECTED_PRIMARY
w2fact_05_0_07,5,held_out_0156,plain,7,2034005007,paper_prep/w2_execution_20260712/factorial/audio/plain_baseline/held_out_0156/plain_baseline_s07_2034005007.flac,0.36888739466667175,0.20351296663284302,0,1,ORIGINAL_UNAFFECTED_PRIMARY
w2fact_06_0_00,6,held_out_0253,plain,0,2034006000,paper_prep/w2_execution_20260712/factorial/audio/plain_baseline/held_out_0253/plain_baseline_s00_2034006000.flac,0.6382289528846741,0.20506413280963898,0,1,ORIGINAL_UNAFFECTED_PRIMARY
w2fact_06_0_01,6,held_out_0253,plain,1,2034006001,paper_prep/w2_execution_20260712/factorial/audio/plain_baseline/held_out_0253/plain_baseline_s01_2034006001.flac,0.6069813966751099,0.2001601755619049,0,1,ORIGINAL_UNAFFECTED_PRIMARY
w2fact_06_0_02,6,held_out_0253,plain,2,2034006002,paper_prep/w2_execution_20260712/factorial/audio/plain_baseline/held_out_0253/plain_baseline_s02_2034006002.flac,0.07254430651664734,0.19791388511657715,0,1,ORIGINAL_UNAFFECTED_PRIMARY
w2fact_06_0_03,6,held_out_0253,plain,3,2034006003,paper_prep/w2_execution_20260712/factorial/audio/plain_baseline/held_out_0253/plain_baseline_s03_2034006003.flac,0.8186997175216675,0.025933213531970978,0,1,ORIGINAL_UNAFFECTED_PRIMARY
w2fact_06_0_04,6,held_out_0253,plain,4,2034006004,paper_prep/w2_execution_20260712/factorial/audio/plain_baseline/held_out_0253/plain_baseline_s04_2034006004.flac,1.2415498531481717e-06,0.02420908212661743,0,0,ORIGINAL_UNAFFECTED_PRIMARY
w2fact_06_0_05,6,held_out_0253,plain,5,2034006005,paper_prep/w2_execution_20260712/factorial/audio/plain_baseline/held_out_0253/plain_baseline_s05_2034006005.flac,0.3308161795139313,0.1612684726715088,0,1,ORIGINAL_UNAFFECTED_PRIMARY
w2fact_06_0_06,6,held_out_0253,plain,6,2034006006,paper_prep/w2_execution_20260712/factorial/audio/plain_baseline/held_out_0253/plain_baseline_s06_2034006006.flac,0.2465391308069229,0.17482826113700867,0,1,ORIGINAL_UNAFFECTED_PRIMARY
w2fact_06_0_07,6,held_out_0253,plain,7,2034006007,paper_prep/w2_execution_20260712/factorial/audio/plain_baseline/held_out_0253/plain_baseline_s07_2034006007.flac,0.45269978046417236,0.1862194985151291,0,1,ORIGINAL_UNAFFECTED_PRIMARY
w2fact_07_0_00,7,held_out_0088,plain,0,2034007000,paper_prep/w2_execution_20260712/factorial/audio/plain_baseline/held_out_0088/plain_baseline_s00_2034007000.flac,0.000176645175088197,0.021927837282419205,0,0,ORIGINAL_UNAFFECTED_PRIMARY
w2fact_07_0_01,7,held_out_0088,plain,1,2034007001,paper_prep/w2_execution_20260712/factorial/audio/plain_baseline/held_out_0088/plain_baseline_s01_2034007001.flac,0.6886124014854431,0.089210644364357,0,1,ORIGINAL_UNAFFECTED_PRIMARY
w2fact_07_0_02,7,held_out_0088,plain,2,2034007002,paper_prep/w2_execution_20260712/factorial/audio/plain_baseline/held_out_0088/plain_baseline_s02_2034007002.flac,0.15394005179405212,0.08679238706827164,0,1,ORIGINAL_UNAFFECTED_PRIMARY
w2fact_07_0_03,7,held_out_0088,plain,3,2034007003,paper_prep/w2_execution_20260712/factorial/audio/plain_baseline/held_out_0088/plain_baseline_s03_2034007003.flac,5.98619499214692e-06,0.01514507457613945,0,0,ORIGINAL_UNAFFECTED_PRIMARY
w2fact_07_0_04,7,held_out_0088,plain,4,2034007004,paper_prep/w2_execution_20260712/factorial/audio/plain_baseline/held_out_0088/plain_baseline_s04_2034007004.flac,0.44587284326553345,0.11002471297979355,0,1,ORIGINAL_UNAFFECTED_PRIMARY
w2fact_07_0_05,7,held_out_0088,plain,5,2034007005,paper_prep/w2_execution_20260712/factorial/audio/plain_baseline/held_out_0088/plain_baseline_s05_2034007005.flac,0.4171351194381714,0.10407363623380661,0,1,ORIGINAL_UNAFFECTED_PRIMARY
w2fact_07_0_06,7,held_out_0088,plain,6,2034007006,paper_prep/w2_execution_20260712/factorial/audio/plain_baseline/held_out_0088/plain_baseline_s06_2034007006.flac,0.9980571866035461,0.10529589653015137,0,1,ORIGINAL_UNAFFECTED_PRIMARY
w2fact_07_0_07,7,held_out_0088,plain,7,2034007007,paper_prep/w2_execution_20260712/factorial/audio/plain_baseline/held_out_0088/plain_baseline_s07_2034007007.flac,0.0001403533387929201,0.026804840192198753,0,0,ORIGINAL_UNAFFECTED_PRIMARY
w2fact_08_0_00,8,held_out_0040,plain,0,2034008000,paper_prep/w2_execution_20260712/factorial/audio/plain_baseline/held_out_0040/plain_baseline_s00_2034008000.flac,0.2460046410560608,0.07401667535305023,0,1,ORIGINAL_UNAFFECTED_PRIMARY
w2fact_08_0_01,8,held_out_0040,plain,1,2034008001,paper_prep/w2_execution_20260712/factorial/audio/plain_baseline/held_out_0040/plain_baseline_s01_2034008001.flac,0.5261262059211731,0.133818119764328,0,1,ORIGINAL_UNAFFECTED_PRIMARY
w2fact_08_0_02,8,held_out_0040,plain,2,2034008002,paper_prep/w2_execution_20260712/factorial/audio/plain_baseline/held_out_0040/plain_baseline_s02_2034008002.flac,0.8010863065719604,0.18941600620746613,0,1,ORIGINAL_UNAFFECTED_PRIMARY
w2fact_08_0_03,8,held_out_0040,plain,3,2034008003,paper_prep/w2_execution_20260712/factorial/audio/plain_baseline/held_out_0040/plain_baseline_s03_2034008003.flac,0.08132967352867126,0.07440841943025589,0,1,ORIGINAL_UNAFFECTED_PRIMARY
w2fact_08_0_04,8,held_out_0040,plain,4,2034008004,paper_prep/w2_execution_20260712/factorial/audio/plain_baseline/held_out_0040/plain_baseline_s04_2034008004.flac,0.11002787947654724,0.06808830797672272,0,1,ORIGINAL_UNAFFECTED_PRIMARY
w2fact_08_0_05,8,held_out_0040,plain,5,2034008005,paper_prep/w2_execution_20260712/factorial/audio/plain_baseline/held_out_0040/plain_baseline_s05_2034008005.flac,0.9684410691261292,0.5105473399162292,0,1,ORIGINAL_UNAFFECTED_PRIMARY
w2fact_08_0_06,8,held_out_0040,plain,6,2034008006,paper_prep/w2_execution_20260712/factorial/audio/plain_baseline/held_out_0040/plain_baseline_s06_2034008006.flac,0.21708793938159943,0.04085848480463028,0,1,ORIGINAL_UNAFFECTED_PRIMARY
w2fact_08_0_07,8,held_out_0040,plain,7,2034008007,paper_prep/w2_execution_20260712/factorial/audio/plain_baseline/held_out_0040/plain_baseline_s07_2034008007.flac,0.12279347330331802,0.07590005546808243,0,1,ORIGINAL_UNAFFECTED_PRIMARY
w2fact_09_0_00,9,held_out_0059,plain,0,2034009000,paper_prep/w2_execution_20260712/factorial/audio/plain_baseline/held_out_0059/plain_baseline_s00_2034009000.flac,1.2065160035490408e-06,0.021437490358948708,0,0,ORIGINAL_UNAFFECTED_PRIMARY
w2fact_09_0_01,9,held_out_0059,plain,1,2034009001,paper_prep/w2_execution_20260712/factorial/audio/plain_baseline/held_out_0059/plain_baseline_s01_2034009001.flac,0.02396002970635891,0.1474902629852295,0,1,ORIGINAL_UNAFFECTED_PRIMARY
w2fact_09_0_02,9,held_out_0059,plain,2,2034009002,paper_prep/w2_execution_20260712/factorial/audio/plain_baseline/held_out_0059/plain_baseline_s02_2034009002.flac,0.6918807029724121,0.34564658999443054,0,1,ORIGINAL_UNAFFECTED_PRIMARY
w2fact_09_0_03,9,held_out_0059,plain,3,2034009003,paper_prep/w2_execution_20260712/factorial/audio/plain_baseline/held_out_0059/plain_baseline_s03_2034009003.flac,0.39742138981819153,0.25706055760383606,0,1,ORIGINAL_UNAFFECTED_PRIMARY
w2fact_09_0_04,9,held_out_0059,plain,4,2034009004,paper_prep/w2_execution_20260712/factorial/audio/plain_baseline/held_out_0059/plain_baseline_s04_2034009004.flac,0.4397704005241394,0.19981248676776886,0,1,ORIGINAL_UNAFFECTED_PRIMARY
w2fact_09_0_05,9,held_out_0059,plain,5,2034009005,paper_prep/w2_execution_20260712/factorial/audio/plain_baseline/held_out_0059/plain_baseline_s05_2034009005.flac,0.4052473306655884,0.42274025082588196,0,1,ORIGINAL_UNAFFECTED_PRIMARY
w2fact_09_0_06,9,held_out_0059,plain,6,2034009006,paper_prep/w2_execution_20260712/factorial/audio/plain_baseline/held_out_0059/plain_baseline_s06_2034009006.flac,0.5143205523490906,0.09105218201875687,0,1,ORIGINAL_UNAFFECTED_PRIMARY
w2fact_09_0_07,9,held_out_0059,plain,7,2034009007,paper_prep/w2_execution_20260712/factorial/audio/plain_baseline/held_out_0059/plain_baseline_s07_2034009007.flac,0.04463472217321396,0.08936608582735062,0,1,ORIGINAL_UNAFFECTED_PRIMARY
w2fact_10_0_00,10,held_out_0046,plain,0,2034010000,paper_prep/w2_execution_20260712/factorial/audio/plain_baseline/held_out_0046/plain_baseline_s00_2034010000.flac,0.008702307008206844,0.2653048038482666,0,1,ORIGINAL_UNAFFECTED_PRIMARY
w2fact_10_0_01,10,held_out_0046,plain,1,2034010001,paper_prep/w2_execution_20260712/factorial/audio/plain_baseline/held_out_0046/plain_baseline_s01_2034010001.flac,0.07055939733982086,0.2362673282623291,0,1,ORIGINAL_UNAFFECTED_PRIMARY
w2fact_10_0_02,10,held_out_0046,plain,2,2034010002,paper_prep/w2_execution_20260712/factorial/audio/plain_baseline/held_out_0046/plain_baseline_s02_2034010002.flac,0.08254693448543549,0.09726019948720932,0,1,ORIGINAL_UNAFFECTED_PRIMARY
w2fact_10_0_03,10,held_out_0046,plain,3,2034010003,paper_prep/w2_execution_20260712/factorial/audio/plain_baseline/held_out_0046/plain_baseline_s03_2034010003.flac,0.7173850536346436,0.1386389434337616,0,1,ORIGINAL_UNAFFECTED_PRIMARY
w2fact_10_0_04,10,held_out_0046,plain,4,2034010004,paper_prep/w2_execution_20260712/factorial/audio/plain_baseline/held_out_0046/plain_baseline_s04_2034010004.flac,0.1502644419670105,0.41993120312690735,0,1,ORIGINAL_UNAFFECTED_PRIMARY
w2fact_10_0_05,10,held_out_0046,plain,5,2034010005,paper_prep/w2_execution_20260712/factorial/audio/plain_baseline/held_out_0046/plain_baseline_s05_2034010005.flac,0.06925337761640549,0.20496220886707306,0,1,ORIGINAL_UNAFFECTED_PRIMARY
w2fact_10_0_06,10,held_out_0046,plain,6,2034010006,paper_prep/w2_execution_20260712/factorial/audio/plain_baseline/held_out_0046/plain_baseline_s06_2034010006.flac,0.019553931429982185,0.24002619087696075,0,1,ORIGINAL_UNAFFECTED_PRIMARY
w2fact_10_0_07,10,held_out_0046,plain,7,2034010007,paper_prep/w2_execution_20260712/factorial/audio/plain_baseline/held_out_0046/plain_baseline_s07_2034010007.flac,0.9980719089508057,0.6006866693496704,0,1,ORIGINAL_UNAFFECTED_PRIMARY
w2fact_11_0_00,11,held_out_0222,plain,0,2034011000,paper_prep/w2_execution_20260712/factorial/audio/plain_baseline/held_out_0222/plain_baseline_s00_2034011000.flac,0.998799741268158,0.6958383321762085,0,1,ORIGINAL_UNAFFECTED_PRIMARY
w2fact_11_0_01,11,held_out_0222,plain,1,2034011001,paper_prep/w2_execution_20260712/factorial/audio/plain_baseline/held_out_0222/plain_baseline_s01_2034011001.flac,0.4203333854675293,0.6518705487251282,0,1,ORIGINAL_UNAFFECTED_PRIMARY
w2fact_11_0_02,11,held_out_0222,plain,2,2034011002,paper_prep/w2_execution_20260712/factorial/audio/plain_baseline/held_out_0222/plain_baseline_s02_2034011002.flac,0.29121094942092896,0.23658159375190735,0,1,ORIGINAL_UNAFFECTED_PRIMARY
w2fact_11_0_03,11,held_out_0222,plain,3,2034011003,paper_prep/w2_execution_20260712/factorial/audio/plain_baseline/held_out_0222/plain_baseline_s03_2034011003.flac,0.1607143133878708,0.1856909841299057,0,1,ORIGINAL_UNAFFECTED_PRIMARY
w2fact_11_0_04,11,held_out_0222,plain,4,2034011004,paper_prep/w2_execution_20260712/factorial/audio/plain_baseline/held_out_0222/plain_baseline_s04_2034011004.flac,0.8129884600639343,0.12659607827663422,0,1,ORIGINAL_UNAFFECTED_PRIMARY
w2fact_11_0_05,11,held_out_0222,plain,5,2034011005,paper_prep/w2_execution_20260712/factorial/audio/plain_baseline/held_out_0222/plain_baseline_s05_2034011005.flac,3.3116762097051833e-06,0.03057374432682991,0,0,ORIGINAL_UNAFFECTED_PRIMARY
w2fact_11_0_06,11,held_out_0222,plain,6,2034011006,paper_prep/w2_execution_20260712/factorial/audio/plain_baseline/held_out_0222/plain_baseline_s06_2034011006.flac,0.18113236129283905,0.31912437081336975,0,1,ORIGINAL_UNAFFECTED_PRIMARY
