source_path,prompt_id,arm,rep,attempt,seed,requested_vocal,type_correct,prompt_vocal_stratum,clap_score,status,error,elapsed_s,device
orbit-research/adsr_phase2_20260604/batch3/online_run/keep/held_out_0021/a6_r2_t03_seed2026339203.flac,held_out_0021,6,2,3,2026339203,1,1,vocal,0.5225909948348999,ok,,0.373,cuda
orbit-research/adsr_phase2_20260604/batch3/online_run/keep/held_out_0021/a6_r2_t04_seed2026339204.flac,held_out_0021,6,2,4,2026339204,1,1,vocal,0.3236657381057739,ok,,0.389,cuda
orbit-research/adsr_phase2_20260604/batch3/online_run/keep/held_out_0021/a6_r2_t05_seed2026339205.flac,held_out_0021,6,2,5,2026339205,1,1,vocal,0.42947497963905334,ok,,0.384,cuda
orbit-research/adsr_phase2_20260604/batch3/online_run/keep/held_out_0022/a1_r0_t01_seed2026340001.flac,held_out_0022,1,0,1,2026340001,0,1,instrumental,0.45778095722198486,ok,,0.35,cuda
orbit-research/adsr_phase2_20260604/batch3/online_run/keep/held_out_0022/a1_r1_t02_seed2026340102.flac,held_out_0022,1,1,2,2026340102,0,1,instrumental,0.33262065052986145,ok,,0.476,cuda
orbit-research/adsr_phase2_20260604/batch3/online_run/keep/held_out_0022/a6_r0_t01_seed2026340001.flac,held_out_0022,6,0,1,2026340001,0,1,instrumental,0.4687938392162323,ok,,0.408,cuda
orbit-research/adsr_phase2_20260604/batch3/online_run/keep/held_out_0022/a6_r1_t02_seed2026340102.flac,held_out_0022,6,1,2,2026340102,0,1,instrumental,0.22858496010303497,ok,,0.429,cuda
orbit-research/adsr_phase2_20260604/batch3/online_run/keep/held_out_0023/a1_r0_t00_seed2026341000.flac,held_out_0023,1,0,0,2026341000,1,1,vocal,0.1773407757282257,ok,,0.277,cuda
orbit-research/adsr_phase2_20260604/batch3/online_run/keep/held_out_0023/a1_r1_t01_seed2026341101.flac,held_out_0023,1,1,1,2026341101,1,1,vocal,0.23607905209064484,ok,,0.255,cuda
orbit-research/adsr_phase2_20260604/batch3/online_run/keep/held_out_0023/a6_r0_t04_seed2026341004.flac,held_out_0023,6,0,4,2026341004,1,1,vocal,0.26436230540275574,ok,,0.298,cuda
orbit-research/adsr_phase2_20260604/batch3/online_run/keep/held_out_0023/a6_r1_t05_seed2026341105.flac,held_out_0023,6,1,5,2026341105,1,1,vocal,0.04163036122918129,ok,,0.222,cuda
orbit-research/adsr_phase2_20260604/batch3/online_run/keep/held_out_0024/a1_r0_t04_seed2026342004.flac,held_out_0024,1,0,4,2026342004,1,0,vocal,0.4030590057373047,ok,,0.488,cuda
orbit-research/adsr_phase2_20260604/batch3/online_run/keep/held_out_0024/a1_r1_t04_seed2026342104.flac,held_out_0024,1,1,4,2026342104,1,1,vocal,0.39221659302711487,ok,,0.547,cuda
orbit-research/adsr_phase2_20260604/batch3/online_run/keep/held_out_0024/a6_r0_t03_seed2026342003.flac,held_out_0024,6,0,3,2026342003,1,1,vocal,0.3010270893573761,ok,,0.44,cuda
orbit-research/adsr_phase2_20260604/batch3/online_run/keep/held_out_0024/a6_r0_t04_seed2026342004.flac,held_out_0024,6,0,4,2026342004,1,1,vocal,0.20582133531570435,ok,,0.426,cuda
orbit-research/adsr_phase2_20260604/batch3/online_run/keep/held_out_0024/a6_r0_t05_seed2026342005.flac,held_out_0024,6,0,5,2026342005,1,1,vocal,0.38307085633277893,ok,,0.454,cuda
orbit-research/adsr_phase2_20260604/batch3/online_run/keep/held_out_0024/a6_r1_t04_seed2026342104.flac,held_out_0024,6,1,4,2026342104,1,1,vocal,0.4521105885505676,ok,,0.611,cuda
orbit-research/adsr_phase2_20260604/batch3/online_run/keep/held_out_0024/a6_r1_t06_seed2026342106.flac,held_out_0024,6,1,6,2026342106,1,1,vocal,0.32997190952301025,ok,,0.495,cuda
orbit-research/adsr_phase2_20260604/batch3/online_run/keep/held_out_0024/a6_r1_t07_seed2026342107.flac,held_out_0024,6,1,7,2026342107,1,1,vocal,0.33183419704437256,ok,,0.447,cuda
orbit-research/adsr_phase2_20260604/batch3/online_run/keep/held_out_0024/a6_r2_t06_seed2026342206.flac,held_out_0024,6,2,6,2026342206,1,1,vocal,0.44933515787124634,ok,,0.536,cuda
orbit-research/adsr_phase2_20260604/batch3/online_run/keep/held_out_0024/a6_r2_t07_seed2026342207.flac,held_out_0024,6,2,7,2026342207,1,1,vocal,0.3234076499938965,ok,,0.581,cuda
orbit-research/adsr_phase2_20260604/batch3/online_run/keep/held_out_0024/a6_r2_t08_seed2026342208.flac,held_out_0024,6,2,8,2026342208,1,1,vocal,0.39502424001693726,ok,,0.537,cuda
orbit-research/adsr_phase2_20260604/batch3/online_run/keep/held_out_0025/a1_r0_t01_seed2026343001.flac,held_out_0025,1,0,1,2026343001,1,1,vocal,0.1844853311777115,ok,,0.213,cuda
orbit-research/adsr_phase2_20260604/batch3/online_run/keep/held_out_0025/a1_r1_t03_seed2026343103.flac,held_out_0025,1,1,3,2026343103,1,1,vocal,0.28200528025627136,ok,,0.207,cuda
orbit-research/adsr_phase2_20260604/batch3/online_run/keep/held_out_0025/a6_r0_t04_seed2026343004.flac,held_out_0025,6,0,4,2026343004,1,1,vocal,0.43237751722335815,ok,,0.204,cuda
orbit-research/adsr_phase2_20260604/batch3/online_run/keep/held_out_0025/a6_r1_t03_seed2026343103.flac,held_out_0025,6,1,3,2026343103,1,1,vocal,0.4297594428062439,ok,,0.206,cuda
orbit-research/adsr_phase2_20260604/batch3/online_run/keep/held_out_0026/a1_r0_t03_seed2026344003.flac,held_out_0026,1,0,3,2026344003,0,1,instrumental,0.3156120181083679,ok,,0.284,cuda
orbit-research/adsr_phase2_20260604/batch3/online_run/keep/held_out_0026/a1_r1_t01_seed2026344101.flac,held_out_0026,1,1,1,2026344101,0,1,instrumental,0.2568562626838684,ok,,0.214,cuda
